id	outcome	previous_title	reviewed_title	concurrent_removal_reason
TCS-4509	renamed	A polynomial number of verifications is optimal for unconditionally secure schemes, nevertheless, a natural question that still remains open is whether we can have computationally […]	Quantum money with exponentially many classical verifications	
TCS-4515	renamed	Contrarily to quantitative reachability games, we do not know if a weak SPE always exists for games in this class.	Existence of weak subgame-perfect equilibria	
TCS-4519	renamed	It is unknown whether this is an inherent requirement for obtaining the statements, or one more involved arguments could dispense with.	Axiom strength of inductive inference	
TCS-4522	renamed	What is the largest gap between QI=0 (f ) and RI=0 (f )?	Quantum–classical communication gaps at I = 0	
TCS-4523	renamed	What is the complexity of computing dimension expansion?	Complexity of dimension expansion	
TCS-4524	renamed	For binary codes, what is the supremum p∗ of all fractions p of adversarial deletions for which one can have positive rate?	Positive-rate binary codes against adversarial deletions	
TCS-4528	renamed	Can every unsatisfiable CNF be refuted in CP in constant space, if the coefficients are polynomially bounded?	Constant-space Cutting Planes with polynomial coefficients	
TCS-4535	renamed	How hard is model checking conjunctive positive queries on finite groups?	Conjunctive positive query evaluation on finite groups	
TCS-4539	renamed	Are those proof systems consistent with SETH?	Compatibility of proof systems with SETH	
TCS-4549	renamed	Can a perfect colorful choice be computed in polynomial time if we have poly(d) color classes?	Polynomial-time colorful choice with polynomially many colors	
TCS-4551	renamed	Can we prove super-polynomial lower bounds for multi-k-ic formulas?	Superpolynomial multi-k-ic formula lower bounds	
TCS-4553	renamed	Can we find a prefix class whose reduction closure is P?	A prefix class with reduction closure P	
TCS-4563	renamed	Although it is not clear how to extend the techniques presented in this paper to containment of Datalog in regular queries, we conjecture that this […]	Containment of Datalog in regular queries	
TCS-4564	renamed	We conjecture that it has a presheaf model in a univalent metatheory (as some equations are only validated up to isomorphism – note that this […]	Univalent presheaf models of cubical type theory	
TCS-4572	renamed	Assuming it is combinatorially feasible, can we give an efficient algorithm to list-decode Gabidulin codes without using subcodes or special evaluation points?	Efficient list decoding of general Gabidulin codes	
TCS-4575	renamed	The problem is related to the universality problem for discount sum automata [2], a well-known problem for which decidability remains open [1].	Universality of discounted-sum automata	
TCS-4577	renamed	While smaller instances have been shown to be decidable, the full decidability of Skolem’s problem is still an open question [15].	Skolem problem	
TCS-4581	renamed	Characterizing the set of combining functions that induce hard problems remains an open problem.	Hardness classification of bandit loss-combining functions	
TCS-4582	renamed	We leave the computational complexity of the robust appointment scheduling and ordering problem as an open problem, and note that it is also unknown whether […]	Complexity of robust appointment scheduling	
TCS-4584	renamed	In fact, even the existence of Nash equilibria in such games is an open problem: it was believed until recently that there are two-player games […]	Nash equilibria in concurrent terminal-reward games	
TCS-4585	renamed	As an example of a question about resolution space that still remains open, suppose we are given a k-CNF formula that is guaranteed to be […]	Space complexity of restricted CNF resolution	
TCS-4586	renamed	While the query complexity of oracle identification in terms of M and N has been fully characterized, finding an optimal quantum algorithm for oip(C) remains […]	Instance-optimal quantum oracle identification	
TCS-4592	renamed	What is the optimal time complexity for agnostically learning halfspaces on the Gaussian distribution?	Time complexity of Gaussian agnostic halfspace learning	
TCS-4599	renamed	For any vertex-transitive graph, is the blanket time of order nR2 for all δ > 1?	Blanket time of local-search load balancing	
TCS-4604	renamed	However, establishing tight information theoretic lower bound on n (w.r.t. `, r) is still an open problem. 2	Identifiability bounds for mixtures of product distributions	
TCS-4615	renamed	The difficult question of whether or not the quantum entropy satisfies inequalities beyond positivity and SSA remains open for four or more parties.	Quantum entropy inequalities beyond strong subadditivity	
TCS-4621	renamed	We conjecture that the optimal bounds are that for every class H, B-ErrrH (T ) = O(k · L(H)) a p and B-ErrH (T ) […]	Optimal Littlestone-dimension bounds for multiclass bandits	
TCS-4633	renamed	Is there a FPTAS for the KCM problem for arbitrary matroids?	FPTAS for Knapsack Cover with general matroids	
TCS-4636	renamed	Further if F[<] is decidable, does it imply that F[<, MOD] is also decidable?	Decidability of definability with modular predicates	
TCS-4637	renamed	Does Planar Steiner Tree admit a subexponential-time algorithm with respect to the number of terminals in the instance?	Subexponential Planar Steiner Tree by terminal count	
TCS-4640	renamed	The problem: does the sequence beginning with x0 reach a given value y?	Reachability in piecewise-affine integer dynamics	
TCS-4647	renamed	Another question that we leave open is to prove lower bounds on the degree for - approximating polynomials for depth 2 AC0 [⊕] circuits.	Approximate-degree lower bounds for depth-two AC⁰[⊕]	
TCS-4655	renamed	Furthermore, it remains open whether one can find a problem-independent regret bound that√does not depend on 1/∆i – a quantity that can be arbitrarily small.	Gap-independent Thompson-sampling regret	
TCS-4659	renamed	Notice that it is still unknown whether the determinacy of Wadge games W (L(A), L(B)), where A and B are Muller tree automata (reading infinite […]	Determinacy of Wadge games for Muller tree languages	
TCS-4661	renamed	Then we conjecture that the following two inequalities always hold:     Yk Yk Ewo  Aij  ≤ Ewr  Aij  […]	Recht–Ré conjecture	
TCS-4664	renamed	Can we extend the D(Bipartite Matchingn ) ≤ O(n3/2 log n) bound to general graphs?	Subquadratic deterministic communication for general matching	
TCS-4666	renamed	Do lower bounds similar to ours hold for any sufficiently large feasible set S?	Smoothed Pareto lower bounds for arbitrary feasible sets	
TCS-4671	renamed	Is it possible to close this gap, maybe even in terms of a purely algorithmic analog of Valiant and Vazirani’s result?	Decision versus approximate-counting complexity of k-SAT	
TCS-4672	renamed	How large can P BI(H) be when H is a class of functions from a domain X to a range Y of cardinality k?	Price of bandit information in multiclass learning	
TCS-4673	renamed	The following question remains open: is there a language recognized by a collapsible deterministic higher order pushdown automaton which is not recognized by any deterministic […]	Collapsible versus noncollapsible higher-order pushdown automata	
TCS-4677	renamed	Therefore, one can ask: is it decidable if an orbit finite automaton recognizes a language that can be defined in first-order logic?	Deciding first-order definability of orbit-finite automata	
TCS-4679	renamed	However, we leave open the question of whether strong balance is equivalent to graph isomorphism or whether more efficient algorithms exist.	Strong balance versus graph isomorphism	
TCS-4695	renamed	By the celebrated result of Robertson and Seymour, every p-F-Deletion problem is FPT and our work naturally leads to the following question: does every p-F-Deletion […]	Parameterized complexity of forbidden-minor deletion	
TCS-4696	renamed	Quantum Merkle Trees — Open Problem 2	Succinct quantum arguments from Quantum Merkle trees	
TCS-4703	renamed	Streaming Zero-Knowledge Proofs — Open problem 2	Sublinear-communication streaming zero knowledge	
TCS-4707	renamed	Quantum channel coding: Approximation algorithms and strong converse exponents — Unresolved-question passage on page 28	Error exponents for entanglement-assisted channel coding	
TCS-4710	renamed	Certificate Games — Open Problem 1	Separations between certificate-game complexities	
TCS-4712	renamed	Single-qubit gate teleportation provides a quantum advantage — Unresolved-question passage on page 31	One-dimensional quantum advantage beyond NC⁰	
TCS-4715	renamed	Succinct Arguments for QMA from Standard Assumptions via Compiled Nonlocal Games — Explicit open question on PDF page 3	Succinct entangled proofs with efficient provers	
TCS-4716	renamed	Bounded Indistinguishability for Simple Sources — Open Question 3	AC⁰-distinguishable locally indistinguishable NC⁰ sources	
TCS-4718	renamed	Low-Stabilizer-Complexity Quantum States Are Not Pseudorandom — Question 27	T-gate complexity of pseudorandom quantum states	
TCS-4734	renamed	Derandomised Tensor Product Gap Amplification for Quantum Hamiltonians — Explicit open question on PDF page 4	Locality-preserving quantum gap amplification	
TCS-4737	renamed	Towards a Universal Gateset for QMA1 — Explicit open question on PDF page 2	QMA versus QMA₁	
TCS-4746	renamed	Enumerating Error Bounded Polytime Algorithms Through Arithmetical Theories — Explicit open question on PDF page 2	Effective enumeration of BPP	
TCS-4753	renamed	Quantum Space, Ground Space Traversal, and How to Embed Multi-Prover Interactive Proofs into Unentanglement — Explicit open question on PDF page 12	QMA(2) versus NEXP	
TCS-4754	renamed	A Relativization Perspective on Meta-Complexity — Question 12	Zero knowledge for gap meta-complexity problems	
TCS-4763	renamed	Parallel (1+e)-Approximate Multi-Commodity Min-Cost Flow in Almost Optimal Depth and Work — Open Problem 1	Work-efficient parallel approximate flow	
TCS-4769	renamed	Sensitivity and Query Complexity Under Uncertainty — Unresolved-question passage on page 16	Query-complexity separations under uncertainty	
TCS-4771	renamed	Nondeterministic and Randomized Boolean Hierarchies in Communication Complexity — Explicit open question on PDF page 2	Two-sided versus one-sided randomized communication	
TCS-4778	renamed	A Qubit, a Coin, and an Advice String Walk into a Relational Problem — Unresolved-question passage on page 21	Derandomizing amplified relational computation	
TCS-4786	renamed	Synergy Between Circuit Obfuscation and Circuit Minimization — Explicit open question on PDF page 3	Complexity of Minimum Circuit Size	
TCS-4789	renamed	Quantum Generalizations of the Polynomial Hierarchy with Applications to QMA(2) — Explicit open question on PDF page 6	Collapse of the quantum-classical polynomial hierarchy	
TCS-4790	renamed	Subset Sum Quantumly in 1.17^n — Explicit open question on PDF page 2	Classical worst-case complexity of Subset Sum	
TCS-4792	renamed	Sample Compression Scheme Reductions — Open Problem 5	Multiclass sample compression from binary compression	
TCS-4802	renamed	Binary Codes with Resilience Beyond 1/4 via Interaction — Explicit open question on PDF page 1	Noise tolerance of binary interactive codes	
TCS-4803	renamed	Limits on the Power of Private Constrained PRFs — Explicit open question on PDF page 3	Key agreement from private constrained PRFs	
TCS-4811	renamed	How Hard Is Deciding Trivial Versus Nontrivial in the Dihedral Coset Problem? — Explicit open question on PDF page 2	Dihedral coset problem versus Subset Sum	
TCS-4823	renamed	Good Locally Testable Codes with Small Alphabet and Small Query Size — Explicit open question on PDF page 3	Query reduction for good locally testable codes	
TCS-4835	renamed	A Complete Characterization of Unitary Quantum Space — Unresolved-question passage on page 12	Characterizing nonunitary quantum space	
TCS-4867	renamed	Efficient Compression in Semigroups — Question 38	AC⁰ classification of semigroup membership	
TCS-4869	renamed	Listing 4-Cycles — Open Question 18	Fine-grained reductions from 4-cycles to triangles	
TCS-4876	renamed	Sharp Thresholds for the Overlap Gap Property: Ising p-Spin Glass and Random k-SAT — Explicit open question on PDF page 4	Algorithmic threshold for random k-SAT	
TCS-4882	renamed	Quantum 2-SAT on Low Dimensional Systems Is QMAsubscript{1}-Complete: Direct Embeddings and Black-Box Simulation — Explicit open question on PDF page 1	Complexity classification of low-dimensional quantum 2-SAT	
TCS-4894	renamed	Parity vs. AC0 with Simple Quantum Preprocessing — Explicit open question on PDF page 3	Parity versus AC⁰ with shallow quantum preprocessing	
TCS-4895	renamed	Certification with an NP Oracle — Open Problem 2	Hardness of computing certificate complexity	
TCS-4908	renamed	Random Max-CSPs Inherit Algorithmic Hardness from Spin Glasses — Unresolved-question passage on page 23	Classifying the overlap gap property in spin glasses	
TCS-4927	renamed	The Classification of Reversible Bit Operations — Explicit open question on PDF page 2	Classification of quantum gate sets	
TCS-4949	renamed	Open Problem: Tensor Decompositions: Algorithms up to the Uniqueness Threshold? — Open Problem 4	Tensor decomposition at Kruskal’s uniqueness threshold	
TCS-4950	renamed	Towards Separating Computational and Statistical Differential Privacy — Unresolved-question passage on page 20	Plain versus public-coin differing-inputs obfuscation	
TCS-4952	renamed	Quantum Versus Randomized Communication Complexity, with Efficient Players — Explicit open question on PDF page 2	Quantum–classical communication gaps for total functions	
TCS-4954	renamed	The Power of One Clean Qubit in Communication Complexity — Conjecture 25	Communication advantage with one clean qubit	
TCS-4960	renamed	Theoretical Limitations of Multi-Layer Transformer — Open Question 2	Polynomial depth lower bounds for Transformers	
TCS-4961	renamed	Range Avoidance and Remote Point: New Algorithms and Hardness — Open Problem 1	Range avoidance for bounded-locality circuits	
TCS-4968	renamed	A Complete Linear Programming Hierarchy for Linear Codes — Unresolved-question passage on page 21	Linear versus nonlinear code parameters	
TCS-4972	renamed	Backdoor Defense, Learnability and Obfuscation — Unresolved-question passage on page 13	Learning decision trees from uniform examples	
TCS-4974	renamed	Detecting and Correcting Computationally Bounded Errors: A Simple Construction Under Minimal Assumptions — Explicit open question on PDF page 6	Optimal binary codes against computationally bounded errors	
TCS-4977	renamed	Quantum Polynomial Hierarchies: Karp-Lipton, Error Reduction, and Lower Bounds — Explicit open question on PDF page 3	Classical-witness versus quantum-witness hierarchies	
TCS-4982	renamed	Learning Algorithms Versus Automatability of Frege Systems — Explicit open question on PDF page 2	Frege automatability versus learning	
TCS-4983	renamed	Randomized k-Server in Polynomial Time — Explicit open question on PDF page 4	Sublinear competitive ratio for randomized k-server	
TCS-4988	renamed	An Oracle with no UP-Complete Sets, but NP = PSPACE — Explicit open question on PDF page 3	Existence of TFNP-complete problems	
TCS-4991	renamed	Universality of EPR Pairs in Entanglement-Assisted Communication Complexity, and the Communication Cost of State Conversion — Explicit open question on PDF page 2	Reducing shared entanglement in communication protocols	
TCS-4992	renamed	Bounding Quantum-Classical Separations for Classes of Nonlocal Games — Explicit open question on PDF page 3	Constant entangled bias with vanishing classical bias	
TCS-4995	renamed	The Quest for Faster Join Algorithms (Invited Talk) — Unresolved-question passage on page 10	Entropic width versus submodular width	
TCS-4997	renamed	Optimal Non-Adaptive Cell Probe Dictionaries and Hashing — Explicit open question on PDF page 4	Explicit optimal nonadaptive dictionaries	
TCS-5004	renamed	Regret Bounds for Robust Online Decision Making — Explicit open question on PDF page 4	Polynomial-time robust online decision making	
TCS-5005	renamed	Gradient Methods with Online Scaling — Explicit open question on PDF page 2	Optimal adaptive scaling for gradient descent	
TCS-5010	renamed	Optimal Coding for Randomized Kolmogorov Complexity and Its Applications — Unresolved-question passage on page 6	Unconditional coding theorem for randomized Kolmogorov complexity	
TCS-5011	renamed	Algorithms and Barriers in the Symmetric Binary Perceptron Model — Conjecture 1	Algorithmic threshold for the symmetric binary perceptron	
TCS-5013	renamed	Exponential Correlated Randomness Is Necessary in Communication-Optimal Perfectly Secure Two-Party Computation — Explicit open question on PDF page 2	Sublinear-communication secure computation with polynomial setup	
TCS-5015	renamed	On the Computational Hardness Needed for Quantum Cryptography — Explicit open question on PDF page 1	Foundations of quantum cryptography from EFI pairs	
TCS-5017	renamed	Learning with Monotone Adversarial Corruptions — Open Question 1	Learning with monotone adversarial corruptions	
TCS-5021	renamed	The Quantum Approximate Optimization Algorithm at High Depth for MaxCut on Large-Girth Regular Graphs and the Sherrington-Kirkpatrick Model — Explicit open question on PDF page 3	Asymptotic optimality of QAOA for random regular Max-Cut	
TCS-5025	renamed	Substring Complexity in Sublinear Space — Explicit open question on PDF page 3	Time–space tradeoffs for longest common substring	
TCS-5030	renamed	A Decomposition Approach to the Weighted k-Server Problem — Explicit open question on PDF page 3	Competitive ratio of weighted k-server	
TCS-5031	renamed	The Dimension of Self-Directed Learning — Unresolved-question passage on page 16	Littlestone-dimension regret bounds for unrestricted classes	
TCS-5034	renamed	Dimension Reduction for Polynomials over Gaussian Space and Applications — Explicit open question on PDF page 10	Computability of graph Shannon capacity	
TCS-5045	renamed	Limitations of Local Quantum Algorithms on Random MAX-k-XOR and Beyond — Unresolved-question passage on page 17	Overlap gap classification for random CSP predicates	
TCS-5047	renamed	Quantum Time-Space Tradeoff for Finding Multiple Collision Pairs — Explicit open question on PDF page 3	Quantum time–space lower bounds for multiple collisions	
TCS-5060	renamed	Learning to Control Linear Systems can be Hard — Explicit open question on PDF page 9	Hardness of learning linear control with full-rank noise	
TCS-5061	renamed	On characterizations of learnability with computable learners — Explicit open question on PDF page 6	Computable PAC learning versus effective sample bounds	
TCS-5077	renamed	A Parallel Repetition Theorem for All Entangled Games — Explicit open question on PDF page 3	Parallel repetition of entangled games	
TCS-5079	renamed	Pointer Quantum PCPs and Multi-Prover Games — Explicit open question on PDF page 3	Pointer quantum PCP conjecture	
TCS-5085	renamed	Unbounded-Width CSPs Are Untestable in a Sublinear Number of Queries — Question 13	Query complexity of Max-CSP testing	
TCS-5086	renamed	Query Languages for Machine-Learning Models (Invited Talk) — Unresolved-question passage on page 16	A logic capturing invariant polynomial-time neural-network queries	
TCS-5087	renamed	Adversarially Robust Low Dimensional Representations — Explicit open question on PDF page 7	Polynomial-time robust spectral estimation	
TCS-5088	renamed	Learning Intersections of Two Margin Halfspaces under Factorizable Distributions — Explicit open question on PDF page 5	Learning halfspace intersections under factorizable distributions	
TCS-5090	renamed	On the Structure of Learnability Beyond P/Poly — Explicit open question on PDF page 4	One-way functions from hardness of learning P/poly	
TCS-5100	renamed	Shadows of Newton Polytopes — Open Problem 3	Robust monotone-circuit lower bounds from Newton polytopes	
TCS-5103	renamed	The Diameter of Caterpillar Associahedra — Explicit open question on PDF page 3	Optimal static search trees on trees	
TCS-5106	renamed	A Simple Protocol for Verifiable Delegation of Quantum Computation in One Round — Explicit open question on PDF page 4	One-round blind verifiable quantum computation	
TCS-5108	renamed	When Is Amplification Necessary for Composition in Randomized Query Complexity? — Unresolved-question passage on page 13	Amplification cost in randomized query composition	
TCS-5114	renamed	Representations of Monotone Boolean Functions by Linear Programs — Explicit open question on PDF page 7	Lovász–Schrijver versus cutting planes	
TCS-5118	renamed	Majority-of-Three: The Simplest Optimal Learner? — Explicit open question on PDF page 4	Optimality of Majority-of-Three learning	
TCS-5119	renamed	Information Theoretic Optimal Learning of Gaussian Graphical Models — Explicit open question on PDF page 1	Sample-optimal Gaussian graphical model learning in polynomial time	
TCS-5126	renamed	A Tight Lower Bound for Online Service with Deadlines and Lazy Server — Unresolved-question passage on page 14	Superconstant lower bounds for online service with deadlines	
TCS-5127	renamed	The Impossibility of Approximate Agreement on a Larger Class of Graphs — Explicit open question on PDF page 2	Wait-free solvability of graph approximate agreement	
TCS-5133	renamed	Strong Hanani-Tutte for the Torus — Conjecture 18	Embedding graphs with independently noncrossing drawings	
TCS-5136	renamed	Quantum Distinguishing Complexity, Zero-Error Algorithms, and Statistical Zero Knowledge — Explicit open question on PDF page 4	Quantum distinguishing complexity versus approximate degree	
TCS-5149	renamed	String Matching: Communication, Circuits, and Learning — Explicit open question on PDF page 4	Threshold-circuit complexity of string matching	
TCS-5153	renamed	VC Classes are Adversarially Robustly Learnable, but Only Improperly — Explicit open question on PDF page 10	Characterizing adversarially robust PAC learnability	
TCS-5158	renamed	Permutation Strikes Back: The Power of Recourse in Online Metric Matching — Explicit open question on PDF page 2	Constant-competitive online matching on the line	
TCS-5170	renamed	Another Subexponential-time Quantum Algorithm for the Dihedral Hidden Subgroup Problem — Explicit open question on PDF page 5	Using output labels in dihedral hidden subgroup algorithms	
TCS-5173	renamed	Deterministic Factorization of Constant-Depth Algebraic Circuits in Subexponential Time — Explicit open question on PDF page 3	Factor closure of constant-depth arithmetic circuits	
TCS-5180	renamed	Improved Inapproximability of VC Dimension and Littlestone’s Dimension via (Unbalanced) Biclique — Explicit open question on PDF page 2	Approximating VC and Littlestone dimensions	
TCS-5182	renamed	Online Sorting and Online TSP: Randomized, Stochastic, and High-Dimensional — Unresolved-question passage on page 14	Square-root competitive ratio for online metric tours	
TCS-5186	renamed	Adversarial Online Multi-Task Reinforcement Learning — Explicit open question on PDF page 8	Unrestricted regret lower bounds for multi-task reinforcement learning	
TCS-5189	renamed	The Hardness of Decision Tree Complexity — Unresolved-question passage on page 12	Approximating decision-tree complexity	
TCS-5202	renamed	Quantum-Proof Multi-Source Randomness Extractors in the Markov Model — Explicit open question on PDF page 2	Quantum security of general seeded extractors	
TCS-5209	renamed	Deterministic Partially Dynamic Single Source Shortest Paths in Weighted Graphs — Explicit open question on PDF page 2	Deterministic partially dynamic weighted shortest paths	
TCS-5210	renamed	Strongly Sublinear Algorithms for Testing Pattern Freeness — Explicit open question on PDF page 5	Polylogarithmic-query pattern-freeness testing	
TCS-5215	renamed	Reliably Learning the ReLU in Polynomial Time — Explicit open question on PDF page 2	Accuracy threshold for agnostic ReLU learning	
TCS-5221	renamed	An Improved Lower Bound for Matroid Intersection Prophet Inequalities — Unresolved-question passage on page 17	Sublinear-in-q prophet inequalities for q-matroid intersection	
TCS-5235	renamed	APMF < APSP? Gomory-Hu Tree for Unweighted Graphs in Almost-Quadratic Time — Open Question 1	Subcubic weighted Gomory–Hu trees	
TCS-5236	renamed	Necessary Conditions in Multi-Server Differential Privacy — Explicit open question on PDF page 5	Noninteractive private parity learning in the multiserver model	
TCS-5240	renamed	Algebraic Hardness Versus Randomness in Low Characteristic — Explicit open question on PDF page 8	Transferring arithmetic hardness to constantly many variables	
TCS-5246	renamed	Fractional Homomorphism, Weisfeiler-Leman Invariance, and the Sherali-Adams Hierarchy for the Constraint Satisfaction Problem — Explicit open question on PDF page 1	Graph isomorphism in polynomial time	
TCS-5247	renamed	Learning Multinomial Logits in O(n log n) Time — Explicit open question on PDF page 1	Query complexity of learning multinomial logits	
TCS-5252	renamed	Tight Bounds for Bandit Combinatorial Optimization — Unresolved-question passage on page 12	Action-set-dependent regret in bandit combinatorial optimization	
TCS-5253	renamed	On the Composition of Randomized Query Complexity and Approximate Degree — Unresolved-question passage on page 16	Noisy query complexity versus GapMaj composition	
TCS-5260	renamed	Fourier and Circulant Matrices Are Not Rigid — Explicit open question on PDF page 2	Explicit rigid matrices over low-degree number fields	
TCS-5265	renamed	Revisiting Diameter in Directed Graphs — Open Problem 2	Reducing directed reachability diameter to DAGs	
TCS-5268	renamed	Multivariate to Bivariate Reduction for Noncommutative Polynomial Factorization — Explicit open question on PDF page 2	Polynomial-time recognition of division algebras	
TCS-5270	renamed	Lempel-Ziv Factorization May Be Harder Than Computing All Runs — Explicit open question on PDF page 11	Linear-time run enumeration over ordered alphabets	
TCS-5272	renamed	Majority is Incompressible by AC^0[p] Circuits — Explicit open question on PDF page 6	Multiparty Clique lower bounds in compression games	
TCS-5275	renamed	On the Power and Limitations of Branch and Cut — Unresolved-question passage on page 26	Supercritical proof size–depth tradeoffs	
TCS-5287	renamed	Hardness vs Randomness for Bounded Depth Arithmetic Circuits — Explicit open question on PDF page 3	Arithmetic formula hardness versus identity testing	
TCS-5288	renamed	Entropy Lower Bounds for Dictionary Compression — Unresolved-question passage on page 13	Entropy-optimal grammar compression	
TCS-5292	renamed	Recursive Jump Operators and Optimal Proof Systems — Explicit open question on PDF page 3	Existence of optimal proof systems	
TCS-5304	renamed	Towards Stronger Counterexamples to the Log-Approximate-Rank Conjecture — Unresolved-question passage on page 15	Randomized parity decision trees versus approximate sparsity	
TCS-5312	renamed	Simple Circuit Extensions for XOR in PTIME — Explicit open question on PDF page 2	NP-hardness of Minimum Circuit Size	
TCS-5314	renamed	An Improved Version of Hmelevskii’s Theorem on Three-Variable Word Equations — Explicit open question on PDF page 1	Word-equation satisfiability in NP	
TCS-5315	renamed	Forrelation Is Extremally Hard — Conjecture 8	Randomized query complexity of extremal low-degree Forrelation	
TCS-5317	renamed	Hardness of the Binary Covering Radius Problem in Large l_p Norms — Explicit open question on PDF page 7	NP-hardness of Euclidean covering radius	
TCS-5326	renamed	Multi-Party Protocols, Information Complexity and Privacy — Explicit open question on PDF page 2	Communication compression to information cost	
TCS-5328	renamed	Complete Problems for Multi-Pseudodeterministic Computations — Explicit open question on PDF page 2	Pseudodeterminism for multi-pseudodeterministic computations	
TCS-5329	renamed	New Lower Bounds Against Homogeneous Non-Commutative Circuits — Open Problem 1	Superlinear bivariate noncommutative circuit lower bounds	
TCS-5330	renamed	Deterministic (2/3 - ε)-Approximation of Matroid Intersection Using Nearly-Linear Independence-Oracle Queries — Explicit open question on PDF page 2	Near-linear-query approximation schemes for matroid intersection	
TCS-5332	renamed	Proof Complexity and Its Relations to SAT Solving (Invited Talk) — Explicit open question on PDF page 1	Complexity of resolution automatability	
TCS-5333	renamed	The Space Complexity of Cutting Planes Refutations — Unresolved-question passage on page 14	Linear-space Cutting Planes refutations	
TCS-5334	renamed	Learning and Testing Latent-Tree Ising Models Efficiently — Explicit open question on PDF page 6	Efficient learning of latent-tree Ising models	
TCS-5341	renamed	Errorless Versus Error-Prone Average-Case Complexity — Explicit open question on PDF page 2	Pseudorandom generators from hitting-set generators	
TCS-5342	renamed	Direct Sums for Parity Decision Trees — Explicit open question on PDF page 4	Perfect direct sums for parity decision trees	
TCS-5349	renamed	Online Learning with Low Rank Experts — Open Problem 2	Dimension-free regret for bounded-max-norm experts	
TCS-5358	retained	Polynomial-time distribution-free PAC learning of DNF	Polynomial-time distribution-free PAC learning of DNF	
TCS-5374	renamed	Exact and Approximate Pattern Counting in Degenerate Graphs: New Algorithms, Hardness Results, and Complexity Dichotomies — Open Problem 1	Degeneracy-sensitive classification of homomorphism counting	
TCS-5382	renamed	An Exponential Lower Bound for Spectral Density Estimation on Unweighted Graphs — Explicit open question on PDF page 3	Random-neighbor lower bounds for spectral density estimation	
TCS-5395	renamed	Downward Self-Reducibility in TFNP — Unresolved-question passage on page 15	Downward self-reducibility of integer factoring	
TCS-5397	renamed	New Sampling Lower Bounds via the Separator — Explicit open question on PDF page 4	Sampling the Rank distribution in AC⁰	
TCS-5399	renamed	Tree Polymatrix Games Are PPAD-Hard — Explicit open question on PDF page 2	Complexity of equilibria in tree polymatrix games	
TCS-5406	renamed	The SDP Value of Random 2CSPs — Explicit open question on PDF page 2	Optimization and certification in sparse random CSPs	
TCS-5407	renamed	On Maximizing Sums of Non-Monotone Submodular and Linear Functions — Explicit open question on PDF page 2	Optimal approximation for submodular maximization over a matroid	
TCS-5410	renamed	Strong Linearizability Without Compare&Swap: The Case of Bags — Explicit open question on PDF page 5	Wait-free queues from interfering objects	
TCS-5413	renamed	The Power of Small Symmetries — Explicit open question on PDF page 1	Superpolynomial lower bounds for resolution with dynamic symmetries	
TCS-5420	renamed	Is It Easier to Count Communities Than Find Them? — Explicit open question on PDF page 4	Testing versus recovery in community detection	
TCS-5422	renamed	Superlinear Lower Bounds Based on ETH — Explicit open question on PDF page 3	Consequences of linear-time Orthogonal Vectors	
TCS-5425	renamed	Parallel and Distributed Algorithms for the Housing Allocation Problem — Explicit open question on PDF page 8	Housing allocation in NC	
TCS-5426	renamed	Testing Distributions of Huge Objects — Open Problem 1.7	Testing invariant properties of huge-object distributions	
TCS-5427	renamed	New Characterizations in Turnstile Streams with Applications — Explicit open question on PDF page 2	Characterizing multipass turnstile streaming	
TCS-5432	renamed	A Lower Bound on Determinantal Complexity — Explicit open question on PDF page 3	Determinantal versus regular determinantal complexity	
TCS-5434	renamed	Agnostic Membership Query Learning with Nontrivial Savings: New Results and Techniques — Explicit open question on PDF page 6	Nontrivial agnostic membership-query learning of ACC⁰	
TCS-5442	renamed	A Logarithmic Integrality Gap for Generalizations of Quasi-Bipartite Instances of Directed Steiner Tree — Explicit open question on PDF page 3	Steiner Tree bidirected-cut integrality gap below two	
TCS-5443	renamed	Mixtures of Gaussians are Privately Learnable with a Polynomial Number of Samples — Explicit open question on PDF page 6	Polynomial-time learning of Gaussian mixtures	
TCS-5453	renamed	Finding Errorless Pessiland in Error-Prone Heuristica — Explicit open question on PDF page 11	Subexponential UP from average-case NP tractability	
TCS-5457	renamed	P-Time Algorithms for Typical #EO Problems — Explicit open question on PDF page 3	Dichotomy for complex-weighted Eulerian orientations	
TCS-5473	renamed	Distributed Computation with Local Advice — Explicit open question on PDF page 7	Unconditional local-advice lower bounds	
TCS-5478	renamed	Reaching Goals is Hard: Settling the Sample Complexity of the Stochastic Shortest Path — Explicit open question on PDF page 13	Sample complexity of stochastic shortest paths	
TCS-5490	renamed	The Tandem Duplication Distance Is NP-Hard — Explicit open question on PDF page 4	Tandem-duplication reachability	
TCS-5492	renamed	Distinguishing, Predicting, and Certifying: On the Long Reach of Partial Notions of Pseudorandomness — Explicit open question on PDF page 10	Space-efficient search-to-decision reductions for pseudorandomness	
TCS-5494	renamed	The Complexity of Making the Gradient Small in Stochastic Convex Optimization — Explicit open question on PDF page 2	Oracle complexity of stochastic approximate stationarity	
TCS-5501	renamed	Sum-Of-Squares Lower Bounds for the Minimum Circuit Size Problem — Explicit open question on PDF page 1	NP-hardness of Minimum Circuit Size	
TCS-5514	renamed	Efficient Algorithms and Hardness Results for the Weighted k-Server Problem — Explicit open question on PDF page 2	Randomized competitiveness of weighted k-server	
TCS-5520	renamed	PosSLP and Sum of Squares — Unresolved-question passage on page 14	Unconditional hardness of PosSLP	
