id,title,category,decision,reason
TCS-5382,An Exponential Lower Bound for Spectral Density Estimation on Unweighted Graphs — Explicit open question on PDF page 3,Learning theory,retained,Not selected for removal in this pass.
TCS-5384,Nearly Linear-Time User-Level DP-SCO with Optimal Rates — Unresolved-question passage on page 13,Learning theory,retained,Not selected for removal in this pass.
TCS-5442,A Logarithmic Integrality Gap for Generalizations of Quasi-Bipartite Instances of Directed Steiner Tree — Explicit open question on PDF page 3,Learning theory,retained,Not selected for removal in this pass.
TCS-5443,Mixtures of Gaussians are Privately Learnable with a Polynomial Number of Samples — Explicit open question on PDF page 6,Learning theory,retained,Not selected for removal in this pass.
TCS-5478,Reaching Goals is Hard: Settling the Sample Complexity of the Stochastic Shortest Path — Explicit open question on PDF page 13,Learning theory,retained,Not selected for removal in this pass.
TCS-5510,"Iterated Vector Fields and Conservatism, with Applications to Federated Learning — Explicit open question on PDF page 6",Learning theory,quarantined,"Charakterizace speciálních vektorových polí je pomocná analytická otázka motivovaná federovaným učením, nikoli hlavní learning bariéra."
TCS-5511,A Theory of PAC Learnability of Partial Concept Classes — Unresolved-question passage on page 9,Learning theory,retained,Not selected for removal in this pass.
TCS-5531,Open Problem: How fast can a multiclass test set be overfit? — Open Problem 2.1,Learning theory,quarantined,Stejnou otázku již obsahuje TCS-0681; druhý záznam stejného COLT problému pouze opakuje jeho formulaci.
TCS-5545,Open Problem: Are all VC-classes CPAC learnable? — Unresolved-question passage on page 4,Learning theory,quarantined,"Zkoumá konkrétní navržený svědek. Hlavní otázku existence nenaučitelné konečně-VC třídy ponechává TCS-3113, takže kandidáta nepočítám zvlášť."
TCS-5547,Open Problem: Structure-Agnostic Minimax Risk for Partial Linear Model — Explicit open question on PDF page 1,Learning theory,quarantined,Jde o další import stejného problému jako TCS-0669; nepřidává odlišnou statistickou otázku.
TCS-5548,Breaking O(nr) for Matroid Intersection — Explicit open question on PDF page 3,Learning theory,retained,Not selected for removal in this pass.
TCS-5610,Near-optimal fitting of ellipsoids to random points — Explicit open question on PDF page 8,Learning theory,retained,Not selected for removal in this pass.
TCS-5688,A Variant of the VC-Dimension with Applications to Depth-3 Circuits — Unresolved-question passage on page 17,Learning theory,retained,Not selected for removal in this pass.
TCS-5710,When can we rank well from comparisons of O(n\log(n)) non-actively chosen pairs? — Explicit open question on PDF page 12,Learning theory,retained,Not selected for removal in this pass.
TCS-5788,A Combinatorial Approach to Robust PCA — Unresolved-question passage on page 20,Learning theory,quarantined,Ptá se na úspěch jednoho konkrétního algoritmu v nastaveních článku; obecná robustní nízkohodnostní rekonstrukce má přednost.
TCS-5956,Recovering Structured Probability Matrices — Explicit open question on PDF page 1,Learning theory,quarantined,"Bez určení struktury matice a cílové meze je to obecný návrh výzkumného směru, nikoli jedna zásadní otázka."
TCS-6829,Characterize when cross-validation reliably estimates generalization error beyond the established special cases.,Learning theory,retained,Not selected for removal in this pass.
TCS-6830,Does realizable multiclass sample complexity depend on Natarajan dimension without a label-count factor?,Learning theory,retained,Not selected for removal in this pass.
TCS-6831,Does every finite-VC-dimension class admit a finite-size sample-compression scheme?,Learning theory,quarantined,Ponechaný TCS-6541 formuluje silný lineární kompresní cíl; tento slabší zastřešující záznam nepočítám jako další hlavní kompresní problém.
TCS-7151,Explain rapid local or global convergence of neural-network optimization using realistic input structure.,Learning theory,quarantined,"Význam tématu je zásadní, ale vysvětlení rychlosti bez pevného modelu dat, algoritmu a meze nemá jedno kritérium vyřešení."
TCS-7152,"Explain why overparameterized networks generalize, accounting for both data and training algorithms.",Learning theory,quarantined,"Nejde o jednu domněnku: chybí třída distribucí, trénovací pravidlo a požadovaná generalizační záruka. Do atlasu patří konkrétní bariéry tohoto programu."
TCS-6545,Do one-way functions imply public-key encryption in the standard model?,Cryptography,retained,Not selected for removal in this pass.
TCS-0022,Does P≠NP imply the existence of one-way functions?,Cryptography,retained,Not selected for removal in this pass.
TCS-6549,Does public-key encryption imply oblivious transfer?,Cryptography,retained,Not selected for removal in this pass.
TCS-6550,Does ordinary polynomial-hard LWE suffice for circuit obfuscation?,Cryptography,retained,Not selected for removal in this pass.
TCS-6547,Collision-resistant hashing from one-way functions,Cryptography,retained,Not selected for removal in this pass.
TCS-6546,One-way permutations from one-way functions,Cryptography,retained,Not selected for removal in this pass.
TCS-6548,Chosen-ciphertext security from ordinary public-key encryption,Cryptography,retained,Not selected for removal in this pass.
TCS-6551,Unleveled FHE without circular-security assumptions,Cryptography,retained,Not selected for removal in this pass.
TCS-6552,Non-interactive zero knowledge from one-way functions,Cryptography,retained,Not selected for removal in this pass.
TCS-0465,Smaller shares for general secret sharing,Cryptography,retained,Not selected for removal in this pass.
TCS-6454,Does worst-case Nearest Codeword hardness imply low-noise LPN hardness?,Cryptography,retained,Not selected for removal in this pass.
TCS-0461,Private information retrieval problems,Cryptography,retained,Not selected for removal in this pass.
TCS-0463,Abelian-group versus field secret sharing,Cryptography,retained,Not selected for removal in this pass.
TCS-1138,Polynomial-time computationally sound NP verification of #SAT,Cryptography,retained,Not selected for removal in this pass.
TCS-0458,Improved bounds for Path ORAM,Cryptography,retained,Not selected for removal in this pass.
TCS-0460,Outsourcing ZK proof generation to an untrusted server,Cryptography,retained,Not selected for removal in this pass.
TCS-0453,Sparse matrices for LPN,Cryptography,retained,Not selected for removal in this pass.
TCS-0450,Matrix challenge (for breaking obfuscation),Cryptography,retained,Not selected for removal in this pass.
TCS-0448,Algebraic digit extraction,Cryptography,quarantined,Jde o aritmetické primitivum pro konkrétní kryptografické implementace; záznam nevymezuje obecnou existenční nebo bezpečnostní bariéru.
TCS-0449,Amplifier polynomials for FHE,Cryptography,quarantined,Hledání vhodných polynomů optimalizuje vnitřní součást homomorfního šifrování; základní předpoklady a možnosti FHE mají přednost.
TCS-0451,Parallelizing blind rotation,Cryptography,quarantined,"Paralelizace jedné bootstrappingové operace je důležitá pro výkon, ale je implementačním cílem uvnitř existujícího kryptosystému."
TCS-0457,Fast polynomial multiplication and decomposition,Cryptography,quarantined,Dvojice obecných aritmetických optimalizací bez cílové meze nevymezuje samostatnou hlavní kryptografickou otázku.
TCS-0464,Information leakage in distributed OR,Cryptography,retained,Not selected for removal in this pass.
TCS-1170,"Prove that for any p ∈ [1, 2], there exists a constant γ > 1 such that assuming ETH there are no sub-exponential time algorithms […]",Cryptography,retained,Not selected for removal in this pass.
TCS-1399,"Can seeded extractors, condensers, or related pseudorandomness objects be lifted to transformations that increase polynomial-time dimension for typical outputs of efficiently samplable infinite sources?",Cryptography,retained,Not selected for removal in this pass.
TCS-1437,What other unclonable cryptography primitives can be instantiated in MicroCrypt?,Cryptography,quarantined,Ptá se na další primitiva v jednom prostředí bez konkrétního cílového primitiva; jde o rozšiřování repertoáru konstrukcí.
TCS-1573,"Lastly, of course, the NP-hardness of improper learning for P/poly remains open.",Cryptography,retained,Not selected for removal in this pass.
TCS-1643,"Assuming OWF, there is a polynomially evaluatable representation class n over {0, 1} that is efficiently defendable but not efficiently PAC learnable.",Cryptography,retained,Not selected for removal in this pass.
TCS-1727,"The obvious question we leave open is if there is a polynomial time algorithm to sample non degenerate interior format tensors, even when restricted to […]",Cryptography,quarantined,Zajišťuje konkrétní vlastnost klíčů jednoho tensorového kryptosystému; obecná tvrdost tensorové izomorfie má větší dosah.
TCS-1877,"We leave as an intriguing open problem the question of whether white-box learning of polynomial, or even logarithmic-degree polynomials, also can be collapsed down to […]",Cryptography,retained,Not selected for removal in this pass.
TCS-1929,Are there SIPs with statistical (or even perfect) zero-knowledge?,Cryptography,retained,Not selected for removal in this pass.
TCS-2008,Is the amalgamation meta-problem decidable in EXPSPACE?,Cryptography,retained,Not selected for removal in this pass.
TCS-2093,It is an open problem to give an unconditional depth hierarchy theorem that separates NDepth [a log n] from NDepth [b log n] for any […],Cryptography,retained,Not selected for removal in this pass.
TCS-2425,"Notably, it is still an open question if SZK is closed under ≤Ptt reducibility.",Cryptography,retained,Not selected for removal in this pass.
TCS-2519,Every linear SSS has this property but it remains open whether every access structure in mP admits a randomness simulatable SSS.,Cryptography,retained,Not selected for removal in this pass.
TCS-2532,Can one prove circuit lower bounds from the assumption that a (uniform) computationally-secure IO exists?,Cryptography,retained,Not selected for removal in this pass.
TCS-2680,"For every oracle O, if DistNPO ⊆ HeurPO , then UPO ⊆ BPTIMEO [2O(n/ log n) ].",Cryptography,retained,Not selected for removal in this pass.
TCS-2731,"Thus, the optimality of Stam’s bound remains open for an arbitrary domain hash.",Cryptography,retained,Not selected for removal in this pass.
TCS-2776,We leave it as an intriguing open problem to determine whether the “standard” conditional time-bounded Kolmogorov complexity (where interpreting a program as a Turing machine) […],Cryptography,retained,Not selected for removal in this pass.
TCS-2809,It remains an open problem to find a similar transform (with the same properties) starting with any 2-round OT protocol satisfying only privacy against semi-honest […],Cryptography,retained,Not selected for removal in this pass.
TCS-2813,Improving the gap in Theorem 19 requires proving better lower-bounds of ω(n2 / log n) for secret sharing schemes – a task that remains open […],Cryptography,retained,Not selected for removal in this pass.
TCS-3004,"Design IT-secure, locally computable extractor Ext for the sound implementation of the basic delegation architecture.",Cryptography,quarantined,Extraktor je pomocnou komponentou konkrétního návrhu delegace; vyřešení by primárně dokončilo tuto konstrukční cestu.
TCS-3025,"Indeed, it is an open problem whether the existence of exponentially-hard weak one-way functions is equivalent to the existence of exponentially-hard strong one-way functions [31].",Cryptography,retained,Not selected for removal in this pass.
TCS-3515,Can we now securely evaluate the function f while preserving the efficiency relative to the insecure protocol Π?,Cryptography,retained,Not selected for removal in this pass.
TCS-3556,"We note, however, that since (even publicly-verifiable) PoSW satisfying weaker notions of sequentiality (e.g., σ = T /2) are known to exist in the ROM […]",Cryptography,retained,Not selected for removal in this pass.
TCS-3685,"We conjecture that getting a much better agreement with Mn , say 1/2 + 1/ poly(n), or even 2 1/2 + 2−o(log n) , requires […]",Cryptography,retained,Not selected for removal in this pass.
TCS-3808,The foregoing motivates the problem of testing linearity of non-signaling functions with low error: how do we ensure that F̂ is sufficiently close to a […],Cryptography,retained,Not selected for removal in this pass.
TCS-3862,The question of whether search-ZK has complete problems in the computational and statistical setting remains open.,Cryptography,retained,Not selected for removal in this pass.
TCS-4039,"We leave it as an open problem to separate these two notions – i.e., find functions which have low bottleneck complexity protocols, but do not […]",Cryptography,retained,Not selected for removal in this pass.
TCS-4111,Is it possible to use indistinguishability obfuscators for proving or disproving BBH?,Cryptography,quarantined,Otázka předepisuje nástroj k řešení jiné domněnky; samotnou Black-Box Hypothesis tím není důvod počítat ještě jednou.
TCS-4703,Streaming Zero-Knowledge Proofs — Open problem 2,Cryptography,retained,Not selected for removal in this pass.
TCS-4710,Certificate Games — Open Problem 1,Cryptography,retained,Not selected for removal in this pass.
TCS-4716,Bounded Indistinguishability for Simple Sources — Open Question 3,Cryptography,retained,Not selected for removal in this pass.
TCS-4717,A New Approach to Post-Quantum Non-Malleability — Question 1,Cryptography,retained,Not selected for removal in this pass.
TCS-4723,Collusion-Resistant Constrained PRFs for Compute-&-Compare Predicates from LWE — Explicit open question on PDF page 16,Cryptography,retained,Not selected for removal in this pass.
TCS-4739,On the Enumeration of Signatures of XOR-CNF’s — Question 1,Cryptography,retained,Not selected for removal in this pass.
TCS-4754,A Relativization Perspective on Meta-Complexity — Question 12,Cryptography,retained,Not selected for removal in this pass.
TCS-4757,Shuffling Cards When You Are of Very Little Brain: Low Memory Generation of Permutations — Unresolved-question passage on page 23,Cryptography,retained,Not selected for removal in this pass.
TCS-4777,One-Wayness in Quantum Cryptography — Explicit open question on PDF page 3,Cryptography,quarantined,Stejný vztah kvantových primitiv již obsahuje TCS-1961 v kvantové kategorii; tento záznam stejného zdroje je opakování.
TCS-4786,Synergy Between Circuit Obfuscation and Circuit Minimization — Explicit open question on PDF page 3,Cryptography,retained,Not selected for removal in this pass.
TCS-4803,Limits on the Power of Private Constrained PRFs — Explicit open question on PDF page 3,Cryptography,retained,Not selected for removal in this pass.
TCS-4805,Proofs of Useful Work from Arbitrary Matrix Multiplication (Invited Talk) — Unresolved-question passage on page 13,Cryptography,quarantined,Neurčuje konkrétní užitečnou úlohu ani pevný předpoklad; jde o hledání další konstrukce aplikačního primitiva.
TCS-4824,Efficient Signature-Free Validated Agreement — Unresolved-question passage on page 18,Cryptography,retained,Not selected for removal in this pass.
TCS-4830,Kolmogorov Complexity Characterizes Statistical Zero Knowledge — Unresolved-question passage on page 16,Cryptography,quarantined,Jemné rozlišení redukcí pro jednu Kolmogorovovu množinu má menší dosah než obecné vztahy metakomplexity a kryptografie.
TCS-4840,Cohomology in Constraint Satisfaction and Structure Isomorphism — Question 14,Cryptography,quarantined,"Uložený výňatek obsahuje kvantifikátory nad signaturami a strukturami, ale chybí vlastní tvrzená vlastnost; samostatnou otázku nevymezuje."
TCS-4853,Proofs of Space with Maximal Hardness — Explicit open question on PDF page 2,Cryptography,retained,Not selected for removal in this pass.
TCS-4901,"Doubly-Affine Extractors, and Their Applications — Open Problem 1",Cryptography,quarantined,Požaduje přesný probe-overhead v současně bezstavovém a opakovaně použitelném modelu; hlavní existenční a předpokladové bariéry mají přednost.
TCS-4910,"A Hash Table Without Hash Functions, and How to Get the Most Out of Your Random Bits — Explicit open question on PDF page 6",Cryptography,quarantined,Zpřesňuje pravděpodobnost selhání jedné hashovací konstrukční otázky v konkrétním slovním režimu; obecné hashovací a kryptografické bariéry jsou širší.
TCS-4972,"Backdoor Defense, Learnability and Obfuscation — Unresolved-question passage on page 13",Cryptography,retained,Not selected for removal in this pass.
TCS-4974,Detecting and Correcting Computationally Bounded Errors: A Simple Construction Under Minimal Assumptions — Explicit open question on PDF page 6,Cryptography,retained,Not selected for removal in this pass.
TCS-4988,"An Oracle with no UP-Complete Sets, but NP = PSPACE — Explicit open question on PDF page 3",Cryptography,retained,Not selected for removal in this pass.
TCS-5013,Exponential Correlated Randomness Is Necessary in Communication-Optimal Perfectly Secure Two-Party Computation — Explicit open question on PDF page 2,Cryptography,retained,Not selected for removal in this pass.
TCS-5015,On the Computational Hardness Needed for Quantum Cryptography — Explicit open question on PDF page 1,Cryptography,retained,Not selected for removal in this pass.
TCS-5074,Barrington Plays Cards: The Complexity of Card-Based Protocols — Unresolved-question passage on page 11,Cryptography,quarantined,Separace manipulací s fyzickými kartami je specializovaný model; standardní bezpečný výpočet má pro atlas podstatně větší prioritu.
TCS-5136,"Quantum Distinguishing Complexity, Zero-Error Algorithms, and Statistical Zero Knowledge — Explicit open question on PDF page 4",Cryptography,retained,Not selected for removal in this pass.
TCS-5137,Randomness Recoverable Secret Sharing Schemes — Unresolved-question passage on page 20,Cryptography,quarantined,"Vztah dvou odvozených primitiv je motivován jednou variantou secret sharingu; hlavní vztahy PRG, OWF a veřejnoklíčové kryptografie mají přednost."
TCS-5139,Phoenix: Secure Computation in an Unstable Network with Dropouts and Comebacks — Explicit open question on PDF page 2,Cryptography,retained,Not selected for removal in this pass.
TCS-5166,Probabilistic Secret Sharing — Explicit open question on PDF page 3,Cryptography,quarantined,"Formulace pouze říká, že obecný případ není znám, ale neurčuje míru, bezpečnost ani cílovou velikost; konkrétní share-size bariéry jsou vhodnější."
TCS-5231,Synthesizing Computable Functions from Rational Specifications over Infinite Words — Unresolved-question passage on page 15,Cryptography,retained,Not selected for removal in this pass.
TCS-5260,Fourier and Circulant Matrices Are Not Rigid — Explicit open question on PDF page 2,Cryptography,retained,Not selected for removal in this pass.
TCS-5793,"Conspiracies Between Learning Algorithms, Circuit Lower Bounds, and Pseudorandomness — Explicit open question on PDF page 7",Cryptography,retained,Not selected for removal in this pass.
TCS-6466,A gentle introduction to lattice-based cryptography — Unresolved-question passage on page 189,Cryptography,retained,Not selected for removal in this pass.
TCS-6692,Construct cryptographic PRGs from arbitrary one-way functions with seed length linear in input length.,Cryptography,retained,Not selected for removal in this pass.
TCS-6951,"Construct further cryptographic primitives, including one-way functions, from fine-grained assumptions.",Cryptography,quarantined,Bez konkrétní hypotézy a primitiva jde o výzkumný program. Jednotlivé přesné implikace by bylo možné hodnotit samostatně.
TCS-6953,"Do worst-case or average-case hardness assumptions imply one-way functions, or trapdoor functions?",Cryptography,retained,Not selected for removal in this pass.
TCS-6985,Determine polycyclic conjugacy-search complexity.,Cryptography,retained,Not selected for removal in this pass.
TCS-6986,"Determine polycyclic conjugacy-decision complexity, including the Eick–Ostheimer algorithm.",Cryptography,quarantined,Mísí obecný rozhodovací problém s analýzou Eickova–Ostheimerova postupu; vedle ponechaného conjugacy-search cíle TCS-6985 mu další prioritu nedávám.
TCS-6987,Determine collection-algorithm complexity for polycyclic normal forms.,Cryptography,quarantined,Analyzuje normalizační proceduru uvnitř konkrétní grupové reprezentace; obecná tvrdost základních grupových úloh má větší význam.
TCS-6553,Can every polynomial-time decision problem be efficiently parallelized?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6584,The Li–Li undirected network coding conjecture,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6556,Pass complexity of directed reachability in semi-streaming,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6504,Is perfect matching in general graphs in deterministic NC?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6554,Distributed Lovász Local Lemma in O(log log n) rounds,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6555,Optimal exact single-source shortest paths in CONGEST,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6557,Explicit superconstant lower bounds in the congested clique,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6507,Can directed reachability have near-linear work and polylogarithmic depth?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0522,Quantum 3-coloring of cycles in o(log* n) rounds,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6499,Can distributed MIS be solved in sublogarithmic time on every graph?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6505,One cycle versus two: is logarithmic time necessary in low-memory MPC?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0518,Constant non-signaling locality beyond deterministic log-star LOCAL,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6506,Can deterministic LOCAL algorithms find an MIS in O(log n) rounds?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0513,Can constant-time LOCAL solvability on unrooted trees be decided?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0514,Can randomized O(log log n) LOCAL solvability on trees be decided?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0998,Sketching vs. Streaming,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0515,Does sublinear deterministic volume always collapse to O(log* n)?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0523,Does sublogarithmic randomized volume collapse to deterministic log-star?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0949,Data Structure Lower Bound in the Cell Probe Model,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0986,Characterizing Sketchable Distances,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0469,What is the deterministic round complexity of maximum independent set in the congested clique?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0519,Bipartite maximal matching with polynomial-in-degree volume,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0516,Can bipartite 3-coloring be maintained with logarithmic recoloring radius?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0940,Lifting sketching resistance to sublinear streaming resistance,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0996,Relations between Streaming Models,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2997,How many rounds does triangle detection require in CONGEST?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0984,“Ultimate” Deterministic Sparse Recovery,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-6501,Can a congested clique find a maximal independent set in constant rounds?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0994,Graph Matchings,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0524,Can deterministic (Delta+1)-coloring beat square-root dependence on degree?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0946,Cut-Sparsification of Hypergraphs,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0950,Linear Sketching Over $F_2$,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0968,“For All” Guarantee for Computationally Bounded Adversaries,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0983,Universal Sketching,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0977,Linear Algebra Computation,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0987,Deterministic Heavy-Hitters & Fast Matrix Algorithms,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0993,Graph Distances,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0938,An n log n space barrier for streaming Max-Cut,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0942,Linear-space lower bounds for two-pass Max-Cut approximation,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0943,Polynomial-pass barriers to near-exact streaming Max-Cut,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0944,Square-root pass-space tradeoffs for Max-Cut,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0517,Can deterministic LOCAL coloring use a near-linear palette in log-star n rounds?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0936,A square-root space barrier for Max-3And,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0937,A square-root space barrier for Max-kMonarchy,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0939,Beyond-square-root sketching space for near-half Max-DiCut approximation,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0948,Streaming Algorithms for Approximating the Number of $H$-Subgraphs,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0951,Rényi Entropy Estimation,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0954,Metric TSP Cost Approximation,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0965,Low Expansion Encoding of Edit Distance,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0967,TSP in the Streaming Model,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0969,Approximating LIS Length in the Streaming Model,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0970,Fast JL Transform for Sparse Vectors,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-1813,Is the known exponent for distributed even-cycle detection optimal?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0525,Can bipartite maximal fractional matching be found in sublinear-in-degree rounds?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0511,Constant-locality dynamic three-coloring of unrooted trees,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0512,Constant-locality non-signaling versus quantum LCL separation,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0526,Sublinear-degree LOCAL time for fractional maximal matching,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0535,Vertex Connectivity in the LOCAL Model,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0729,Stable matching in the semi-streaming model,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0947,Locally Private Heavy Hitters and Other Problems in Streaming,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0955,Streaming Online Algorithms,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0962,Coding Theory in the Streaming Model,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0976,Equivalence of Two MapReduce Models,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0979,Modeling of Distributed Computation,"Distributed, parallel and sublinear algorithms",quarantined,Samotné modelování oblasti není jedna vymezená otázka. Konkrétní separace modelů a zdrojové dolní meze atlas již obsahuje.
TCS-0980,Random Walks,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0982,The Value of a Reverse Pass,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0985,$L_\infty$ Estimation,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0988,Deterministic Summary Structures,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0952,Sample Stretching,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0956,Succinct Representation for Functions on Graphs,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0957,Approximating Rank in the Bounded-Degree Model,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0958,Principal Component Analysis with Nonnegativity Constraints,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0959,RNA Folding,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0960,Submodular Matching Maximization,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0961,Applications of Clifford Algebras in Graph Streams,"Distributed, parallel and sublinear algorithms",quarantined,Hledání aplikací konkrétní algebraické techniky je výzkumný směr; neurčuje grafovou úlohu ani cílovou prostorovou mez.
TCS-0971,Graph Frequency Vectors,"Distributed, parallel and sublinear algorithms",quarantined,"Název označuje reprezentaci dat, ale nepožadovanou operaci, chybu nebo zdrojovou hranici; není z něj samostatný hodnotitelný problém."
TCS-0972,Rank Lower Bound,"Distributed, parallel and sublinear algorithms",quarantined,"Bez určení matice, modelu nebo požadované meze nelze odlišit tuto položku od řady zásadních, ale již konkrétně zastoupených rankových otázek."
TCS-0974,Sketching Shift Metrics,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0975,Sparse Recovery for Tree Models,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0981,Randomness of Partially Random Streams,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0995,Mixed Norms,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-0999,"The Massive, Unordered, Distributed-Data Model","Distributed, parallel and sublinear algorithms",quarantined,Záznam představuje výpočetní model místo jedné otázky o jeho síle; do benchmarku mají patřit přesné separace a algoritmické cíle.
TCS-1169,What is the smallest number of passes required for computing O(∆)-colorings deterministically in the semi-streaming setting?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-1234,We also leave as an open problem characterizing the exact trade-off between the number of passes and memory required for exactly computing a stream’s histogram.,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-1244,"The space complexity of π-PPMn is Θ( e √n) for π ∈ {312, 132, 213, 231}.","Distributed, parallel and sublinear algorithms",quarantined,Čtveřice konkrétních vzorů a odmocninová prostorová mez tvoří úzký případ; obecná klasifikace streamingových vzorů má přednost.
