id,area,title,evidence,status,screening,decision,destination
TCS-2659,Pseudorandomness and derandomization,"Construct a sufficiently dense infinite family of explicit 3-uniform d-regular hypergraphs which are λ-spectral for λ ≤ √2d · (1 + dc ), where c […]",index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-2663,Pseudorandomness and derandomization,Does there exist a black-box hard-function ⇒ PRG proof with: Seed length: r = (1 + o(1)) · ℓ. (Any black-box proof must have r […],index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-2942,Pseudorandomness and derandomization,"We suspect that this (d/ min(p))O(d) dependence for d > 2 is not tight, and we leave the determination of the optimal dependence on d […]",index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-3222,Pseudorandomness and derandomization,Does existence of a SOS-hard family solve PIT completely?,index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-3268,Pseudorandomness and derandomization,"We conjecture that our seed length lower bound is tight, i.e., there is a PRG construction that eliminates the log log n factor from our […]",index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-3393,Pseudorandomness and derandomization,"In light of Proposition 8, we leave as an interesting open question whether there is any barrier explaining the difficulty of proving NP-hardness of the […]",index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-3514,Pseudorandomness and derandomization,"For example, is the Learning is Hard assumption of [10] equivalent to the non-existence of natural proofs under the Conjecture?",index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-3617,Pseudorandomness and derandomization,Parsimonious Universal Family: Deterministic Construction We do not know how to deterministically construct small δ-parsimonious universal families.,index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-3958,Pseudorandomness and derandomization,"For PRGs, can we get a nontrivial PRG for depth-2 LTF circuits with a super-linear number of gates?",index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-3986,Pseudorandomness and derandomization,Do the efficient inverse-polynomial error heuristics we obtain imply any circuit lower bounds?,index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-4003,Pseudorandomness and derandomization,"If using public coins, what power would the prover need?",index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-4063,Pseudorandomness and derandomization,"To this end, can we exploit any of the avenues presented in this work?",index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-4318,Pseudorandomness and derandomization,Note that it is an open problem to find an explicit construction of quadratic disperser or extractor over F2 with r = n − o(n).,index,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-4713,Pseudorandomness and derandomization,Decoding Quasi-Cyclic Quantum LDPC Codes,source,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-4716,Pseudorandomness and derandomization,Bounded Indistinguishability for Simple Sources,source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-4778,Pseudorandomness and derandomization,"A Qubit, a Coin, and an Advice String Walk into a Relational Problem",source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-5144,Pseudorandomness and derandomization,"Leakage Resilience, Targeted Pseudorandom Generators, and Mild Derandomization of Arthur-Merlin Protocols",source,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-5267,Pseudorandomness and derandomization,Instance-Wise Hardness Versus Randomness Tradeoffs for Arthur-Merlin Protocols,source,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-5287,Pseudorandomness and derandomization,Hardness vs Randomness for Bounded Depth Arithmetic Circuits,source,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-5328,Pseudorandomness and derandomization,Complete Problems for Multi-Pseudodeterministic Computations,source,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-5341,Pseudorandomness and derandomization,Errorless Versus Error-Prone Average-Case Complexity,source,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-5492,Pseudorandomness and derandomization,"Distinguishing, Predicting, and Certifying: On the Long Reach of Partial Notions of Pseudorandomness",source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-5618,Pseudorandomness and derandomization,Hitting Sets for Orbits of Circuit Classes and Polynomial Families,source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-5798,Pseudorandomness and derandomization,Bipartite Perfect Matching in Pseudo-Deterministic NC,source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-5930,Pseudorandomness and derandomization,On Pseudodeterministic Approximation Algorithms,source,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-6495,Pseudorandomness and derandomization,Fooling Constant-Depth Threshold Circuits,source,uncertain,topic_screen,retain,Pseudorandomness and derandomization
TCS-6686,Pseudorandomness and derandomization,Does P=RP?,source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-6689,Pseudorandomness and derandomization,Construct averaging samplers simultaneously optimal in randomness and sample count.,source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-6693,Pseudorandomness and derandomization,Construct subpolynomial-seed PRGs fooling AC⁰[2].,source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-6696,Pseudorandomness and derandomization,Derive strong uniform PRGs from EXP not contained in randomized subexponential time.,source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-6699,Pseudorandomness and derandomization,"Derandomize AM to NP; in particular, establish NP certificates for graph nonisomorphism.",source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-6729,Pseudorandomness and derandomization,Construct linear representations of transversal matroids deterministically in polynomial time.,source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-6879,Pseudorandomness and derandomization,Explicitly construct regular graphs with vertex expansion approaching d−2 on small sets.,source,source_open,topic_screen,retain,Pseudorandomness and derandomization
TCS-6592,Parameterized and exact algorithms,"Is k-Clique fixed-parameter tractable, equivalently FPT=W[1]?",reviewed,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6593,Parameterized and exact algorithms,Does deterministic 3-SAT have a positive optimal exponential rate?,reviewed,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6594,Parameterized and exact algorithms,The Set Cover Conjecture,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6660,Parameterized and exact algorithms,A polynomial kernel for Edge Multiway Cut,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-7181,Parameterized and exact algorithms,Exact recognition of bounded clique-width,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-0766,Parameterized and exact algorithms,Polynomial (Turing) Kernels,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0769,Parameterized and exact algorithms,Square root phenomenon,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0787,Parameterized and exact algorithms,Lower Bounds for Computing Treewidth,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0079,Parameterized and exact algorithms,Nonbinary phylogenetic reconstruction parameterized by reticulation count,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0759,Parameterized and exact algorithms,Disjoint paths / minor testing,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0819,Parameterized and exact algorithms,The exponential complexity of some SUBSET SUM variants,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0734,Parameterized and exact algorithms,FPT Inapproximability Results Beyond Gap-ETH,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0818,Parameterized and exact algorithms,The Complexity of #k-SAT,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0796,Parameterized and exact algorithms,Achieving subexponential time for several parameterized problems in planar graphs,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0617,Parameterized and exact algorithms,Fine Grained Complexity for VAS Boundedness,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0085,Parameterized and exact algorithms,Temporal phylogenetic reconstruction parameterized by reticulations,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0763,Parameterized and exact algorithms,FPT-approximation of bandwidth,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0764,Parameterized and exact algorithms,FPT-approximation of VC dimension,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0784,Parameterized and exact algorithms,Existence of Polynomial Kernel for Edge-Disjoint Paths,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0793,Parameterized and exact algorithms,Quadratic Kernel for Planar Steiner Tree,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0604,Parameterized and exact algorithms,"Cops and Robbers, parameterized algorithms",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0762,Parameterized and exact algorithms,Fixed parameter tractability of Weighted Low Rank Approximation,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0765,Parameterized and exact algorithms,Orthogonal Vectors for Subset Sum,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0770,Parameterized and exact algorithms,Time and space complexity of k-LCS,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0772,Parameterized and exact algorithms,Faster planar Steiner Tree algorithms parameterized by terminals,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0777,Parameterized and exact algorithms,Planar Independent Set above the n/4 guarantee,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0785,Parameterized and exact algorithms,From Parity Set Cover to Parity SAT,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0801,Parameterized and exact algorithms,Directed Hamiltonicity,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0805,Parameterized and exact algorithms,Exact Counting of Linear Extensions,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0806,Parameterized and exact algorithms,Improve exponential time algorithm for Bandwidth,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0813,Parameterized and exact algorithms,Planarization by vertex deletion,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0816,Parameterized and exact algorithms,Shortest common superstring problem,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0817,Parameterized and exact algorithms,Strong Backdoor detection,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0586,Parameterized and exact algorithms,Longest Cycle Problem Parameterized Above Combinatorial Bounds,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0116,Parameterized and exact algorithms,TARGET in asynchronous shared-memory systems,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0732,Parameterized and exact algorithms,Depth-first search trees of minimum height,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0737,Parameterized and exact algorithms,Parameterized approximability of clustering problems,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0738,Parameterized and exact algorithms,Parameterized Approximation for the Santa Claus Problem,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0750,Parameterized and exact algorithms,Count k-Walks,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0751,Parameterized and exact algorithms,Counting forests with few components,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0754,Parameterized and exact algorithms,Makespan Minimization on Identical Machines (P ||Cmax ) by #job types,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0756,Parameterized and exact algorithms,Shortest Three Disjoint Path,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0758,Parameterized and exact algorithms,Better approximation of Dominating Set,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0768,Parameterized and exact algorithms,Small universal Steiner tree covers,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0778,Parameterized and exact algorithms,Planar subgraph isomorphism parameterized by vertex or edge deficit,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0780,Parameterized and exact algorithms,Weighted Max Cut parameterized by surface genus,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0790,Parameterized and exact algorithms,Open problem: Eulerian SCC Deletion,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0791,Parameterized and exact algorithms,Open problems from the tutorial on subexponential parameterized complexity of completion problems,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0792,Parameterized and exact algorithms,Parameterized Cutwidth,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0800,Parameterized and exact algorithms,Cutwidth,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0808,Parameterized and exact algorithms,Maximum Acyclic Subgraph,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0814,Parameterized and exact algorithms,Prize-collecting Steiner forest,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0831,Parameterized and exact algorithms,Structure and Recognition of k-Leaf Powers,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0597,Parameterized and exact algorithms,Parameterized complexity of the coloring problems for H-free graphs,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0602,Parameterized and exact algorithms,Connected node search number,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0795,Parameterized and exact algorithms,TSP Below Average on Digraphs,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-0799,Parameterized and exact algorithms,Converting CNF to DNF,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1269,Parameterized and exact algorithms,"It remains open whether the parameterized variant p-φ-Reconfiguration on paths, or equivalently p-L-Reconfiguration for regular languages L ⊆ {0, 1}∗ , is fixed-parameter tractable.",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1335,Parameterized and exact algorithms,"We conjecture that Position Matching (and thus also 2-Visits) is FPT by the number of numbers of D, as is standard for numerical matching variants […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1380,Parameterized and exact algorithms,Hence we leave this family of parameterised #CSPs open for investigation in future work.,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1459,Parameterized and exact algorithms,"Is there a graph G such that hom(Fi , G) = mi for every i ∈ [k]?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1462,Parameterized and exact algorithms,Is local search fixed-parameter tractable when parameterized by the size of the VCSP’s largest strongly connected component?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1616,Parameterized and exact algorithms,"Can we improve the time complexity further to 2O(k) poly(n, d)?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1792,Parameterized and exact algorithms,Can we improve the O∗ (1.7088n ) time complexity for Equal Subset Sum [16]?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1846,Parameterized and exact algorithms,"Is Edge Coloring solvable in O∗ (1.9999m ) time, or at least in O∗ (2m−n ) time?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1875,Parameterized and exact algorithms,"We have shown that DWRP is FPT w.r.t. vertex integrity as well as w.r.t. feedback edge set number, while it is W[1]-hard w.r.t. distance to […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1901,Parameterized and exact algorithms,Is there Z ⊆ V with |Z| ≤ p such that each connected component C of G − Z contains at most q terminal vertices […],index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1945,Parameterized and exact algorithms,Prove no(k) time lower bound of approximating k-NCPp or its related problems to any constant factor under assumptions weaker than Gap-ETH.,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-1946,Parameterized and exact algorithms,"Describe, for any fixed non-bipartite graph H, a constant cH such that: 1.",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2168,Parameterized and exact algorithms,Is the X -HitPack problem FPT in k and ℓ where X are the odd cycles in the graph?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2219,Parameterized and exact algorithms,What about a certificate of size (k + log n)O(1) ?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2326,Parameterized and exact algorithms,"For |Σ| > 2, can the continuous Closest String problem be solved in time O(|Σ|(1−ϵ)d poly(n)), for some ϵ > 0?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2417,Parameterized and exact algorithms,"We conjecture that for several such cases, the complexity results will be analogue to the directed case.",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2446,Parameterized and exact algorithms,One specific question that remains open is the exact complexity of Hamiltonian Cycle√ parameterized by cutwidth (also open for treewidth).,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2471,Parameterized and exact algorithms,"We leave as an open question the computation of a (d, k)-tree model, for a given graph G, running in time f (d, k) · […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2474,Parameterized and exact algorithms,"For example, for the case of d-Hitting Set, we do not know how to beat O(k d ) using a lossy kernel rather than a […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2477,Parameterized and exact algorithms,"An easier version of the previous question, also raised in [7, Section 9.1]: can we solve k-Path in directed bipartite graphs in (2 − ε)k […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2489,Parameterized and exact algorithms,"While a sufficient and necessary criterion for the fixed-parameter tractability of, say #Sub(H → G), must depend on the set of forbidden subgraphs of G, […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2565,Parameterized and exact algorithms,Can we find for every t a pattern for which we get classes that contain W[t]-hard problems and are contained in W[t]?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2662,Parameterized and exact algorithms,"Assuming ETH, does constant gap Max-Clique admit an algorithm in 2o(n) time?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2804,Parameterized and exact algorithms,"No XNLP-hard problem has an algorithm that runs in nf (k) time and f (k)nc space, with f a computable function, k the parameter, n […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2805,Parameterized and exact algorithms,We also leave open what the correct parameterized complexity class is for Feedback Vertex Set parameterized by logarithmic pathwidth or logaritmic linear cliquewidth – we […],index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2866,Parameterized and exact algorithms,"If not, is there an fpt algorithm which computes such a colouring for every r?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2877,Parameterized and exact algorithms,Can an α-approximate algorithm running in time O∗ ((brute(α) − ε)n ) be derived from a parameterized extension β-approximation algorithm for any β > α?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2878,Parameterized and exact algorithms,"For example, what is the complexity of the independent set reconfiguration and the dominating set reconfiguration parameterized solely by treedepth?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2901,Parameterized and exact algorithms,"Similarly, is there a meaningful restriction of (linear) clique-width, for which Lampis’ [42] lower bound for r-Coloring already holds?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-2996,Parameterized and exact algorithms,"Can 5-coloring be solved in O˚ pp2 ´ εq q time, for some ε ą 0?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3001,Parameterized and exact algorithms,Is the class [#paraW[1] L]≤pars equivalent to some known class?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3049,Parameterized and exact algorithms,"We emphasize that a full classification for exact counting is established, while the complexity of approximation remains open outside of the coloured area.",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3196,Parameterized and exact algorithms,Is isomorphism testing fixed-parameter tractable on Gh parameterized by h?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3198,Parameterized and exact algorithms,Is there a fixed-parameter algorithm for Connected Planar F -Deletion with a single-exponential dependence on k?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3207,Parameterized and exact algorithms,Can we prove the nonexistence of disjunctive kernels for any of the WK[1]-hard problems?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3339,Parameterized and exact algorithms,"That is, can it be solved in time f (r)(mn)O(1) for some computable function f ?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3480,Parameterized and exact algorithms,"Can such a result be excluded, even for the apparently more demanding situation of sparsifiers for 0-Extension instances (as in Theorem 22)?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3485,Parameterized and exact algorithms,Which other ways to enrich the recursive definition of tree-depth lead to novel algorithmic insights?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3580,Parameterized and exact algorithms,Is there a way to prove that this behavior is unavoidable subject to some complexity assumption?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3745,Parameterized and exact algorithms,What is the best approximation ratio we can achieve for parameterized set cover in nk− time?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3794,Parameterized and exact algorithms,"However, it remains open whether the running time nO(q ) is asymptotically optimal or whether it is possible to design an nO(q) time algorithm for […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3854,Parameterized and exact algorithms,"For the One-Face case, can we make the dependence on k from exponential to polynomial or even quasipolynomial?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3868,Parameterized and exact algorithms,Could we rule out any 2o( k) f (r)(nm)O(1) algorithm?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3917,Parameterized and exact algorithms,"We conjecture that, more generally, the disjoint union of two easy cases is an easy case; formally, if MIS is FPT in G-free graphs and […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3992,Parameterized and exact algorithms,"First, is there a lower bound on the size of a metric sparsifier for s labels for Zero Extension?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-3997,Parameterized and exact algorithms,"For example, what is the optimal running time for Feedback Vertex Set, Odd Cycle Transversal, or Hamiltonian Cycle on graphs of bounded cutwidth?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4018,Parameterized and exact algorithms,Is it possible to obtain a twO(1) m polylog(n)-time algorithm for the edge-disjoint maximum s − t flow problem?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4041,Parameterized and exact algorithms,Two most interesting questions that still remain open form our work are following: (a) does CF-FVS admit uniform polynomial kernel on graphs of bounded expansion; […],index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4054,Parameterized and exact algorithms,"For instance, is it possible to solve (IP) in time (m · n · ∆)o(m) · (kbk∞ )O(1) , or (m · n · ∆ […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4142,Parameterized and exact algorithms,"Additionally, even the problem of determining whether PDI admits an algorithm running in time f1 (d) · |G|f2 (d) for computable functions f1 , f2 […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4195,Parameterized and exact algorithms,"Is Huge n-fold IP fixed-parameter tractable for parameters r, s, t and a?",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4203,Parameterized and exact algorithms,Does there exist a 2O(k log k) · |V |O(1) -time algorithm for Cycle Packing?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4233,Parameterized and exact algorithms,Is the problem fixed-parameter tractable?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4289,Parameterized and exact algorithms,"Finally, we leave open the question whether Hitting Set is even W [2]-hard on set systems of bounded VC-dimension.",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4339,Parameterized and exact algorithms,Perhaps the dependence of the running time on the treewidth of G can be removed: does there exist an algorithm for subgraph isomorphism on planar […],index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4340,Parameterized and exact algorithms,"Status of Feedback Vertex Set parameterized by deletion distance to a (sub)-cubic graph (a related problem) remains open, and we do not even know an […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4440,Parameterized and exact algorithms,Another key question that remains open after this work is whether the existence of an fpt-algorithm for the decision version of a self-contained k-witness problem […],index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4637,Parameterized and exact algorithms,Does Planar Steiner Tree admit a subexponential-time algorithm with respect to the number of terminals in the instance?,index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4695,Parameterized and exact algorithms,"By the celebrated result of Robertson and Seymour, every p-F-Deletion problem is FPT and our work naturally leads to the following question: does every p-F-Deletion […]",index,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-4790,Parameterized and exact algorithms,Subset Sum Quantumly in 1.17^n,source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-5374,Parameterized and exact algorithms,"Exact and Approximate Pattern Counting in Degenerate Graphs: New Algorithms, Hardness Results, and Complexity Dichotomies — Open Problem 1",source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-5474,Parameterized and exact algorithms,Maximum Reachability Orientation of Mixed Graphs,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-5676,Parameterized and exact algorithms,Novel Complexity Results for Temporal Separators with Deadlines,source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-5839,Parameterized and exact algorithms,On the Complexity of Multipacking,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-5965,Parameterized and exact algorithms,Rerouting shortest paths in planar graphs,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6057,Parameterized and exact algorithms,Vertex Deletion into Bipartite Permutation Graphs,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6059,Parameterized and exact algorithms,Tight FPT Approximations for k-Median and k-Means,source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-6131,Parameterized and exact algorithms,Parameterized Problems Complete for Nondeterministic FPT Time and Logarithmic Space,source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-6144,Parameterized and exact algorithms,Multivariate Analysis of Orthogonal Range Searching and Graph Distances,source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-6162,Parameterized and exact algorithms,Subexponential Time Algorithms for Embedding H-Minor Free Graphs,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6191,Parameterized and exact algorithms,Parameterized Approximability for Modular Linear Equations,source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-6239,Parameterized and exact algorithms,Optimal Algorithms for Hitting (Topological) Minors on Graphs of Bounded Treewidth,source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-6327,Parameterized and exact algorithms,Sidestepping Barriers for Dominating Set in Parameterized Complexity,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6367,Parameterized and exact algorithms,"H-Free Graphs, Independent Sets, and Subexponential-Time Algorithms",source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-6379,Parameterized and exact algorithms,Polynomial Kernels for Deletion to Classes of Acyclic Digraphs,source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-6397,Parameterized and exact algorithms,Finer Tight Bounds for Coloring on Clique-Width,source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-6435,Parameterized and exact algorithms,Canonical Decompositions in Monadically Stable and Bounded Shrubdepth Graph Classes,source,uncertain,topic_screen,retain,Parameterized and exact algorithms
TCS-6497,Parameterized and exact algorithms,A Single-Exponential Time 2-Approximation Algorithm for Treewidth,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6728,Parameterized and exact algorithms,Compute chromatic number in O*(2ⁿ) time using only polynomial space.,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6731,Parameterized and exact algorithms,"Separate levels of the W-hierarchy, including the Independent Set and Dominating Set levels.",source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6734,Parameterized and exact algorithms,Separate polynomial compression from polynomial kernelization for natural problems.,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6749,Parameterized and exact algorithms,Give a deterministic polynomial kernel for Almost 2-SAT.,source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6814,Parameterized and exact algorithms,"Job-shop makespan: approximation scheme running in f(m,ε)poly(n)?",source,source_open,topic_screen,retain,Parameterized and exact algorithms
TCS-6974,Parameterized and exact algorithms,Beat exhaustive assignment search for general formula satisfiability.,source,source_open,topic_screen,retain,Parameterized and exact algorithms
