entry_key,source_id,source_title,source_year,kind,summary,locator,pdf_page,local_pdf_url,source_pdf_url,status
arithmetic_circuits/22,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Derandomize black-box PIT for noncommutative formulas.,Open Problem 22,75,pdf/arithmetic_circuits.pdf#page=75,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=75,as_presented_in_source; current_status_not_checked
arithmetic_circuits/23,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Derandomize PIT for noncommutative circuits.,Open Problem 23,76,pdf/arithmetic_circuits.pdf#page=76,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=76,as_presented_in_source; current_status_not_checked
arithmetic_circuits/24,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Derive noncommutative black-box PIT from exponential noncommutative lower bounds.,Open Problem 24,76,pdf/arithmetic_circuits.pdf#page=76,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=76,as_presented_in_source; current_status_not_checked
arithmetic_circuits/25,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Derandomize ΣΠΣ PIT in subexponential time.,Open Problem 25,76,pdf/arithmetic_circuits.pdf#page=76,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=76,as_presented_in_source; current_status_not_checked
arithmetic_circuits/26,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Derandomize multilinear ΣΠΣ PIT in subexponential time.,Open Problem 26,81,pdf/arithmetic_circuits.pdf#page=81,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=81,as_presented_in_source; current_status_not_checked
arithmetic_circuits/27,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Derandomize set-multilinear ΣΠΣ black-box PIT in subexponential time.,Open Problem 27,82,pdf/arithmetic_circuits.pdf#page=82,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=82,as_presented_in_source; current_status_not_checked
arithmetic_circuits/28,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Obtain subexponential PIT for bounded-top-fanin depth-four circuits.,Open Problem 28,89,pdf/arithmetic_circuits.pdf#page=89,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=89,as_presented_in_source; current_status_not_checked
arithmetic_circuits/29,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Obtain polynomial-time black-box PIT for read-once formulas.,Open Problem 29,95,pdf/arithmetic_circuits.pdf#page=95,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=95,as_presented_in_source; current_status_not_checked
arithmetic_circuits/30,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Derandomize PIT for elementary symmetric polynomials applied to linear forms.,Open Problem 30,100,pdf/arithmetic_circuits.pdf#page=100,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=100,as_presented_in_source; current_status_not_checked
arithmetic_circuits/31,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Reconstruct sums of few read-once formulas in subexponential time.,Open Problem 31,102,pdf/arithmetic_circuits.pdf#page=102,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=102,as_presented_in_source; current_status_not_checked
arithmetic_circuits/32,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Does learning a circuit class imply permanent lower bounds against it?,Open Problem 32,104,pdf/arithmetic_circuits.pdf#page=104,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=104,as_presented_in_source; current_status_not_checked
arithmetic_circuits/33,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Derandomize the parallel perfect-matching algorithm.,"§4 introduction, perfect matching",59,pdf/arithmetic_circuits.pdf#page=59,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=59,as_presented_in_source; current_status_not_checked
arithmetic_circuits/34,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,question,Deterministically factor multivariate polynomials efficiently; does PIT derandomization suffice?,"§4.9, general factorization; also p.100",97,pdf/arithmetic_circuits.pdf#page=97,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=97,as_presented_in_source; current_status_not_checked
arithmetic_circuits/35,arithmetic_circuits,Arithmetic Circuits: A Survey of Recent Results and Open Questions,2010,research_direction,Reconstruct circuit classes admitting PIT and strengthen reconstruction-hardness consequences.,"§5.5, reconstruction",111,pdf/arithmetic_circuits.pdf#page=111,https://www.cs.tau.ac.il/~shpilka/publications/SY10.pdf#page=111,as_presented_in_source; current_status_not_checked
local_algorithms/01,local_algorithms,Survey of Local Algorithms,2013,question,Give coefficient-independent local approximation schemes for packing or covering LPs on bounded-degree graphs.,Problem 1,37,pdf/local_algorithms.pdf#page=37,https://jukkasuomela.fi/doc/local-survey.pdf#page=37,as_presented_in_source; current_status_not_checked
local_algorithms/02,local_algorithms,Survey of Local Algorithms,2013,research_direction,Find natural combinatorial packing problems admitting nontrivial deterministic local approximation.,Problem 2,37,pdf/local_algorithms.pdf#page=37,https://jukkasuomela.fi/doc/local-survey.pdf#page=37,as_presented_in_source; current_status_not_checked
local_algorithms/03,local_algorithms,Survey of Local Algorithms,2013,question,"Separate constant-time algorithms using identifier values from order-invariant algorithms, without consecutive-ID promises.",Problem 3,37,pdf/local_algorithms.pdf#page=37,https://jukkasuomela.fi/doc/local-survey.pdf#page=37,as_presented_in_source; current_status_not_checked
local_algorithms/04,local_algorithms,Survey of Local Algorithms,2013,research_direction,"Determine the dependence of local running time on maximum degree, closing polynomial versus polylogarithmic gaps.",Problem 4,37,pdf/local_algorithms.pdf#page=37,https://jukkasuomela.fi/doc/local-survey.pdf#page=37,as_presented_in_source; current_status_not_checked
repetitive_strings/01,repetitive_strings,Indexing Highly Repetitive String Collections,2021,question,"Support fast random access to a string using O(r) words, where r counts BWT runs.","§3, BWT runs",20,pdf/repetitive_strings.pdf#page=20,https://arxiv.org/pdf/2004.02781#page=20,as_presented_in_source; current_status_not_checked
repetitive_strings/02,repetitive_strings,Indexing Highly Repetitive String Collections,2021,question,Can run-length grammars be balanced with the guarantees available for ordinary grammars?,§4.1,31,pdf/repetitive_strings.pdf#page=31,https://arxiv.org/pdf/2004.02781#page=31,as_presented_in_source; current_status_not_checked
repetitive_strings/03,repetitive_strings,Indexing Highly Repetitive String Collections,2021,conjecture,Extend the cited alignment-based representation to support most suffix-tree operations.,"§7, alignment-based indexes",57,pdf/repetitive_strings.pdf#page=57,https://arxiv.org/pdf/2004.02781#page=57,as_presented_in_source; current_status_not_checked
repetitive_strings/04,repetitive_strings,Indexing Highly Repetitive String Collections,2021,research_direction,Turn the surveyed theoretical compressed indexes into competitive practical implementations.,§8.1,57,pdf/repetitive_strings.pdf#page=57,https://arxiv.org/pdf/2004.02781#page=57,as_presented_in_source; current_status_not_checked
repetitive_strings/05,repetitive_strings,Indexing Highly Repetitive String Collections,2021,research_direction,Build indexes for very large repetitive collections using resources proportional to compressed size.,"§8.2, continues pp.59–60",58,pdf/repetitive_strings.pdf#page=58,https://arxiv.org/pdf/2004.02781#page=58,as_presented_in_source; current_status_not_checked
repetitive_strings/06,repetitive_strings,Indexing Highly Repetitive String Collections,2021,question,"Are there string families with non-overlapping Lempel–Ziv phrase count z_no=o(z_e), where z_e is the stated LZ-End variant?","§3, LZ-End measure",14,pdf/repetitive_strings.pdf#page=14,https://arxiv.org/pdf/2004.02781#page=14,as_presented_in_source; current_status_not_checked
repetitive_strings/07,repetitive_strings,Indexing Highly Repetitive String Collections,2021,question,"Are there string families with collage-system size c=o(z), even allowing general collage systems?","§3.5, collage systems",19,pdf/repetitive_strings.pdf#page=19,https://arxiv.org/pdf/2004.02781#page=19,as_presented_in_source; current_status_not_checked
repetitive_strings/08,repetitive_strings,Indexing Highly Repetitive String Collections,2021,question,"Are there string families with Lempel–Ziv size z=o(v), where v is the lexicographic parsing measure?","§3.7, lexicographic parsing",22,pdf/repetitive_strings.pdf#page=22,https://arxiv.org/pdf/2004.02781#page=22,as_presented_in_source; current_status_not_checked
repetitive_strings/09,repetitive_strings,Indexing Highly Repetitive String Collections,2021,question,"Can every string be represented in O(γ) words, where γ is its smallest attractor size? Can the O(γ log n) scale always be improved asymptotically?","§3.9, string attractors; also pp.24–25",23,pdf/repetitive_strings.pdf#page=23,https://arxiv.org/pdf/2004.02781#page=23,as_presented_in_source; current_status_not_checked
repetitive_strings/10,repetitive_strings,Indexing Highly Repetitive String Collections,2021,question,"What is the smallest reachable repetitiveness measure supporting efficient access or indexing? Specifically, obtain access in O(z_no) space and indexing in O(z_no) or O(v) space.","§3.10, reachability of repetitiveness measures",26,pdf/repetitive_strings.pdf#page=26,https://arxiv.org/pdf/2004.02781#page=26,as_presented_in_source; current_status_not_checked
repetitive_strings/11,repetitive_strings,Indexing Highly Repetitive String Collections,2021,research_direction,"Develop efficient repetitive indexes supporting arbitrary text modifications, beyond appending/prepending and the restricted practical performance of existing constructions.","§8.2, dynamism",60,pdf/repetitive_strings.pdf#page=60,https://arxiv.org/pdf/2004.02781#page=60,as_presented_in_source; current_status_not_checked
quantum_algorithms/01,quantum_algorithms,Quantum Algorithms: An Overview,2016,research_direction,Find exploitable structure yielding quantum speedups for further practically relevant problems.,"§9, Outlook",12,pdf/quantum_algorithms.pdf#page=12,https://arxiv.org/pdf/1511.04206#page=12,as_presented_in_source; current_status_not_checked
quantum_algorithms/02,quantum_algorithms,Quantum Algorithms: An Overview,2016,research_direction,Develop genuinely new quantum algorithmic techniques beyond the recurring primitives in known algorithms.,"§9, Outlook",12,pdf/quantum_algorithms.pdf#page=12,https://arxiv.org/pdf/1511.04206#page=12,as_presented_in_source; current_status_not_checked
quantum_algorithms/03,quantum_algorithms,Quantum Algorithms: An Overview,2016,conjecture,Classical computers cannot efficiently sample the Boson Sampling distribution in the regime described in the source.,"§8, Boson Sampling",11,pdf/quantum_algorithms.pdf#page=11,https://arxiv.org/pdf/1511.04206#page=11,as_presented_in_source; current_status_not_checked
fine_grained/01,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,question,Prove superlinear unconditional SAT time lower bounds in robust unrestricted computation models; establish stronger exponential lower bounds.,"§1, SAT lower bounds",2,pdf/fine_grained.pdf#page=2,https://people.csail.mit.edu/virgi/eccentri.pdf#page=2,as_presented_in_source; current_status_not_checked
fine_grained/02,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,P differs from NP.,"§1, P versus NP",2,pdf/fine_grained.pdf#page=2,https://people.csail.mit.edu/virgi/eccentri.pdf#page=2,as_presented_in_source; current_status_not_checked
fine_grained/03,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,For every ε>0 some clause width k precludes randomized O(2^((1−ε)n)) time for k-SAT.,"Hypothesis 1, SETH",4,pdf/fine_grained.pdf#page=4,https://people.csail.mit.edu/virgi/eccentri.pdf#page=4,as_presented_in_source; current_status_not_checked
fine_grained/04,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,Integer 3-SUM admits no randomized truly subquadratic algorithm.,"Hypothesis 2, 3-SUM",5,pdf/fine_grained.pdf#page=5,https://people.csail.mit.edu/virgi/eccentri.pdf#page=5,as_presented_in_source; current_status_not_checked
fine_grained/05,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,Weighted APSP admits no randomized truly subcubic algorithm in the stated integer-weight regime.,"Hypothesis 3, APSP",6,pdf/fine_grained.pdf#page=6,https://people.csail.mit.edu/virgi/eccentri.pdf#page=6,as_presented_in_source; current_status_not_checked
fine_grained/06,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,Boolean k-Orthogonal Vectors admits no randomized n^(k−ε) poly(d) algorithm for constant ε>0.,"Hypothesis 4, k-OV",7,pdf/fine_grained.pdf#page=7,https://people.csail.mit.edu/virgi/eccentri.pdf#page=7,as_presented_in_source; current_status_not_checked
fine_grained/07,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,question,"Improve the nearly n^(3/2) running time for 3/2-approximate diameter on sparse graphs, ideally to linear time.","§3, diameter approximation",9,pdf/fine_grained.pdf#page=9,https://people.csail.mit.edu/virgi/eccentri.pdf#page=9,as_presented_in_source; current_status_not_checked
fine_grained/08,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,question,Is tree edit distance fine-grained equivalent to APSP?,"§4, tree edit distance",14,pdf/fine_grained.pdf#page=14,https://people.csail.mit.edu/virgi/eccentri.pdf#page=14,as_presented_in_source; current_status_not_checked
fine_grained/09,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,Hitting Set on Boolean vectors admits no randomized truly subquadratic poly(d)-factor algorithm.,"Hypothesis 5, HS",15,pdf/fine_grained.pdf#page=15,https://people.csail.mit.edu/virgi/eccentri.pdf#page=15,as_presented_in_source; current_status_not_checked
fine_grained/10,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,question,Does the Orthogonal Vectors hypothesis imply the Hitting Set hypothesis?,"§5, relationship of hypotheses",16,pdf/fine_grained.pdf#page=16,https://people.csail.mit.edu/virgi/eccentri.pdf#page=16,as_presented_in_source; current_status_not_checked
fine_grained/11,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,"The matrix-multiplication exponent ωk/3 for k-Clique, primarily for k divisible by three, cannot be improved by a constant in the exponent.","Hypothesis 6, k-Clique",16,pdf/fine_grained.pdf#page=16,https://people.csail.mit.edu/virgi/eccentri.pdf#page=16,as_presented_in_source; current_status_not_checked
fine_grained/12,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,Edge-weighted Min-Weight k-Clique requires randomized n^(k−o(1)) time in the specified weight range.,"Hypothesis 7, Min-Weight k-Clique",16,pdf/fine_grained.pdf#page=16,https://people.csail.mit.edu/virgi/eccentri.pdf#page=16,as_presented_in_source; current_status_not_checked
fine_grained/13,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,Exact-weight k-Clique requires randomized n^(k−o(1)) time in the specified weight range.,"Hypothesis 8, Exact k-Clique",16,pdf/fine_grained.pdf#page=16,https://people.csail.mit.edu/virgi/eccentri.pdf#page=16,as_presented_in_source; current_status_not_checked
fine_grained/14,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,question,Determine fine-grained relationships between APSP and 3-SUM.,"§5, comparison with 3-SUM",16,pdf/fine_grained.pdf#page=16,https://people.csail.mit.edu/virgi/eccentri.pdf#page=16,as_presented_in_source; current_status_not_checked
fine_grained/15,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,research_direction,Formalize and resolve the informal hypothesis that combinatorial Boolean matrix multiplication requires n^(3−o(1)) time.,"§5, combinatorial BMM",17,pdf/fine_grained.pdf#page=17,https://people.csail.mit.edu/virgi/eccentri.pdf#page=17,as_presented_in_source; current_status_not_checked
fine_grained/16,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,Online Boolean matrix-vector multiplication for n queries requires randomized total time n^(3−o(1)).,"Hypothesis 9, OMV",17,pdf/fine_grained.pdf#page=17,https://people.csail.mit.edu/virgi/eccentri.pdf#page=17,as_presented_in_source; current_status_not_checked
fine_grained/17,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,Refuting unsatisfiable k-CNF formulas for unbounded k requires nondeterministic 2^(n−o(n)) time.,"Hypothesis 10, NSETH",18,pdf/fine_grained.pdf#page=18,https://people.csail.mit.edu/virgi/eccentri.pdf#page=18,as_presented_in_source; current_status_not_checked
fine_grained/18,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,"Circuit-SAT for the described richer representation classes, especially polynomial-size polylog-depth circuits, requires 2^(n−o(n)) time.","§6, C-SETH and NC-SETH",18,pdf/fine_grained.pdf#page=18,https://people.csail.mit.edu/virgi/eccentri.pdf#page=18,as_presented_in_source; current_status_not_checked
fine_grained/19,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,conjecture,"At least one of SETH, the APSP hypothesis and the 3-SUM hypothesis is true.","§6, disjunction of hypotheses",19,pdf/fine_grained.pdf#page=19,https://people.csail.mit.edu/virgi/eccentri.pdf#page=19,as_presented_in_source; current_status_not_checked
fine_grained/20,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,question,"Construct further cryptographic primitives, including one-way functions, from fine-grained assumptions.","§7, fine-grained cryptography",20,pdf/fine_grained.pdf#page=20,https://people.csail.mit.edu/virgi/eccentri.pdf#page=20,as_presented_in_source; current_status_not_checked
fine_grained/21,fine_grained,On Some Fine-Grained Questions in Algorithms and Complexity,2018,research_direction,Prove strong unconditional lower bounds for suitably space-restricted 3-SUM algorithms.,"§7, algorithmic time–space tradeoffs",20,pdf/fine_grained.pdf#page=20,https://people.csail.mit.edu/virgi/eccentri.pdf#page=20,as_presented_in_source; current_status_not_checked
wigderson/01,wigderson,Mathematics and Computation,2019,question,Does P equal NP?,Open Problem 3.5,38,pdf/wigderson.pdf#page=38,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=38,as_presented_in_source; current_status_not_checked
wigderson/02,wigderson,Mathematics and Computation,2019,conjecture,Does NP differ from coNP?,Conjecture 3.8,43,pdf/wigderson.pdf#page=43,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=43,as_presented_in_source; current_status_not_checked
wigderson/03,wigderson,Mathematics and Computation,2019,conjecture,Are there problems in NP∩coNP outside P?,Conjecture 3.9,45,pdf/wigderson.pdf#page=45,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=45,as_presented_in_source; current_status_not_checked
wigderson/04,wigderson,Mathematics and Computation,2019,conjecture,Resolve the Unique Games Conjecture.,Conjecture 4.4,58,pdf/wigderson.pdf#page=58,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=58,as_presented_in_source; current_status_not_checked
wigderson/05,wigderson,Mathematics and Computation,2019,question,Does worst-case NP hardness imply distributional average-case hardness?,Open Problem 4.6,60,pdf/wigderson.pdf#page=60,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=60,as_presented_in_source; current_status_not_checked
wigderson/06,wigderson,Mathematics and Computation,2019,question,"Do worst-case or average-case hardness assumptions imply one-way functions, or trapdoor functions?",Open Problem 4.10,63,pdf/wigderson.pdf#page=63,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=63,as_presented_in_source; current_status_not_checked
wigderson/07,wigderson,Mathematics and Computation,2019,conjecture,Is NP outside polynomial-size Boolean circuits?,Conjecture 5.4,66,pdf/wigderson.pdf#page=66,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=66,as_presented_in_source; current_status_not_checked
wigderson/08,wigderson,Mathematics and Computation,2019,question,Does majority admit monotone formulas of cubic size?,Open Problem 5.19,71,pdf/wigderson.pdf#page=71,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=71,as_presented_in_source; current_status_not_checked
wigderson/09,wigderson,Mathematics and Computation,2019,question,Prove superpolynomial Frege proof-length lower bounds.,Open Problem 6.10,82,pdf/wigderson.pdf#page=82,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=82,as_presented_in_source; current_status_not_checked
wigderson/10,wigderson,Mathematics and Computation,2019,question,Would NP circuit lower bounds imply superpolynomial Frege lower bounds?,Open Problem 6.12,84,pdf/wigderson.pdf#page=84,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=84,as_presented_in_source; current_status_not_checked
wigderson/11,wigderson,Mathematics and Computation,2019,question,Does BPP equal P?,Open Problem 7.6,88,pdf/wigderson.pdf#page=88,https://www.math.ias.edu/files/Book-online-Aug0619.pdf#page=88,as_presented_in_source; current_status_not_checked
algorithmic_game_theory/01,algorithmic_game_theory,Algorithmic Game Theory,2007,question,Does truthful makespan scheduling on related machines admit a PTAS?,§12.2,331,pdf/algorithmic_game_theory.pdf#page=331,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf#page=331,as_presented_in_source; current_status_not_checked
algorithmic_game_theory/02,algorithmic_game_theory,Algorithmic Game Theory,2007,question,"Obtain truthful constant-factor combinatorial-auction approximations, including submodular valuations.",§12.3,337,pdf/algorithmic_game_theory.pdf#page=337,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf#page=337,as_presented_in_source; current_status_not_checked
algorithmic_game_theory/03,algorithmic_game_theory,Algorithmic Game Theory,2007,research_direction,Determine approximation limitations of deterministic dominant-strategy truthful auctions.,§12.3,338,pdf/algorithmic_game_theory.pdf#page=338,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf#page=338,as_presented_in_source; current_status_not_checked
algorithmic_game_theory/04,algorithmic_game_theory,Algorithmic Game Theory,2007,question,Characterize domains where affine maximizers are the only implementable allocation rules.,§12.4,341,pdf/algorithmic_game_theory.pdf#page=341,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf#page=341,as_presented_in_source; current_status_not_checked
algorithmic_game_theory/05,algorithmic_game_theory,Algorithmic Game Theory,2007,question,Can efficient algorithmic implementation approximate better than every efficient dominant-strategy implementation?,§12.5,348,pdf/algorithmic_game_theory.pdf#page=348,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf#page=348,as_presented_in_source; current_status_not_checked
algorithmic_game_theory/06,algorithmic_game_theory,Algorithmic Game Theory,2007,question,Bound the local connection game’s price of anarchy by a constant for all edge-cost parameters.,"§19.2, Open Problems",529,pdf/algorithmic_game_theory.pdf#page=529,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf#page=529,as_presented_in_source; current_status_not_checked
algorithmic_game_theory/07,algorithmic_game_theory,Algorithmic Game Theory,2007,research_direction,"Extend network-formation efficiency bounds to heterogeneous costs, traffic and approximate equilibria.","§19.2, Open Problems",529,pdf/algorithmic_game_theory.pdf#page=529,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf#page=529,as_presented_in_source; current_status_not_checked
algorithmic_game_theory/08,algorithmic_game_theory,Algorithmic Game Theory,2007,research_direction,Determine tight equilibrium-efficiency bounds for undirected global connection and generalized cost-sharing games.,"§19.3, Open Problems",531,pdf/algorithmic_game_theory.pdf#page=531,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf#page=531,as_presented_in_source; current_status_not_checked
algorithmic_game_theory/09,algorithmic_game_theory,Algorithmic Game Theory,2007,research_direction,Identify further pricing games with efficient equilibria and guarantees after limited play.,"§19.4, Open Problems",532,pdf/algorithmic_game_theory.pdf#page=532,https://www.cs.cmu.edu/~sandholm/cs15-892F13/algorithmic-game-theory.pdf#page=532,as_presented_in_source; current_status_not_checked
geometry_cabello/01,geometry_cabello,Some Open Problems in Computational Geometry,2020,question,"Is expected bounding-box volume FPT in dimension, or is its decision version W[1]-hard?","§2, stochastic bounding box",3,pdf/geometry_cabello.pdf#page=3,https://drops.dagstuhl.de/storage/00lipics/lipics-vol170-mfcs2020/LIPIcs.MFCS.2020.2/LIPIcs.MFCS.2020.2.pdf#page=3,as_presented_in_source; current_status_not_checked
geometry_cabello/02,geometry_cabello,Some Open Problems in Computational Geometry,2020,research_direction,Find approximation schemes for expected bounding-box volume with mild dimension dependence.,"§2, approximation",3,pdf/geometry_cabello.pdf#page=3,https://drops.dagstuhl.de/storage/00lipics/lipics-vol170-mfcs2020/LIPIcs.MFCS.2020.2/LIPIcs.MFCS.2020.2.pdf#page=3,as_presented_in_source; current_status_not_checked
geometry_cabello/03,geometry_cabello,Some Open Problems in Computational Geometry,2020,question,Compute maximum matchings of unit-disk or unit-square intersection graphs in near-linear time.,"§3, uncolored intersections",3,pdf/geometry_cabello.pdf#page=3,https://drops.dagstuhl.de/storage/00lipics/lipics-vol170-mfcs2020/LIPIcs.MFCS.2020.2/LIPIcs.MFCS.2020.2.pdf#page=3,as_presented_in_source; current_status_not_checked
geometry_cabello/04,geometry_cabello,Some Open Problems in Computational Geometry,2020,question,Obtain near-linear maximum matching for bichromatic unit disks or squares.,"§3, bichromatic intersections",4,pdf/geometry_cabello.pdf#page=4,https://drops.dagstuhl.de/storage/00lipics/lipics-vol170-mfcs2020/LIPIcs.MFCS.2020.2/LIPIcs.MFCS.2020.2.pdf#page=4,as_presented_in_source; current_status_not_checked
geometry_cabello/05,geometry_cabello,Some Open Problems in Computational Geometry,2020,question,Can the corresponding matching-existence test be faster than constructing the matching?,"§3, recognition variant",4,pdf/geometry_cabello.pdf#page=4,https://drops.dagstuhl.de/storage/00lipics/lipics-vol170-mfcs2020/LIPIcs.MFCS.2020.2/LIPIcs.MFCS.2020.2.pdf#page=4,as_presented_in_source; current_status_not_checked
geometry_cabello/06,geometry_cabello,Some Open Problems in Computational Geometry,2020,question,"Determine the complexity of barrier resilience for disks, including unit disks, in an annulus.","§4, annular domain",5,pdf/geometry_cabello.pdf#page=5,https://drops.dagstuhl.de/storage/00lipics/lipics-vol170-mfcs2020/LIPIcs.MFCS.2020.2/LIPIcs.MFCS.2020.2.pdf#page=5,as_presented_in_source; current_status_not_checked
geometry_cabello/07,geometry_cabello,Some Open Problems in Computational Geometry,2020,question,Is minimum total barrier shrinkage polynomial-time solvable or NP-hard in a rectangle?,"§4, shrinking; Figure 4",5,pdf/geometry_cabello.pdf#page=5,https://drops.dagstuhl.de/storage/00lipics/lipics-vol170-mfcs2020/LIPIcs.MFCS.2020.2/LIPIcs.MFCS.2020.2.pdf#page=5,as_presented_in_source; current_status_not_checked
compact_databases/01,compact_databases,Compact Data Structures Meet Databases,2023,research_direction,"Scale compact join structures to many attributes, including hybrid worst-case-optimal and conventional query plans.","§6, higher dimensions",13,pdf/compact_databases.pdf#page=13,https://drops.dagstuhl.de/storage/00lipics/lipics-vol255-icdt2023/LIPIcs.ICDT.2023.2/LIPIcs.ICDT.2023.2.pdf#page=13,as_presented_in_source; current_status_not_checked
compact_databases/02,compact_databases,Compact Data Structures Meet Databases,2023,research_direction,"Efficiently combine graph patterns, regular paths, ranking, similarity joins and spatiotemporal predicates; define suitable optimality guarantees.","§6, functionality",13,pdf/compact_databases.pdf#page=13,https://drops.dagstuhl.de/storage/00lipics/lipics-vol255-icdt2023/LIPIcs.ICDT.2023.2/LIPIcs.ICDT.2023.2.pdf#page=13,as_presented_in_source; current_status_not_checked
compact_databases/03,compact_databases,Compact Data Structures Meet Databases,2023,research_direction,Integrate compact structures into complete SPARQL-capable graph database engines.,"§6, real systems",13,pdf/compact_databases.pdf#page=13,https://drops.dagstuhl.de/storage/00lipics/lipics-vol255-icdt2023/LIPIcs.ICDT.2023.2/LIPIcs.ICDT.2023.2.pdf#page=13,as_presented_in_source; current_status_not_checked
compact_databases/04,compact_databases,Compact Data Structures Meet Databases,2023,research_direction,"Support exact or approximate result counting without enumeration, and extend compact representations to analytical matrices.","§6, analytics",14,pdf/compact_databases.pdf#page=14,https://drops.dagstuhl.de/storage/00lipics/lipics-vol255-icdt2023/LIPIcs.ICDT.2023.2/LIPIcs.ICDT.2023.2.pdf#page=14,as_presented_in_source; current_status_not_checked
pnp_fortnow/01,pnp_fortnow,The Status of the P versus NP Problem,2009,question,Does P equal NP?,§2,2,pdf/pnp_fortnow.pdf#page=2,https://lance.fortnow.com/papers/files/pnp-cacm.pdf#page=2,as_presented_in_source; current_status_not_checked
