id,title,category,decision,basis,concurrent_addition
TCS-3198,Is there a fixed-parameter algorithm for Connected Planar F -Deletion with a single-exponential dependence on k?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3205,Is there a circuit family for sorting with circuits of depth O(log(n) + log(m)) and size O(nm2 )?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3206,How effective is the sampling approach in terms of the balancing between accuracy and execution cost?,Algorithms & data structures,quarantine,followup,False
TCS-3225,"Are there any 2D Grid Range problems solvable in O(n2− ) time, for some > 0, but require Ω(n3/2−o(1) ) time?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3233,Can we somehow infer “stacks” and “queues” from a common categorical formulation of depth-first and breadth-first traversals?,Algorithms & data structures,quarantine,followup,False
TCS-3236,"Now, can we characterize the full first-order theory of relations using graphs and homomorphisms?",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3237,"In particular, are both problems subquadratic equivalent?",Algorithms & data structures,quarantine,fragment,False
TCS-3241,In particular: which well-motivated temporal graph classes beyond trees allow e.g. polynomial-time solvability of MinReachDelete or MinReachDelay?,Algorithms & data structures,quarantine,followup,False
TCS-3242,Is each of the three problems is polynomial-time solvable for (P1 + P4 )-free graphs?,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3251,Can we improve Theorem 12 to obtain high girth?,Algorithms & data structures,quarantine,followup,False
TCS-3260,"While these theoretical bounds apply during the first round of our algorithm, it is still unknown whether the analysis can be extended to account for […]",Algorithms & data structures,quarantine,followup,False
TCS-3267,"We leave it as an open question whether our approach can be modified to also find Hamilton cycles in Gn,p for p at the threshold […]",Algorithms & data structures,quarantine,followup,False
TCS-3280,"What is the relation between the performance of the k-fold symmetric parallel repetition of a given instance of Max-Cut G, and the first k + […]",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3291,This motivates the following natural question: is there a notion of spectral sparsification that generalizes cut sparsification in directed graphs?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3292,"This naturally leads to the question, can these two bounds be brought closer together?",Algorithms & data structures,quarantine,fragment,False
TCS-3294,How far can our results for Connected Vertex Cover and Capacitated Vertex Cover be extended to other cases of connected or capacitated vertex deletion problems?,Algorithms & data structures,quarantine,followup,False
TCS-3300,"If this is difficult, could we at least do some of the implications (such as splitting into 4 forests or orienting such that all in-degrees […]",Algorithms & data structures,quarantine,followup,False
TCS-3343,"However, we do not know whether the corresponding Hitting Set games are hard.",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3350,An interesting range of parameters that remains open is that of p = nd for some large constant d.,Algorithms & data structures,quarantine,fragment,False
TCS-3352,"Does a proportionally fair clustering always exist for trees when M ⊂ V , or for general graphs when N = M ⊂ V ?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3357,We conjecture that it should be possible to extend Theorem 13 to also work on interval graphs.,Algorithms & data structures,quarantine,followup,False
TCS-3358,"Moreover, for the similarity case, we leave open whether working with edge distances decisively differs from working with vertex distances.",Algorithms & data structures,quarantine,followup,False
TCS-3362,Can one find tight noncombinatorial lower bounds for even cycle in arbitrary space?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3372,We leave as an open problem the complexity of deciding if a graph is max or min well-behaved.,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3373,"For ` ě 5, we do not know whether we can express `-leaf powers in monadic second-order logic.",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3374,"We conjecture that if such algorithm exists, it will also be possible to test whether a graph G satisfies some (k, d)-sequence.",Algorithms & data structures,quarantine,followup,False
TCS-3380,Does Kempe Distance on stars admit a polynomial kernel?,Algorithms & data structures,quarantine,specialized,False
TCS-3381,"The question of whether protocols with poly(|ϕ|) states exist for every PA formula ϕ, possibly with quantifiers, also remains open.",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3383,"Now we know that the complexity of the algorithm is O 2(γ+ )n/2 , but we do not know how large γ is.",Algorithms & data structures,quarantine,fragment,False
TCS-3389,Whether they can achieve almost exact recovery under weaker conditions remains open.,Algorithms & data structures,quarantine,followup,False
TCS-3396,"The tension between preserving symmetry and efficient implementation rests to some extent on the fact that we cannot efficiently detect symmetries, e.g. we do not […]",Algorithms & data structures,quarantine,fragment,False
TCS-3400,"For determining the ssimple parameter of the wpo_params-locale, there is the problem, that we do not know whether the generated strict relation S will be […]",Algorithms & data structures,quarantine,fragment,False
TCS-3403,"Altogether, the values n ∈ N≥24 with n mod 18 ∈ {6, 12} are precisely the graph orders for which it remains open whether there […]",Algorithms & data structures,quarantine,specialized,False
TCS-3409,How and if level-order rank/select and generating a word of BP or DFUDS can be simultaneously supported to run in constant time remains an open […],Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3410,We leave the question whether Rk (G) is connected if G is planar and k ≥ Γ(G) + 2 as an open problem (see Conjecture […],Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3419,"However, we have more problems to show that Lemma 13 holds for non-hereditary graph classes, because after deleting vertices from a graph G that is […]",Algorithms & data structures,quarantine,fragment,False
TCS-3433,We do not know how to extend this strategy to general strongly-connected games.,Algorithms & data structures,quarantine,followup,False
TCS-3444,It remains open as to whether these time complexities can be improved.,Algorithms & data structures,quarantine,fragment,False
TCS-3445,"First, can our analysis be applied to recently developed dictionary compression methods for trees like Top-Trees/Top-Dags [8, 29] or other dictionary based methods on trees?",Algorithms & data structures,quarantine,followup,False
TCS-3446,We leave the question of whether this is possible as open for future research.,Algorithms & data structures,quarantine,fragment,False
TCS-3453,How about arbitrary-rank hypergraphs?,Algorithms & data structures,quarantine,fragment,False
TCS-3455,"Concretely, can we get o(log k)-competitive (even randomized) algorithms with polylog(k)-recourse for general metrics?",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3461,Can we obtain a full characterisation?,Algorithms & data structures,quarantine,fragment,False
TCS-3465,"Can one solve BDTW-Mean in linear time for every constant k (that is, f (k) · n time for some function f )?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3471,"In particular, is it possible to check in linear time whether a given vertex ordering or a search tree belongs to LexDFS?",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3473,"Finally, can the hierarchy be extended to the other side?",Algorithms & data structures,quarantine,followup,False
TCS-3487,"What about two-action tree polymatrix games, or path-polymatrix games with more than two actions?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3497,What is the structure of almost two-dimensional posets?,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3500,Can we obtain a similar characterization for weakly 2-closed graphs?,Algorithms & data structures,quarantine,followup,False
TCS-3501,What happens when we ask for a larger number of matchings?,Algorithms & data structures,quarantine,followup,False
TCS-3502,Is it possible to show similar bounds for graphs of bounded pathwidth?,Algorithms & data structures,quarantine,followup,False
TCS-3504,Can we have the same trade-off also on the fully-local DTW problem?,Algorithms & data structures,quarantine,followup,False
TCS-3512,What general upper bounds can we get on universal SMP in terms of weakly-universal SMP?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3519,Is there a meaningful hierarchy between parity and mean payoff games?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3526,What about randomised variants of AF ?,Algorithms & data structures,quarantine,fragment,False
TCS-3527,Is there a polynomial-size kernel for the solution size parameter k?,Algorithms & data structures,quarantine,fragment,False
TCS-3529,Can the amenability to 3-WL be decided in polynomial time on input graphs with the largest color multiplicity 4?,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3531,"In particular, is there a 1-planar graph which is not arc-RAC?",Algorithms & data structures,quarantine,specialized,False
TCS-3536,How can we make use of methods for solving graph coloring problems to compute practical solutions to real-world instances?,Algorithms & data structures,quarantine,followup,False
TCS-3537,Is it possible to construct a linear-space data structure that supports five-dimensional dominance range reporting queries in poly-logarithmic time?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3541,"Is it true that if D is a pseudolinear drawing in which every edge is crossed at most twice, then D is stretchable?",Algorithms & data structures,quarantine,specialized,False
TCS-3549,"We leave as open problems to determine whether there are reasonable analogues of further ideas from integer programming, such as cutting plane methods or preconditioning, […]",Algorithms & data structures,quarantine,followup,False
TCS-3555,"We formally prove the correctness of this estimation in Claim 5.12.As stated in the beginning of the overview, we do not know a-priori if the […]",Algorithms & data structures,quarantine,fragment,False
TCS-3558,"This was also noted for leapfrog [21, Section 5], where they state that their own log(N ) factor can be avoided by using hashes instead […]",Algorithms & data structures,quarantine,fragment,False
TCS-3561,"We conjecture that these separations are optimal and that in fact, the log time(π) factors in the upper bounds of Theorems 23 and 28 and […]",Algorithms & data structures,quarantine,followup,False
TCS-3564,"While our Theorem applies to a limited range of average degrees λ, we conjecture that rates γ(λ) and γ(λ, s, δ) are strictly less than […]",Algorithms & data structures,quarantine,followup,False
TCS-3571,"Is it possible to show that any k-edge-connected graph of diameter D, for some constant k ≥ 3, has at least two edge-disjoint trees of […]",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3596,We leave an open question if the LCCF problem can also be solved in linear time.,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3597,The computational complexity of the rearrangement distance in the case of bounded degree trees remains an open problem.,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3601,What additional properties of the embedding may be modeled?,Algorithms & data structures,quarantine,followup,False
TCS-3602,It also remains open whether one can prove any theoretical guarantees on the solution quality or the number of iterations.,Algorithms & data structures,quarantine,followup,False
TCS-3604,We do not know how to improve upon the naive approach for general directed graphs when some vertices are not in S ∪ T .,Algorithms & data structures,quarantine,fragment,False
TCS-3637,It remains an open question to close the gap between the lower bound of 7/5 and the upper bound of 3/2 + O(1/k).,Algorithms & data structures,quarantine,specialized,False
TCS-3643,"Motivated by the example in Figure 2b we leave as an open question, whether Source Cover on balanced graphs admits a polynomial-time algorithm.",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3658,It remains an open question whether the algorithm can be generalised to an arbitrary real-weighted scoring scheme.,Algorithms & data structures,quarantine,followup,False
TCS-3672,"That is, if the sum of path from s0init to t is below L and the edge corresponding to action α is taken in t, […]",Algorithms & data structures,quarantine,fragment,False
TCS-3697,We leave the problem of tightening this lower bound (or upper bound) as an interesting open problem.,Algorithms & data structures,quarantine,fragment,False
TCS-3699,Whether some of these techniques can be used for more general classes of graphs is an open question.,Algorithms & data structures,quarantine,followup,False
TCS-3701,It remains open whether this also holds for κ ∈ o(log2 n) and in particular for constant skeleton dimension.,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3708,"It remains an open problem to eliminate the dependence of our results on the maximum degree, ∆, of T .",Algorithms & data structures,quarantine,followup,False
TCS-3720,Can we estimate time-space tradeoffs?,Algorithms & data structures,quarantine,fragment,False
TCS-3721,What is their complexity for coloured trees of maximum degree d for 3 ≤ d ≤ 5?,Algorithms & data structures,quarantine,specialized,False
TCS-3724,Can we improve the 2-ruling set upper bound to Õ(n/k 2 )?,Algorithms & data structures,quarantine,specialized,False
TCS-3728,Is it possible to avoid using expander graphs to obtain simple deterministic algorithms to find the median or to sort?,Algorithms & data structures,quarantine,followup,False
TCS-3733,"Can we find the shortest tree-like or Dag-like proofs of an unsatisfiable Horn constraint system, if only the ADD rule is permitted?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3736,"What, however, if some participants also behave in a malicious manner?",Algorithms & data structures,quarantine,fragment,False
TCS-3749,"First, can we obtain a data structure that answers one-dimensional color reporting queries with approximate frequencies in optimal O(1 + K/B) I/Os?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3753,Is there a better way to handle numerical errors?,Algorithms & data structures,quarantine,fragment,False
TCS-3760,"What about the case that the base graph is planar (e.g., a grid)?",Algorithms & data structures,quarantine,fragment,False
TCS-3766,Does there exist a polylogarithmic distance labeling scheme for general median graphs or for median graphs of constant dimension?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3771,Can we prove a space lower bound in the indexing model?,Algorithms & data structures,quarantine,fragment,False
TCS-3779,What can we say about the chromatic number of Kk -free families of disjointness graphs of segments or convex sets?,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3782,"Thus, it is an open question to see how well our approach works for hypercubes, but more generally if there is some quantity (more general […]",Algorithms & data structures,quarantine,followup,False
TCS-3788,"It is an open problem whether randomization can speed up partitioning algorithms and lead, in particular, to faster data structures for the various operations considered […]",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3800,"Does similar behavior appear when we consider random graphs formed by randomly adding primitive subgraphs H whose size scales with n, the number of vertices […]",Algorithms & data structures,quarantine,followup,False
TCS-3805,"Are there other cases where a proven algorithmic paradigm, like the path packing phases of Hopcroft and Karp [29], also obliviously yields the best known […]",Algorithms & data structures,quarantine,followup,False
TCS-3819,"Can these Tutte paths be found in polynomial time, and preferably, linear time?",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3820,"In particular, what can be said about the class of cocomparability graphs (see [6, 21] for the formal definition and properties of this class)?",Algorithms & data structures,quarantine,fragment,False
TCS-3822,Is it possible to achieve constant access time and additive overhead O(log log n) by a variant of our construction using a square system?,Algorithms & data structures,quarantine,followup,False
TCS-3828,"Currently, we are working on extending our results to the girth problem in transmission graphs; can we find an equally simple and efficient algorithm as […]",Algorithms & data structures,quarantine,followup,False
TCS-3834,"Therefore, we conjecture that it should be possible to strengthen the upper bound on the size of a maximum matching in RTPAM(n, c).",Algorithms & data structures,quarantine,followup,False
TCS-3838,"However, we leave open whether there are other graph monoids for which the problem is in P.",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3846,Is there a practical way to generalize the cycle-based approach using an independent maximum cycle length for each edge?,Algorithms & data structures,quarantine,followup,False
TCS-3852,We do not know how to compute MLL+Mix sequentializations in linear time.,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3854,"For the One-Face case, can we make the dependence on k from exponential to polynomial or even quasipolynomial?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3866,Is there a polynomial bound on the number of slide moves necessary to transform two graphs of groups with isomorphic fundamental groups into each?,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3879,6 Final Remark Computing the longest unbordered factor in o(n log n) time for integer alphabets remains an open question.,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3884,Whether the non-strict variant is fixed-parameter tractable regarding the same parameter combination remains open.,Algorithms & data structures,quarantine,followup,False
TCS-3885,"Mansfield [20] showed that the Graph Isomorphism Problem, GI (given two graphs G1 and G2 , are they isomorphic?",Algorithms & data structures,quarantine,fragment,False
TCS-3900,Which components are trees and which components contain cycles?,Algorithms & data structures,quarantine,fragment,False
TCS-3913,"The lower bound for the problem where n = 2 and t = 2, conjectured by Radhakrishnan et al. [6] to be Ω(m2/3 ), still […]",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3918,"However, the complexity status remains open for the case where a connected recolorability graph R is of maximum degree three and has at most one […]",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3922,An example of one we find particularly interesting is as follows: how much quicker can general temporal graphs be explored if we allow an agent […],Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3923,"We conjecture that Algorithm 1 can be modified to solve the rooted variant of the BCP as follows: In the rooted variant, we start with […]",Algorithms & data structures,quarantine,followup,False
TCS-3927,"We gave an almost complete dichotomy for Colouring restricted to (C4 , Pt )-free graphs and leave open only the cases when 7 ≤ t […]",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3930,"As we have seen already in the introduction, a 4-coloring of points wrt. disks always exists (for m = 2), however the existence of a […]",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3940,Note however that we do not know whether these lower bounds imply general algorithmic hardness.,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3947,"These are important first steps on a relevant and difficult problem, which leave many intriguing questions open.",Algorithms & data structures,quarantine,fragment,False
TCS-3953,"First, as mentioned in Section 1.1, the preprocessing for our orthogonal RCP data structures remains open.",Algorithms & data structures,quarantine,followup,False
TCS-3964,Can we break the O(|M|3 ) or O(n6 ) barrier?,Algorithms & data structures,quarantine,fragment,False
TCS-3966,"Can we improve the space (yet, keeping the query I/Os optimal), at least in the cache-award model ?",Algorithms & data structures,quarantine,followup,False
TCS-3969,How do MTLk and FO2k (∼) differ in terms of succinctness?,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-3975,Can exhaustive application of Reduction Rules 2.3 to 2.6 be realized in linear time?,Algorithms & data structures,quarantine,followup,False
TCS-3976,"In particular, are there ways of dealing with two or more errors?",Algorithms & data structures,quarantine,followup,False
TCS-3982,Can we prove efficient insertion?,Algorithms & data structures,quarantine,fragment,False
TCS-3987,"For example, what about classes of bounded degree or the class of planar graphs?",Algorithms & data structures,quarantine,fragment,False
TCS-3989,Is there a more natural condition?,Algorithms & data structures,quarantine,fragment,False
TCS-3990,Are there any non-trivial graph properties that make Arrival or S-Arrival efficiently solvable?,Algorithms & data structures,quarantine,followup,False
TCS-3993,"Then, which non-local problem is W[2]-hard?",Algorithms & data structures,quarantine,fragment,False
TCS-3997,"For example, what is the optimal running time for Feedback Vertex Set, Odd Cycle Transversal, or Hamiltonian Cycle on graphs of bounded cutwidth?",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3998,Does the restriction of bipartiteness allow for characterizations or efficient recognition algorithms in some cases?,Algorithms & data structures,quarantine,followup,False
TCS-4004,Can the decomposition in Theorem 3 be computed in near linear time?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4022,"In particular, what is the complexity of CSRTAR with c = 2 for chordal graphs?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4042,"If v ∈ Z, at this point, we cannot compute the number of activated neighbours of v exactly as we do not know what neighbours […]",Algorithms & data structures,quarantine,fragment,False
TCS-4046,"The question of matching the (2 + 2)t tO(1) running time bound for join nodes remains open, and a positive answer to this question may […]",Algorithms & data structures,quarantine,followup,False
TCS-4055,"What is the complexity of (C D)-recognition when C and D are any two (possibly identical) classes from the set {Av(2413, 3142), Av(213), Av(231), Av(132), […]",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4060,"More broadly, it is also interesting to see what happens as we allow more than one partial complementation; how quickly can we recognize the class […]",Algorithms & data structures,quarantine,followup,False
TCS-4064,Can we use our idea to obtain an algorithm for SSBP that runs faster than Dijkstra in word RAM model?,Algorithms & data structures,quarantine,followup,False
TCS-4067,"Based on this description, we were also able to answer positively a natural question, which was left open so far: does TimSort runs in O(n […]",Algorithms & data structures,quarantine,fragment,False
TCS-4068,"More ambitiously, what if two stimuli – or existing assemblies, encoding let us say to two parts of a sentence – are projected to another […]",Algorithms & data structures,quarantine,followup,False
TCS-4070,What is the computational complexity of recognizing k-quasiplanar graphs?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4078,"However, the important question about whether finite-memory suffices for the infinite-horizon optimal path problem or infinite memory is needed remains open.",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4083,"More generally, is it true that W (C) = O(W ∗ (C)) for all first-order definable graph properties?",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4088,"Moreover, it remains open to decide if Zadeh’s rule admits Hamiltonian paths on AUSO, a direction suggested by the authors of [1].",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4093,"An interesting next question is the complexity of the reachability problem for two-dimensional BVASS, which we conjecture decidable.",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4100,Closing the gap between the n2 lower bound and n − 1 upper bound remains an open problem.,Algorithms & data structures,quarantine,fragment,False
TCS-4103,We conjecture that the average unordered dag size has the same asymptotic growth.,Algorithms & data structures,quarantine,specialized,False
TCS-4117,"However, we do not know how to generate finite axiomatisations in a systematic way, for every such k.",Algorithms & data structures,quarantine,followup,False
TCS-4125,"We conjecture that the inequality holds for c = 1/3, which would imply Conjecture 20 and the sensitivity conjecture of transitive functions.",Algorithms & data structures,quarantine,specialized,False
TCS-4126,We conjecture that they do not have more than 5.5n − 15 edges.,Algorithms & data structures,quarantine,specialized,False
TCS-4142,"Additionally, even the problem of determining whether PDI admits an algorithm running in time f1 (d) · |G|f2 (d) for computable functions f1 , f2 […]",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4144,"In particular, while we presented asymptotically optimal network design algorithms for a wide range of distributions and while we believe that the entropy is the […]",Algorithms & data structures,quarantine,followup,False
TCS-4150,"We leave two interesting open problems outstanding, namely finding lower bounds for the time needed to decide whether a pattern is k-local, and for matching […]",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4154,"On the other hand, for c = 2, in view of Theorem 15 only the existence of polynomial kernels for DS/2-tdmod on 2-degenerate and 3-degenerate […]",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4159,"The 5th statement shows that improving the non-matching bounds for EC(∩, ×) is as difficult as improving the bounds for MC(∩, ×), which is an […]",Algorithms & data structures,quarantine,fragment,False
TCS-4169,We conjecture that the tight upper bound matches our lower bound n + σ − 2.,Algorithms & data structures,quarantine,followup,False
TCS-4171,We leave it as an open question whether this algorithm is always optimal.,Algorithms & data structures,quarantine,fragment,False
TCS-4172,Finding a way to analyze this hierarchical approach is an open problem.,Algorithms & data structures,quarantine,fragment,False
TCS-4181,"However, we do not know how this network is generated and there is no ground truth graph G∗ .",Algorithms & data structures,quarantine,fragment,False
TCS-4187,Is there a family of non-3-colourable graphs such that any polynomial calculus proof of non-3-colourability using the roots of unity encoding must require large size?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4198,"What is the smallest advice, given by a map oracle, permitting exploration of n-node graphs in time O(n2 )?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4208,Can LCWIS be solved in time O n2−f (|Σ|) for some decreasing function f that yields strongly subquadratic-time algorithms for any constant alphabet size |Σ|?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4214,Can we also obtain a better ratio on other classes using randomization?,Algorithms & data structures,quarantine,followup,False
TCS-4215,"In general, what is the diameter achievable with k shortcuts of equal length?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4224,"Moreover, can the exponential upper bound on the kernel size be decreased to a polynomial upper bound?",Algorithms & data structures,quarantine,followup,False
TCS-4235,Can the lower bound be improved?,Algorithms & data structures,quarantine,fragment,False
TCS-4246,"In our construction, the value of the entry is encoded in its potential, and we leave as an interesting open question how this potential should […]",Algorithms & data structures,quarantine,followup,False
TCS-4261,"The following basic question is still open though: is there a lower bound of Ω(n3/2+ ) edges for some ∈ (0, 1] for 2-additive spanners […]",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4266,"At a higher level, we believe that the definitions and ideas we have introduced here could lead to many interesting questions about optimizing data structures […]",Algorithms & data structures,quarantine,followup,False
TCS-4288,"Regarding the case of words we leave some open questions, the most important of which is if F1 is more succinct than FO2 .",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4292,We conjecture that such graphs are also spanners (in expectation or with high probability) for k large enough.,Algorithms & data structures,quarantine,followup,False
TCS-4325,"Further, the question whether any 2-connected planar graph admits a strongly monotone drawing remains open.",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4337,"We can now finish the proof: X k q≥ α((2r1 ,4dj1 )) (H) (2r1 ,4dj1 )∈V (H) X k ≥ 4d(j1 + 1) + 1 […]",Algorithms & data structures,quarantine,fragment,False
TCS-4339,Perhaps the dependence of the running time on the treewidth of G can be removed: does there exist an algorithm for subgraph isomorphism on planar […],Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4350,"The problem is that we do not know whether the uniform compressed word problem for graph groups (where the input is an independence alphabet (A, […]",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4364,Extending our algorithms to the case |R| > 1 is an open problem relevant for multi-source isocontours and multimodal networks [12].,Algorithms & data structures,quarantine,followup,False
TCS-4376,Which graph properties are testable with sub-linear query complexity?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4378,"Second, what can we say about the non-uniform case?",Algorithms & data structures,quarantine,fragment,False
TCS-4388,Is the effective entropy of unsorted Top-k queries smaller than the effective entropy of sorted Top-k queries on 2D arrays?,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4392,Is there a more efficient recursion stopper that induces fewer branch mispredictions?,Algorithms & data structures,quarantine,followup,False
TCS-4405,What if the query is allowed to increase with σ?,Algorithms & data structures,quarantine,fragment,False
TCS-4408,Does Independent Feedback Vertex Set admit a kernel of size O(k 2 )?,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4410,What is the computational complexity of Matching Cut in graphs of diameter 3?,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4411,How about max-cost upper bounds?,Algorithms & data structures,quarantine,fragment,False
TCS-4417,Is there an O(m)-time algorithm for the BP and BST problems?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4420,"Which assumptions on irrevocability are relevant for practical applications, and which irrevocability components make the problem hard from an online perspective?",Algorithms & data structures,quarantine,followup,False
TCS-4421,"In particular, is the splay tree [17] a mergeable dictionary with such a property?",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4441,"In spite of our results, it remains an open problem for an infinite class of graphs H, whether a subexponential or even a polynomial algorithm […]",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4443,"Two interesting open questions are as follows: (1) For sparse graphs with θ(n) many target sets of size θ(n) the upper bounds are cubic, whereas […]",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4444,"It remains open if it is only those problems with a finite set of obligatory graphs that have this very low advice complexity, or if […]",Algorithms & data structures,quarantine,followup,False
TCS-4445,"Thus, we can conclude our result carries over to the case where for a subset of edges and vertices it is unknown if they appear […]",Algorithms & data structures,quarantine,fragment,False
TCS-4446,"Our results do not rule out the existence of kernels for Constrained Bipartite Vertex Cover with O(kA + kB ) vertices, which we leave as […]",Algorithms & data structures,quarantine,followup,False
TCS-4447,"Although we expect the failure probability for the original cuckoo filter to be at least as good as for the simplified version, we do not […]",Algorithms & data structures,quarantine,followup,False
TCS-4479,"We leave it as an open problem to achieve optimal space bounds, avoiding the O(log log N ) blowup in external memory model.",Algorithms & data structures,quarantine,followup,False
TCS-4505,We leave open the question whether any two straight-line drawings of the same plane graph G can be morphed so that every intermediate drawing has […],Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
