id,title,category,state,reason_code,reason,duplicate_of,source
TCS-6146,BFT Consensus: From Academic Paper to Mainnet (Invited Talk) — Explicit open question on PDF page 1,"Distributed, parallel and sublinear algorithms",quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “We outline the numerous research and engineering challenges we faced at every step of this journey, describe how we addressed some of these challenges …”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2024.3
TCS-6362,Round-Competitive Algorithms for Uncertainty Problems with Parallel Queries — Unresolved-question passage on page 11,"Distributed, parallel and sublinear algorithms",quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “We do not know if this analysis is tight, so it would be worth investigating this question.”.",,https://doi.org/10.4230/LIPIcs.STACS.2021.27
TCS-1275,"In particular we conjecture that analogous to asymptotic consensus in rooted adversaries, the dependency on the dimension d can be removed.","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “In particular we conjecture that analogous to asymptotic consensus in rooted adversaries, the dependency on the dimension d can be removed.”.",,https://doi.org/10.4230/LIPIcs.SAND.2026.10
TCS-1276,We conjecture that randomized algorithms can come closer to the currently best known lower bound of Ω(log n) [17].,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We conjecture that randomized algorithms can come closer to the currently best known lower bound of Ω(log n) [17].”.",,https://doi.org/10.4230/LIPIcs.SAND.2026.6
TCS-1321,"Combining this strong tool with other useful sketching and sampling techniques known in the streaming literature, can we resolve the streaming complexities of important tournament […]","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Combining this strong tool with other useful sketching and sampling techniques known in the streaming literature, can we resolve the streaming complexities of important …”.",,https://doi.org/10.4230/LIPIcs.ESA.2026.156
TCS-1330,"For instance, we leave open whether Gps can be adopted to Gillespie simulations [10] of chemical reaction networks in the same spirit as [15] did […]","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “For instance, we leave open whether Gps can be adopted to Gillespie simulations [10] of chemical reaction networks in the same spirit as [15] …”.",,https://doi.org/10.4230/LIPIcs.ESA.2026.19
TCS-1589,Whether protocols that rely on P or ♢P can be systematically translated to use ∼ P – preserving their guarantees w.h.p.– remains an open question.,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Whether protocols that rely on P or ♢P can be systematically translated to use ∼ P – preserving their guarantees w.h.p.– remains an open …”.",,https://doi.org/10.4230/LIPIcs.DISC.2025.28
TCS-1591,"First, extending auditability to a broader range of shared objects beyond registers and LL/SC remains an open challenge.","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “First, extending auditability to a broader range of shared objects beyond registers and LL/SC remains an open challenge.”.",,https://doi.org/10.4230/LIPIcs.DISC.2025.8
TCS-1781,Can stronger lower bounds be established for networks with higher degrees?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Can stronger lower bounds be established for networks with higher degrees?”.",,https://doi.org/10.4230/LIPIcs.DISC.2025.22
TCS-1782,What is the solution of it for agents with restricted tanks and how large tanks are needed?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “What is the solution of it for agents with restricted tanks and how large tanks are needed?”.",,https://doi.org/10.4230/LIPIcs.DISC.2025.33
TCS-1835,"It is intriguing to explore the issue of “optimality” further, e.g., can one argue that no algorithm can use less strong synchronization?","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “It is intriguing to explore the issue of “optimality” further, e.g., can one argue that no algorithm can use less strong synchronization?”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2025.33
TCS-1856,"More specifically, we are curious if SubseqSketch is an LSH, and if so, does it offer better hash collision probabilities?","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “More specifically, we are curious if SubseqSketch is an LSH, and if so, does it offer better hash collision probabilities?”.",,https://doi.org/10.4230/LIPIcs.WABI.2025.7
TCS-1879,"In future work, it would be interesting to establish a lower bound revealing whether this locking time bound is tight; if so, it remains an […]","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “In future work, it would be interesting to establish a lower bound revealing whether this locking time bound is tight; if so, it remains …”.",,https://doi.org/10.4230/LIPIcs.SAND.2025.15
TCS-1979,We leave open the question of whether the O(cd) dependency can be improved to O(c + d) (see Problem 3 in Section 5 for more).,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We leave open the question of whether the O(cd) dependency can be improved to O(c + d) (see Problem 3 in Section 5 for …”.",,https://doi.org/10.4230/LIPIcs.DISC.2024.24
TCS-2049,"While for curves streaming algorithms for simplification are known, it remains open is to find such an algorithm that works in O(ℓ) space.","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “While for curves streaming algorithms for simplification are known, it remains open is to find such an algorithm that works in O(ℓ) space.”.",,https://doi.org/10.4230/LIPIcs.SWAT.2024.18
TCS-2059,"Generally, it is not known whether Marçais’ lower bound is close to the true optimal density, although we conjecture it is not.","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Generally, it is not known whether Marçais’ lower bound is close to the true optimal density, although we conjecture it is not.”.",,https://doi.org/10.4230/LIPIcs.WABI.2024.11
TCS-2161,Can HashExt be optimized to achieve O(nL) bit complexity for a wider range of proposal sizes L?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Can HashExt be optimized to achieve O(nL) bit complexity for a wider range of proposal sizes L?”.",,https://doi.org/10.4230/LIPIcs.DISC.2024.14
TCS-2162,"In particular, what could (t) be said for sets of failure patterns Φ other than Φall ?","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “In particular, what could (t) be said for sets of failure patterns Φ other than Φall ?”.",,https://doi.org/10.4230/LIPIcs.DISC.2024.47
TCS-2222,"In particular, can we improve the round complexity to O(log2 n) rounds while keeping Õ(n) communication?","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “In particular, can we improve the round complexity to O(log2 n) rounds while keeping Õ(n) communication?”.",,https://doi.org/10.4230/LIPIcs.ITCS.2024.42
TCS-2280,A natural next step would be to investigate the removal of agents: can a protocol provide guarantees in the case that a small number of […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “A natural next step would be to investigate the removal of agents: can a protocol provide guarantees in the case that a small number …”.",,https://doi.org/10.4230/LIPIcs.DISC.2024.17
TCS-2383,"Actually, it remains open whether by assuming just one common direction is enough for solving the problem.","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Actually, it remains open whether by assuming just one common direction is enough for solving the problem.”.",,https://doi.org/10.4230/LIPIcs.DISC.2023.45
TCS-2442,We conjecture that there are reductions between DenyList and and registers with atomic audit.,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We conjecture that there are reductions between DenyList and and registers with atomic audit.”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2023.4
TCS-2496,"Furthermore, it may be interesting to relax the assumptions of instantaneous fault detection and recovery (of the protocol), to investigate whether the assumption of digitally […]","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Furthermore, it may be interesting to relax the assumptions of instantaneous fault detection and recovery (of the protocol), to investigate whether the assumption of …”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2023.18
TCS-2522,"We conjecture that, in any of the above cases, agents cannot solve the problem or require more total number of moves than the proposed algorithms.","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We conjecture that, in any of the above cases, agents cannot solve the problem or require more total number of moves than the proposed …”.",,https://doi.org/10.4230/LIPIcs.SAND.2023.2
TCS-2601,"It would be interesting to know whether the equivalence between the two techniques holds for arbitrary colorless tasks, and not only for the 1-dimensional ones, […]","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “It would be interesting to know whether the equivalence between the two techniques holds for arbitrary colorless tasks, and not only for the 1-dimensional …”.",,https://doi.org/10.4230/LIPIcs.DISC.2023.4
TCS-2614,We do not know whether this can be generalized to k-partial k-coloring every graph for which there exist a k-partial coloring using a palette with […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We do not know whether this can be generalized to k-partial k-coloring every graph for which there exist a k-partial coloring using a palette …”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2023.30
TCS-2761,"We leave as an open question whether for matroids more general than considered in the paper, a larger τ can always yield the kernel.","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We leave as an open question whether for matroids more general than considered in the paper, a larger τ can always yield the kernel.”.",,https://doi.org/10.4230/LIPIcs.SWAT.2022.27
TCS-2780,We do not know if there is an alternative encoding for order-preserving matching that fulfills the condition and is computationally as cheap as the nearest […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We do not know if there is an alternative encoding for order-preserving matching that fulfills the condition and is computationally as cheap as the …”.",,https://doi.org/10.4230/LIPIcs.CPM.2022.28
TCS-2852,Understanding this variant of Avalanche remains open and is subject of future work.,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Understanding this variant of Avalanche remains open and is subject of future work.”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2022.10
TCS-2869,"If so, could we lower the energy requirement by allowing slightly smaller throughput, and if so, how much smaller?","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “If so, could we lower the energy requirement by allowing slightly smaller throughput, and if so, how much smaller?”.",,https://doi.org/10.4230/LIPIcs.DISC.2022.17
TCS-2924,Does a similar tradeoff hold for the dynamic size counting problem?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Does a similar tradeoff hold for the dynamic size counting problem?”.",,https://doi.org/10.4230/LIPIcs.SAND.2022.13
TCS-3087,"Similarly, we conjecture that Twins can cover timing violations in a class of “lock-step” synchronous protocols.","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Similarly, we conjecture that Twins can cover timing violations in a class of “lock-step” synchronous protocols.”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2021.7
TCS-3093,"We remark that it uses instances with optk = 1, and we do not know how to scale it to larger values of optk .","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We remark that it uses instances with optk = 1, and we do not know how to scale it to larger values of optk …”.",,https://doi.org/10.4230/LIPIcs.STACS.2021.27
TCS-3150,"However, many interesting collective behaviors for programmable matter require movement, and it remains an open problem to identify if any of these algorithms satisfy monotonicity.","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “However, many interesting collective behaviors for programmable matter require movement, and it remains an open problem to identify if any of these algorithms satisfy …”.",,https://doi.org/10.4230/LIPIcs.DISC.2021.20
TCS-3326,We conjecture that a characterization is possible for an extension with randomness covering at least the Ben-Or algorithm.,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We conjecture that a characterization is possible for an extension with randomness covering at least the Ben-Or algorithm.”.",,https://doi.org/10.4230/LIPIcs.CONCUR.2020.9
TCS-3377,"What, if any, is the connection between RME and abortable mutual exclusion?","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “What, if any, is the connection between RME and abortable mutual exclusion?”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2020.15
TCS-3434,"While we derive similar bounds for Byzantine failures, it remains open if these are optimal or can be further improved.","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “While we derive similar bounds for Byzantine failures, it remains open if these are optimal or can be further improved.”.",,https://doi.org/10.4230/LIPIcs.DISC.2020.23
TCS-3435,The question whether it is possible to relax this bound to allow better resilience remains open.,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “The question whether it is possible to relax this bound to allow better resilience remains open.”.",,https://doi.org/10.4230/LIPIcs.DISC.2020.25
TCS-3469,"Can they provide good estimates for the TWF policies, and if so, how much benefit can they bring?","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Can they provide good estimates for the TWF policies, and if so, how much benefit can they bring?”.",,https://doi.org/10.4230/LIPIcs.DISC.2020.14
TCS-3559,While the construction techniques presented in this paper can be easily extended to upper bound the access cost of some parameter values outside the merge […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “While the construction techniques presented in this paper can be easily extended to upper bound the access cost of some parameter values outside the …”.",,https://doi.org/10.4230/LIPIcs.ITCS.2020.66
TCS-3620,Can Chaink be used to form novel lower bounds for other kinds of problems?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Can Chaink be used to form novel lower bounds for other kinds of problems?”.",,https://doi.org/10.4230/LIPIcs.ICALP.2019.45
TCS-3723,Can we find any problem that can uses the benefit of bounded clique-width?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Can we find any problem that can uses the benefit of bounded clique-width?”.",,https://doi.org/10.4230/LIPIcs.DISC.2019.25
TCS-3725,Are there resilient asynchronous algorithms that solve the problem for non-chordal graphs?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Are there resilient asynchronous algorithms that solve the problem for non-chordal graphs?”.",,https://doi.org/10.4230/LIPIcs.DISC.2019.29
TCS-3767,How can we extend the class of graphs on which we can solve MVC and MIS within a small approximation factor even further?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “How can we extend the class of graphs on which we can solve MVC and MIS within a small approximation factor even further?”.",,https://doi.org/10.4230/LIPIcs.MFCS.2019.21
TCS-3784,We leave as an open question whether this challenge can be overcome with poly(log ∆) overhead. “Backtracking” on faulty progress has been the subject of […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We leave as an open question whether this challenge can be overcome with poly(log ∆) overhead. “Backtracking” on faulty progress has been the subject …”.",,https://doi.org/10.4230/LIPIcs.DISC.2019.10
TCS-3793,We leave it as an open problem to determine whether these guarantees can also be extended to wise processes for asymmetric reliable broadcast and the […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We leave it as an open problem to determine whether these guarantees can also be extended to wise processes for asymmetric reliable broadcast and …”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2019.7
TCS-3803,"Can we improve it, even at the cost of some constant congestion in the path P (i.e., allow P to visit every vertex a constant […]","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Can we improve it, even at the cost of some constant congestion in the path P (i.e., allow P to visit every vertex a …”.",,https://doi.org/10.4230/LIPIcs.ESA.2019.72
TCS-3813,Are there any deterministic algorithms for the case where Minit and Oinit are even (such solutions would have to avoid starting or ending up in […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Are there any deterministic algorithms for the case where Minit and Oinit are even (such solutions would have to avoid starting or ending up …”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2019.27
TCS-4034,"We do not have a lower bound demonstrating that this particular trade-off is necessary, so the exact complexity of simulating allocate-on-update in the simpler allocate-on-access […]","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We do not have a lower bound demonstrating that this particular trade-off is necessary, so the exact complexity of simulating allocate-on-update in the simpler …”.",,https://doi.org/10.4230/LIPIcs.DISC.2018.8
TCS-4059,Another open question concerns the role of leaders in a dynamic network: does the existence of a leader could be useful for achieving or improving […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Another open question concerns the role of leaders in a dynamic network: does the existence of a leader could be useful for achieving or …”.",,https://doi.org/10.4230/LIPIcs.STACS.2018.20
TCS-4095,We conjecture that similar negative results hold for convergence for leaderless population protocols.,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We conjecture that similar negative results hold for convergence for leaderless population protocols.”.",,https://doi.org/10.4230/LIPIcs.ICALP.2017.141
TCS-4119,How many agents are needed and what would be the speedup?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “How many agents are needed and what would be the speedup?”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2017.14
TCS-4141,We do not know whether the factor 2 is tight for the ASTRAL algorithm - we conjecture that ASTRAL can actually achieve a better approximation […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We do not know whether the factor 2 is tight for the ASTRAL algorithm - we conjecture that ASTRAL can actually achieve a better …”.",,https://doi.org/10.4230/LIPIcs.CPM.2017.28
TCS-4230,Is there a more general definition than the existence of an inhibitory protocol?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Is there a more general definition than the existence of an inhibitory protocol?”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2017.29
TCS-4247,The first is to understand whether better performance is possible for approximate one-round walks in weighted symmetric load balancing games (we conjecture this is not […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “The first is to understand whether better performance is possible for approximate one-round walks in weighted symmetric load balancing games (we conjecture this is …”.",,https://doi.org/10.4230/LIPIcs.ESA.2017.17
TCS-4290,We leave open the problem of determining whether one can get an improved approximation ratio when the parameter m is “small”.,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We leave open the problem of determining whether one can get an improved approximation ratio when the parameter m is “small”.”.",,https://doi.org/10.4230/LIPIcs.ESA.2016.41
TCS-4346,We conjecture that the claim of Theorem 5 is also true for f = 2 and 3f + 1 ≤ n < (d + 1)f […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We conjecture that the claim of Theorem 5 is also true for f = 2 and 3f + 1 ≤ n < (d + …”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2016.26
TCS-4546,What kind of functors may we apply to general tasks?,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “What kind of functors may we apply to general tasks?”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2015.13
TCS-4562,"We leave as an open problem whether a similar approach can be applied to our algorithm, which produces a bicriteria solution with between k and […]","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We leave as an open problem whether a similar approach can be applied to our algorithm, which produces a bicriteria solution with between k …”.",,https://doi.org/10.4230/LIPIcs.FSTTCS.2015.350
TCS-4570,This raises an interesting question for future work: can we efficiently implement mutable priorities in the more scalable skip list-based priority queues without compromising on […],"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “This raises an interesting question for future work: can we efficiently implement mutable priorities in the more scalable skip list-based priority queues without compromising …”.",,https://doi.org/10.4230/LIPIcs.OPODIS.2015.15
TCS-4606,"Although it seems that such restrictions can be relaxed to encompass a small amount of recomputation or input replication, it is an open question to […]","Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Although it seems that such restrictions can be relaxed to encompass a small amount of recomputation or input replication, it is an open question …”.",,https://doi.org/10.4230/LIPIcs.STACS.2014.627
TCS-5262,Dynamic and Streaming Algorithms for Union Volume Estimation — Explicit open question on PDF page 6,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “A question remains: how to enumerate the points of X ∩ R(l) for a given object X and for our implicitly represented set R(l) …”.",,https://doi.org/10.4230/LIPIcs.SoCG.2026.12
TCS-5323,A Coinductive Representation of Computable Functions — Unresolved-question passage on page 14,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Does the normal form theorem extend to computable corecursive functions?”.",,https://doi.org/10.4230/LIPIcs.CALCO.2025.7
TCS-5428,The GaussianSketch for Almost Relative Error Kernel Distance — Explicit open question on PDF page 5,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “They leave open whether this can be removed or reduced while maintaining only roughly nnz(X) dependence on X.”.",,https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2020.12
TCS-5449,When to Give up on a Parallel Implementation — Explicit open question on PDF page 2,"Distributed, parallel and sublinear algorithms",quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “They conjecture that the ability to delay or cancel choices should allow for more competitive online algorithms, but leave open the problem of finding …”.",,https://doi.org/10.4230/LIPIcs.ITCS.2025.87
