review_order	id	title	area	confidence	type	action	retain_id	scope_alignment_required	reason	sha256
170	TCS-3839	Exponential matrix-monoid bounds for affine integer VASS	Semantics, logic and verification	medium	quantitative_refinement	propose_removal		False	An exponential bound on finite matrix-monoid representations improves a reduction's size in affine integer VASS. The principal affine reachability and counter-system decidability barriers take priority.	919bf87b628b48f33bd434e04ebe75257aaae61598a2a8013209d7ec6442e313
171	TCS-3865	Exponential complementation cost for unambiguous automata	Automata and formal languages	medium	cluster_overlap	propose_removal		False	Exponential unambiguous-automaton complementation cost is the proposed hard endpoint of the broader gap-closing target TCS-0128. Keep that endpoint and source as context there, rather than another card for the same conversion programme; no equality of the two propositions is claimed.	c04ceadfda655e6dbdfc1e93c92e7c14bffa40c2ed82347c2d555f4851081ffd
172	TCS-3871	Private randomness in algorithmic mutual-information protocols	Communication complexity and Boolean function analysis	medium	model_variant	propose_removal		False	Replacing shared randomness by private randomness in the source's algorithmic mutual-information protocol adds a resource-convention variant of one operational characterization.	90f12e48e246bb1a25b37ac53f4b0f2ce6738d40e54fb268d049052d0c4e0d16
173	TCS-3873	SDD versus d-SDNNF succinctness	Computational complexity	medium	model_variant	propose_removal		False	SDD versus deterministic structured-DNNF succinctness compares two closely related compiled representations. More general knowledge-compilation closure and representation barriers take priority.	e4cdd2ccf38a02153dab4b86fbc0db8b7c88a24c3351ddee277370ee68ed7136
174	TCS-3892	CONGEST lower bounds for all-pairs spanner construction	Distributed, parallel and sublinear algorithms	medium	model_variant	propose_removal		False	CONGEST construction lower bounds for all-pairs additive spanners add another bandwidth-restricted realization of the spanner programme. Prefer its main sparsity limits and broader distributed graph barriers.	59c5778ae5d0853507d3dfb6e5a6a70a2e5aa2ec2c8b6d913a5f744446d85031
175	TCS-3894	Polynomial-state leaderless protocols for linear inequalities	Distributed, parallel and sublinear algorithms	medium	model_variant	propose_removal		False	Polynomial-state leaderless population protocols for systems of inequalities ask for succinct implementation in a particular initialization model. General population-protocol and arithmetic-computation limits take priority.	b9b777aab6c379c9bc5525b9de8cab601ecb7dfc48526d324e48305fb61f3d32
176	TCS-3915	Transductions of bounded-expansion relational classes	Structural graph theory	medium	model_variant	propose_removal		False	Extending a bounded-expansion transduction characterization from graphs to general relational structures broadens one structural framework by signature arity. Other core graph-structure and finite-model-theory barriers have greater marginal coverage.	1e6f3ae3b3f42c57f199dff9199008cc2a2e80e658632a525bea3abac7ce1c97
177	TCS-3945	MA versus AM proofs of proximity	Property testing and distribution learning	medium	quantitative_refinement	propose_removal		False	Matching a particular quadratic MA-versus-AM proximity-proof separation sharpens the size of an already studied interaction gap. Broader proof-model separations have greater marginal coverage.	5bb19bf6a0220040bcfd38f5392a531a67e506813865d4d12a6d6a8a56df0af0
178	TCS-3960	Earthmover-resilient testing versus tolerant testing	Property testing and distribution learning	medium	model_variant	propose_removal		False	Separating ordinary and tolerant testing specifically under earthmover resilience introduces a specialized robustness condition on ordered structures. General tolerant-testing boundaries take priority.	a06453bd5e19519761f03787c9c7775d07218a28b5d43baefe83005eb27b6950
179	TCS-3962	MCSP-oracle algorithms for NP from SAT in P/poly	Computational complexity	medium	method_specific	propose_removal		False	The implication from small SAT circuits to NP algorithms with an MCSP oracle is a conditional algorithmic route. Prefer the primary circuit-minimization and nonuniform-complexity barriers.	c43e9008aa6ced9221108c5e71d7968fcafd85a645a3e670cfa10e2a17042b17
180	TCS-4006	Intermediate sliding-window space for context-free languages	Distributed, parallel and sublinear algorithms	medium	quantitative_refinement	propose_removal		False	The target fills the interval between squared-logarithmic and linear sliding-window space for deterministic context-free languages. This is a finer landscape question inside a specialized access model.	192dd88e3b787256e262e7398a7210445e3c4cf8b0b20aa8cefae07c50bc7206
181	TCS-4030	Sample optimality of log-concave maximum likelihood	Property testing and distribution learning	medium	method_specific	propose_removal		False	Sample optimality of the log-concave MLE in dimensions at least four evaluates a particular estimator. General density-learning limits and computational tractability are broader targets.	ac3ecebffe1e2f9f79d7c61603ff0003a9c254ea16cadefec57db339ad623a84
182	TCS-4061	UGC hardness of homology localization	Computational geometry and metric spaces	medium	model_variant	propose_removal		False	UGC-based constant-factor hardness for surface homology localization with a factor-dependent coefficient group combines a specific topological objective and algebraic convention. Broader approximation and topology barriers take priority.	0f0209fb60905b675c89a4eb7bc5f64b284d36d1ba2188f39d82ebdd90246cac
183	TCS-4072	Characterizing functors with disjunctive bases	Semantics, logic and verification	medium	model_variant	propose_removal		False	Classifying coalgebraic functors that admit a disjunctive basis asks when one modal normal-form framework applies. Broader modal expressiveness, equivalence and decidability principles have greater marginal coverage.	580b6707655659dd64021d4287457ad3b605d69c4781b61c9125a6e34b3dbafe
184	TCS-4081	Complete axiomatization of expanding intuitionistic temporal logic	Semantics, logic and verification	medium	model_variant	propose_removal		False	Complete axiomatization of the decidable expanding intuitionistic temporal logic adds a deduction-system target for one temporal semantics. Broader logical decidability and constructive-proof barriers take priority.	4d362a4f339780147a250fb2441a9f404551e19d3e1873762b826dcca6231a2f
185	TCS-4121	Distributed Tree Augmentation below factor two	Distributed, parallel and sublinear algorithms	medium	model_variant	propose_removal		False	Beating factor two for distributed Tree Augmentation adds a communication-model restriction to a particular approximation objective. Broader approximation and resilient-network barriers are stronger representatives.	1334d80577884b93af5e9872879653706adc956a4e55181ea4ede747a454d870
186	TCS-4124	Modular separability versus VAS reachability	Semantics, logic and verification	medium	model_variant	propose_removal		False	Comparing modular-separator hardness with full VAS reachability studies one restricted periodic invariant language. The main reachability and invariant-synthesis barriers take priority.	d565068ad801539a16e66ae21578f8c476a5a95ee1d978aa736c06a3ea4e8caf
187	TCS-4132	Regret for online full permutations	Online algorithms	medium	quantitative_refinement	propose_removal		False	The exact regret rate for full-permutation bandit ranking fills one boundary case of a combinatorial-feedback analysis. Broader combinatorial bandit and online assignment targets have greater marginal coverage.	ffc00cc9588f0479b4e8037f5499994efe2bdd6922bba300f44ce6a90678e9e0
188	TCS-4134	Computing the self-directed learning mistake bound	Learning theory	medium	specialized_target	propose_removal		False	Computing the self-directed mistake bound is another meta-problem for a particular learning dimension. Prefer the main statistical and computational learnability characterizations.	5ba4691c3460a012c768a9b50cd8ed8f32f6c12f618d8eefd5e996c5e4f824a9
189	TCS-4194	Small approximate Voronoi diagrams of flats	Computational geometry and metric spaces	medium	construction_variant	propose_removal		False	An O(n^(k+1))-size approximate Voronoi diagram for affine flats asks for one global representation at a precise size scale. Broader nearest-neighbor and geometric-search barriers take priority.	6810d6d00cebb143f2a3d76a9002e06645355c57835a4dedcbd8a3a19a41c3f5
190	TCS-4202	Group isomorphism via asymmetric groups	Algebraic computation	medium	method_specific	propose_removal		False	Reducing group isomorphism to asymmetric instances investigates one normalization route. The unrestricted finite-group isomorphism target is a stronger representative of the main computational obstacle.	6355a1344109dc9c7b7f854a8345bed434b92c7c1f37c561570a19fd7e91534f
191	TCS-4203	Cycle Packing in 2^(O(k log k)) time	Parameterized and exact algorithms	medium	quantitative_refinement	propose_removal		False	The 2^(O(k log k)) Cycle Packing target sharpens parameter growth for one exact graph problem. Larger tractability and directed-cycle barriers take priority.	cb789b6b417d3a02b34ca955084c4233cceb7e62e7f47cb37a196a43b34c15f7
192	TCS-4221	Sum-of-squares automatability on the Boolean cube	Proof complexity	medium	model_variant	propose_removal		False	Sum-of-squares automatability specifically after replacing interval constraints by Boolean equalities isolates a domain restriction within a proof-search framework. Broader automatability barriers provide more coverage.	2f69016eeb24b0697470559359cb7353026062e2be3f847aed00a1e82ac50625
193	TCS-4236	Hyperbolic-geodesic realizability of combinatorial immersions	Computational geometry and metric spaces	medium	specialized_target	propose_removal		False	Recognizing curve immersions realizable as geodesics for some hyperbolic metric is a specialized geometric realization problem. The saved motivation has less computational reach than the main geometric primitives.	86665c53750dcd7042fb0a0908de9f0a60050546f478dae28a6d7b68ece5113e
194	TCS-4249	Existence of committees with justified representation	Algorithmic game theory, mechanism design and fair division	medium	model_variant	propose_removal		False	Existence for the paper's particular justified-representation variant adds another fairness axiom to the allocation and voting cluster; the saved motivation does not show why this variant deserves a separate benchmark place.	6cdbdd2697e1f7e1977f665d12895cca52b39adaae95e8843c0b3eafac31bb4c
195	TCS-4261	Super-n^(3/2) lower bounds for fault-tolerant additive spanners	Algorithms & data structures	medium	quantitative_refinement	propose_removal		False	The requested super-n^(3/2) bound fixes additive error two and one failure. It is another precise point in the fault-tolerant spanner tradeoff, with less marginal coverage than the principal spanner questions.	c7558fb33523e9244e75fcdd1388f6554fea8f8ad5538a3638d68cf48261fd6b
196	TCS-4268	Intermediate complexity of constant-gap MCSP	Computational complexity	medium	quantitative_refinement	propose_removal		False	Extending intermediate-complexity evidence to a fixed epsilon in the source's Gap MCSP parameterization refines a particular approximation regime. Retain the main MCSP classification and hardness questions.	a5dbdb16dc32b5b8b5789e181e8dfe4ef881bf6b12fe25979b9a2e77a6d1ce00
197	TCS-4269	Flip distance of labeled triangulations	Computational geometry and metric spaces	medium	model_variant	propose_removal		False	Shortest flip sequences that transport edge labels add an identity-preservation constraint to triangulation reconfiguration. Prefer the more general geometric and topological transformation barriers.	50ca2e8068b5254a14ded4730617d49562cf3edbb3fd41a62548eb49d99ac7e7
198	TCS-4307	Dynamic maintenance of ECRPQs	Dynamic graph algorithms	medium	model_variant	propose_removal		False	Dynamic maintenance of extended conjunctive regular path queries adds a specialized navigational query language to the dynamic-logic cluster. Broader dynamic reachability and query-maintenance principles have greater marginal coverage.	d7960194facdef5800faee546ed59f0193016d0601d91dce607aebf18aca1824
199	TCS-4317	Subexponential reductions from Feedback Vertex Set to 3-SAT	Fine-grained complexity	medium	method_specific	propose_removal		False	A subexponential reduction family from Feedback Vertex Set to 3-SAT is a particular transfer within ETH-based graph algorithms. The principal graph-cycle and hypothesis-relationship questions have broader coverage.	338a1281f62ac738b0f3bd8688f4dd7f0ab1cb4d75ad7ac82a91661f1f9cc4f0
200	TCS-4320	Weak versus Lutz PSPACE randomness	Computability and algorithmic information	medium	model_variant	propose_removal		False	Weak versus Lutz polynomial-space randomness compares two resource-bounded randomness definitions. The saved motivation is primarily internal to the analysis-inspired weak definition.	5c4a8d5d04497244b3b7b22817bb71c39879af8daae9b995188f81583849f8da
201	TCS-4336	Characterizing large token-reconfiguration thresholds	Structural graph theory	medium	model_variant	propose_removal		False	The converse characterization for large token-addition/removal thresholds concerns a specific independent-set reconfiguration measure. General reconfiguration complexity and structural tractability barriers take priority.	f3f2924b42282a9af6b9d9a6be5cc747a94a3b9d745fbe0975de5c2f71c887ad
202	TCS-4339	Planar subgraph isomorphism without treewidth dependence	Parameterized and exact algorithms	medium	model_variant	propose_removal		False	Removing host-treewidth dependence from a planar subgraph-isomorphism bound fills a structural case left by the source's embedding algorithm. General subgraph-isomorphism and planar complexity barriers have broader coverage.	f688da75bd4f269aabc21db94dad38ddefc0df12fe287001315e827589f25a3c
203	TCS-4365	Decidability of strong homomorphisms and embeddings	Database theory and finite model theory	medium	model_variant	propose_removal		False	Strong homomorphisms and embeddings between first-order definable structures add map-preservation conventions to the source's decidable injective case. General homomorphism and definability barriers have broader coverage.	c2b1072e2145eb2c0c37476b3ca75de7bec4c2238e854e8f7f7dbd6f85a372be
204	TCS-4369	Tractable enumeration for well-designed pattern trees	Counting and enumeration	medium	model_variant	propose_removal		False	The conjecture fills one remaining tractability case for well-designed pattern-tree enumeration. Its saved motivation is a specialist query-model classification rather than a wider enumeration principle.	1e118a2b6b7d038a8a7f00cd8322064c0040f1101e0d06e9f3783fef57a62763
205	TCS-4393	Online nonpreemptive scheduling without speed augmentation	Online algorithms	medium	method_specific	propose_removal		False	Replacing speed augmentation by a new rejection rule asks how to extend the source's nonpreemptive scheduling guarantees. The main scheduling approximability and online feasibility barriers take priority.	ed07200900a295688bceb79c1c097f7009c80cd785f4de1bc5aac8ab92eece4e
206	TCS-4404	Linear-size cylindrical grids from planar directed treewidth	Structural graph theory	medium	quantitative_refinement	propose_removal		False	Removing a polylogarithmic loss in planar directed grid/crossbar size sharpens a routing-oriented structural theorem. General directed grid and disjoint-path barriers provide broader coverage.	6d79020deb29b2cbd7db4e06109b77d44b791e4e70cd9017b65bf7f26b77a033
207	TCS-4427	Recognizing k-isohedral polyomino tilings	Computational geometry and metric spaces	medium	model_variant	propose_removal		False	Efficient recognition of k-isohedral polyomino tilings fixes a particular symmetry-orbit convention. General tiling decidability and geometric recognition questions have broader coverage.	839b59b6f0f294900f1296fc6598428a7373b6c4af927d4a05be1bbb12f1b244
208	TCS-4449	Instance-wise adaptation cost in fixed-budget best-arm identification	Online algorithms	medium	quantitative_refinement	propose_removal		False	Adapting to easier gap profiles after a worst-case best-arm adaptation lower bound is an additional instance-level refinement. General finite-budget identification and optimal exploration remain represented.	ef44706409c28f4da07c8afc75252017764f332aed4db4a9b972baccc0f4cb50
209	TCS-4466	Efficiently reducing negations in Boolean formulas	Computational complexity	medium	method_specific	propose_removal		False	An efficient negation-reduction transformation for formulas is a constructive follow-up to the source's existence arguments. Broader formula power and limited-negation lower bounds take priority.	2828a227f113196f181655138c22d80dc397fd67aec012a8ad49629c45513812
210	TCS-4469	qq-QAM versus BP·PP	Quantum computation	medium	model_variant	propose_removal		False	The BP·PP upper bound for qq-QAM is a further containment for a specific two-quantum-message proof convention. Broader quantum interactive-proof class comparisons take priority.	2c79618a2cabbfc640e6dfa2a37da0f7d51a1ad6e7c03dd4a38aa18c74ff2da0
211	TCS-4478	Decidability of one-counter strategy-logic model checking	Semantics, logic and verification	medium	model_variant	propose_removal		False	Decidability of the Boolean-goal one-counter Strategy Logic fragments adds a specialized strategic logic to the infinite-state verification cluster. Broader counter-system and game-solving barriers have greater marginal coverage.	ad6d2a30ee3f6cef68d605f750717d329d42fec4d0a285cff0ee5a1978288089
212	TCS-4491	Concatenation closure of real-time cellular-automaton languages	Automata and formal languages	medium	model_variant	propose_removal		False	Concatenation closure under the exact real-time budget of one-dimensional cellular automata adds a timing-and-dimension-specific closure question to broader automata and parallel-computation targets.	d8ff8b7a8cbd68d47069a6f714c774656d7aa6ca870e9d50df9fbad21a338dbd
213	TCS-4505	Geometric constraints in planar morphing	Computational geometry and metric spaces	medium	quantitative_refinement	propose_removal		False	Polynomial geometric size throughout a planar morph adds numerical control to an existing transformation programme. It is lower priority than the main feasibility and complexity barriers for geometric transformations.	388431b48ef74aba337f77e93fefe54487550579ebc3835c0935b0844a8d5963
214	TCS-4509	Quantum money with exponentially many classical verifications	Quantum computation	medium	quantitative_refinement	propose_removal		False	Exponentially many classical verifications of secret-key quantum money optimizes lifetime under a particular verification interface and security convention. General quantum-money existence and verification barriers have broader coverage.	773beee2c52944ab2652bd905a783eb8f66b256a0cf78b30eec324be6247edc6
215	TCS-4515	Existence of weak subgame-perfect equilibria	Algorithmic game theory, mechanism design and fair division	medium	model_variant	propose_removal		False	The selected target weakens permitted deviations for a particular infinite-game class. Prefer broad equilibrium-existence and computation barriers over this additional stability convention.	d6c49b240a0ec5e743802dabdb1a385154391aa9a6cd870a963a6ebd3cfc0907
216	TCS-4522	Quantum–classical communication gaps at I = 0	Communication complexity and Boolean function analysis	medium	model_variant	propose_removal		False	The maximum quantum–classical gap under the source's zero-information distribution restriction adds a specialized distributional convention to the general communication-separation targets.	c2ee9ecff258c9100639aea2158f7c50ba56797568ca8f71d297f9bd226bf5af
217	TCS-4528	Constant-space Cutting Planes with polynomial coefficients	Proof complexity	medium	model_variant	propose_removal		False	Constant Cutting Planes line space with polynomial coefficients combines two restrictions on proof storage. The broader total-space and encoded-proof-size questions give better marginal coverage.	bc8b3b9653c5d13913269ba6fbc281cbfe974f924b1cffc40662a40ec0b3bd5f
218	TCS-4535	Conjunctive positive query evaluation on finite groups	Database theory and finite model theory	medium	model_variant	propose_removal		False	Evaluating conjunctive positive queries on finite groups fixes both a logical fragment and an algebraic input class. General group computation and query-evaluation barriers take priority.	4d482dc3dba5733e076fab288f941e18d4e02efd5b101b37b15bee288024142b
219	TCS-4551	Superpolynomial multi-k-ic formula lower bounds	Algebraic computation	medium	model_variant	propose_removal		False	Multi-k-ic formulas interpolate between restricted arithmetic models. Keep broad formula and multilinear-circuit lower bounds before adding another syntactic individual-degree restriction.	11b7e12ad73e1e23e340f8c716eba9f9f96e7147280f9ea150902b8f67a29ab2
220	TCS-4563	Containment of Datalog in regular queries	Database theory and finite model theory	medium	model_variant	propose_removal		False	Containment of Datalog inside regular graph queries is a specific cross-language verification target. Broader query-rewritability and recursive-language decision barriers provide more coverage.	3e568549096b8cedd66c13b6a9a707c9aae8b51e926f993298b77886b776d687
221	TCS-4572	Efficient list decoding of general Gabidulin codes	Coding and information theory	medium	construction_variant	propose_removal		False	List decoding unrestricted Gabidulin codes, conditional on manageable list size, is a code-family-specific algorithmic target. General list-decoding and coding-rate barriers take priority in the smaller pool.	e9b2b439d75dad6c534379048d53d86bcb231a3ead86b58e9c64579fb035f8a5
222	TCS-4586	Instance-optimal quantum oracle identification	Quantum computation	medium	quantitative_refinement	propose_removal		False	Instance-optimal quantum oracle identification refines worst-case candidate-count and input-length bounds for a particular known hypothesis set. General quantum learnability and query-power barriers have broader coverage.	888323a94887856d2fcbf5348d5dd910bdce0145aa8266bd457f4f56ffa1795f
223	TCS-4621	Optimal Littlestone-dimension bounds for multiclass bandits	Learning theory	medium	quantitative_refinement	propose_removal		False	Sharp realizable and agnostic bandit bounds in terms of label count and Littlestone dimension refine an existing feedback-cost programme. The broader price-of-bandit-information target remains represented.	5adaacb66fa56c2c0633528095fdc6c1e8be05d343573c9ee0d976f275818e6f
224	TCS-4647	Approximate-degree lower bounds for depth-two AC⁰[⊕]	Communication complexity and Boolean function analysis	medium	model_variant	propose_removal		False	Approximate-degree lower bounds specifically for depth-two AC0 with parity add both depth and gate restrictions to the polynomial-method cluster. Broader circuit and approximation barriers take priority.	d7878795110e51e81bba3cc579a82eb0b39be357cc872683668f7810685a122d
225	TCS-4664	Subquadratic deterministic communication for general matching	Communication complexity and Boolean function analysis	medium	quantitative_refinement	propose_removal		False	Extending the bipartite matching communication upper bound to general graphs is an additional graph-property bound under deterministic split-input access. General matching and communication barriers have broader coverage.	2a2014612dcab81e4f821f13ac7720f18a7c3c7b84b73d3f67c79c130e76d7de
226	TCS-4679	Strong balance versus graph isomorphism	Constraint satisfaction	medium	quantitative_refinement	propose_removal		False	The cost of recognizing strong balance sharpens the meta-complexity of an existing counting-CSP classification. Prefer the unresolved classification principles themselves before this additional GI-equivalence frontier.	014eae7bddd866be0fa064dbb169a2a8b443d1799063edc392464bf70ac336c7
227	TCS-4703	Sublinear-communication streaming zero knowledge	Cryptography	medium	quantitative_refinement	propose_removal		False	Reducing setup-inclusive communication below linear for streaming zero knowledge is an additional resource optimization within the same restricted-verifier programme.	1503138b6a731e66fdb91b2297a74830a318a3d7b30463df12d23f57fdd8c432
228	TCS-4710	Separations between certificate-game complexities	Communication complexity and Boolean function analysis	medium	bundled_direction	propose_removal		False	The card asks for any separation among a chain of several certificate-game measures. This is a collection of possible model comparisons; the saved rationale does not select one major separation to represent independently.	82af9b30b5c5550fe5d7228bc767859e7eee0c445d321d326c0e2dc47058eb08
229	TCS-4712	One-dimensional quantum advantage beyond NC⁰	Quantum computation	medium	model_variant	propose_removal		False	Quantum advantage beyond NC0 specifically from one-dimensional local circuits adds a geometry restriction to shallow-quantum separation questions.	f5b35a6a93960bd819c0a6249bc5a0288b8909232766d3837e750f250f95a61e
230	TCS-4718	T-gate complexity of pseudorandom quantum states	Quantum computation	medium	quantitative_refinement	propose_removal		False	The necessary T-gate count for computationally pseudorandom states quantifies one gate resource after a logarithmic obstruction. Broader pseudorandom-state and quantum computational-power questions take priority.	49608058c040bb15117172b5263480db731562ba139c465cf247a74acf04757c
231	TCS-4734	Locality-preserving quantum gap amplification	Quantum computation	medium	method_specific	propose_removal		False	A locality-preserving quantization of Dinur gap amplification is one technical strategy for quantum PCP. Keep the main conjecture before a separate card demanding the features of this particular classical route.	d7bbd3a8ac86632ab33b583f3b2c6ef6e4dc245bfdfc4c785e6bbbe3cc4c3855
232	TCS-4769	Query-complexity separations under uncertainty	Communication complexity and Boolean function analysis	medium	model_variant	propose_removal		False	Linear versus polynomial query separations for uncertainty-extended functions are tied to an additional input-semantics model. Prefer the principal deterministic, randomized and quantum comparisons for ordinary total functions.	9797c75969d34d3267e75f1fa4c21e8aa1d7588ef9591af4a06d89cdea0a7ad6
233	TCS-4823	Query reduction for good locally testable codes	Coding and information theory	medium	method_specific	propose_removal		False	A general query-reduction transformation for good LTCs is one route to better local testers. The principal existence and parameter limits for locally testable codes are stronger representatives.	998ec9ee8404a7a77bcfc82677f0e4c17d48ae676aa2de7c5c5fe69fb664729f
234	TCS-4867	AC⁰ classification of semigroup membership	Algebraic computation	medium	cluster_overlap	propose_removal		False	The AC0 slice of semigroup-membership classification is a narrower component of the retained full finite-semigroup classification; it need not occupy another place alongside that target and the qAC0/NL dichotomy.	0ec896c40ccd339c048f0e587417d9470634d80aa563552aaa758df1070363cd
235	TCS-4954	Communication advantage with one clean qubit	Quantum computation	medium	model_variant	propose_removal		False	A communication separation with one clean qubit adds a mixed-state initialization restriction to the general quantum-communication advantage question.	44374268491e9a39d5970517887537de8e04f80bf2cfd80b7cbe29ac7ba6292d
236	TCS-4961	Range avoidance for bounded-locality circuits	Computational complexity	medium	quantitative_refinement	propose_removal		False	The requested faster range-avoidance algorithm fixes bounded locality and polynomial output stretch. It is an additional running-time regime within a programme already represented by more general avoidance targets.	5423c2ef7e6e91be866515fdb81e6fc7d5f7049c646f574ddde4423e6d39e5d5
237	TCS-4992	Constant entangled bias with vanishing classical bias	Quantum computation	medium	quantitative_refinement	propose_removal		False	Keeping entangled bias constant while classical bias vanishes strengthens an existing ratio-separation programme for multiparty XOR games. General nonlocal-game and communication separations have broader marginal coverage.	9cc7c15c13e6423497cd180d162f842152253bfa1dea8f9e99ec6e1603fcd152
238	TCS-5021	Asymptotic optimality of QAOA for random regular Max-Cut	Quantum computation	medium	method_specific	propose_removal		False	Asymptotic Max-Cut optimality of QAOA on random regular graphs analyzes one quantum optimization algorithm in a particular random-instance limit. Its physics connection matters, but general quantum optimization barriers take priority.	45d65ba6ecc32ad33952a9b4767110d7d2b0e53ce516b2202e1f9c4779e4c2a7
239	TCS-5079	Pointer quantum PCP conjecture	Quantum computation	medium	model_variant	propose_removal		False	Pointer quantum PCP adds a structured proof format and an intermediate conjecture to the quantum-PCP cluster. It is distinct from the main conjecture, but has lower marginal priority as another proposed route.	b906372adfe5ac7e9368bc6ce1945e86b0842035a1d51e1c627c932500030fec
240	TCS-5100	Robust monotone-circuit lower bounds from Newton polytopes	Algebraic computation	medium	construction_variant	propose_removal		False	The robust Newton-polytope obstruction asks for hardness persisting under a source-specific relation between polynomials. General monotone and unrestricted arithmetic lower-bound targets provide broader representatives.	8c0d46f00e5d074898585a65d7dad7644636944b23185a56a7dae3adfef6c536
241	TCS-5106	One-round blind verifiable quantum computation	Quantum computation	medium	model_variant	propose_removal		False	Adding blindness to one-round two-prover quantum delegation combines three protocol constraints. The principal efficient verification and private delegation barriers provide broader coverage.	964aec39b1445a09e2971b8bb7d15ad3ff4fd4f156ff88816e5918b2f3c926e4
242	TCS-5108	Amplification cost in randomized query composition	Communication complexity and Boolean function analysis	medium	method_specific	propose_removal		False	Separating amplification costs for gap-majority and gap-OR composition probes two specific gadgets. The general randomized-composition barriers give broader coverage.	8186d04fff85c161300845b6d6e900e2cd7a6d0d6f790323e3769f637fe7fd2a
243	TCS-5136	Quantum distinguishing complexity versus approximate degree	Quantum computation	medium	model_variant	propose_removal		False	An exponential gap between quantum distinguishing complexity and approximate degree introduces a specialized state-output measure for partial functions. More general quantum-query and polynomial-method barriers take priority.	01054955f83ff40d025e3d464f1da4cb384d806233f08e8138497b0d08052ca9
244	TCS-5149	Threshold-circuit complexity of string matching	Computational complexity	medium	model_variant	propose_removal		False	Threshold-circuit size specifically for string matching adds a function-specific restricted-circuit target. General threshold-circuit lower bounds and the main string-algorithm barriers have broader coverage.	43241d8ea54b299a5a26e04308d58b6aa5fc0bc2af72fb7f8cdfa7ad23952c68
245	TCS-5173	Factor closure of constant-depth arithmetic circuits	Algebraic computation	medium	model_variant	propose_removal		False	Factor closure for constant-depth circuits adds a depth-restricted closure question to an already represented factoring and circuit-class programme. Prefer the more general closure and derandomization barriers.	125afbdd9c79dc417d95c71d91a27a2197b40ec022413683cd74b76295311266
246	TCS-5186	Unrestricted regret lower bounds for multi-task reinforcement learning	Online algorithms	medium	model_variant	propose_removal		False	Extending a cluster-then-learn regret lower bound to unrestricted algorithms remains tied to the source's adversarial multitask RL model. Broader representation and exploration barriers take priority.	27796025d60431dab61e8c577464ebff971e80b1e23106169211faf4b55c5baf
247	TCS-5253	Noisy query complexity versus GapMaj composition	Communication complexity and Boolean function analysis	medium	method_specific	propose_removal		False	Uniform equivalence between noisy queries and GapMaj composition for arbitrary block size asks whether one gadget captures the full cost model. Broader noisy-computation and randomized-composition barriers take priority.	ad7680f9f07a4b96bea5aee254252ba19a32d01d23b36d5d5df03b9f2aef8841
248	TCS-5304	Randomized parity decision trees versus approximate sparsity	Communication complexity and Boolean function analysis	medium	model_variant	propose_removal		False	The optimal gap between randomized parity decision trees and approximate sparsity adds a particular query-and-representation comparison to the communication lower-bound cluster.	3da11da73fe913fd4d6ea86b9821df27bec9eced2369e23c48d3c066887c9307
249	TCS-5315	Randomized query complexity of extremal low-degree Forrelation	Computational complexity	medium	construction_variant	propose_removal		False	The target restricts extremal Forrelation to low-degree F2-polynomial inputs and seeks a degree-dependent randomized bound. Prefer the more general quantum–classical query barriers over this additional hard-family refinement.	8ed80368fc3fe1a2a97a1a75a1d9ef9eb4611e32bb53f5d287f199191429e2ac
250	TCS-5420	Testing versus recovery in community detection	Beyond worst-case and average-case analysis	medium	method_specific	propose_removal		False	The selected task is a planted-clique reduction to one community-testing model. Prefer the principal average-case detection-versus-recovery barriers before adding this particular hardness-transfer route.	6fa9495a6a3b5d5c43c22ba45616db0893514590002896354adf527831971094
251	TCS-5425	Housing allocation in NC	Distributed, parallel and sublinear algorithms	medium	specialized_target	propose_removal		False	Parallel construction of a housing allocation or core is a problem-specific NC frontier beyond already parallel verification. The main allocation and parallel-computation barriers have broader coverage.	1b126b0be8b00b2a3c056dfdc12247504f80f607453e478485bb65707540ca2c
252	TCS-5478	Sample complexity of stochastic shortest paths	Learning theory	medium	bundled_direction	propose_removal		False	The saved remainder combines bounded hitting-time sample complexity, interactive access and weaker goal-reaching assumptions for stochastic shortest paths. It is a collection of model-specific extensions rather than one selected main planning barrier.	6feab22fb9c0c83446006d9c9b05252673ca1d9018dba23c6177e5f6954501f1
253	TCS-5490	Tandem-duplication reachability	String algorithms and bioinformatics	medium	specialized_target	propose_removal		False	Reachability under tandem duplications is a specialized string-rewriting model motivated by duplication histories. General word-equation, rewriting and sequence-algorithm barriers have broader coverage.	6b818f2f4f53b0a4ff6a9190ac5eabbc9ab1fae9d8a2a789b4fd7dff72994bf2
254	TCS-5492	Space-efficient search-to-decision reductions for pseudorandomness	Pseudorandomness and derandomization	medium	method_specific	propose_removal		False	A space-efficient search-to-decision reduction for partial pseudorandomness would extend one equivalence to CL and L. Prefer the principal space-bounded derandomization questions before this specific reduction route.	ab92fd73c24025fb941a1ad6935b365e2b8858f944e396112046d275c3f2fddd
255	TCS-5571	Subspace approximation of rank-one binary matrices	Algebraic computation	medium	specialized_target	propose_removal		False	Approximating the family of rank-one binary matrices by a linear subspace is tied to systematic linear bilinear-query structures. Its scope is narrower than the retained general matrix-rigidity and data-structure barriers.	1b0f9fa4f55c94ddf37c29b5515710636316b4437cae64c6556d15f571de7c7c
