id,venue,year,title,authors,area,url,doi,source_url,metadata_url,classification_method,classification_note,initial_area,rule_area
STOC-2023-117,STOC,2023,A Near-Cubic Lower Bound for 3-Query Locally Decodable Codes from Semirandom CSP Refutation,Omar Alrabiah; Venkatesan Guruswami; Pravesh K. Kothari; Peter Manohar,Coding and information theory,https://doi.org/10.1145/3564246.3585143,10.1145/3564246.3585143,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Constraint satisfaction,Coding and information theory
STOC-2023-118,STOC,2023,Efficient Interactive Coding Achieving Optimal Error Resilience over the Binary Channel,Meghal Gupta; Rachel Yun Zhang,Coding and information theory,https://doi.org/10.1145/3564246.3585162,10.1145/3564246.3585162,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Coding and information theory
STOC-2023-119,STOC,2023,A High Dimensional Goldreich-Levin Theorem,Parker Newton; Silas Richelson; Chase Wilson,Coding and information theory,https://doi.org/10.1145/3564246.3585224,10.1145/3564246.3585224,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_abstract,Local list recovery of linear maps beyond the standard Goldreich-Levin regime.,General algorithm design,General algorithm design
STOC-2023-120,STOC,2023,Binary Error-Correcting Codes with Minimal Noiseless Feedback,Meghal Gupta; Venkatesan Guruswami; Rachel Yun Zhang,Coding and information theory,https://doi.org/10.1145/3564246.3585126,10.1145/3564246.3585126,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Coding and information theory,Coding and information theory
STOC-2023-121,STOC,2023,Generic Reed-Solomon Codes Achieve List-Decoding Capacity,Joshua Brakensiek; Sivakanth Gopi; Visu Makam,Coding and information theory,https://doi.org/10.1145/3564246.3585128,10.1145/3564246.3585128,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Coding and information theory,Coding and information theory
STOC-2023-122,STOC,2023,Optimal Bounds for Noisy Sorting,Yuzhou Gu; Yinzhan Xu,General algorithm design,https://doi.org/10.1145/3564246.3585131,10.1145/3564246.3585131,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_abstract,Tight query bounds for noisy comparison sorting and binary search.,General algorithm design,General algorithm design
STOC-2023-123,STOC,2023,Lattice Problems beyond Polynomial Time,Divesh Aggarwal; Huck Bennett; Zvika Brakerski; Alexander Golovnev; Rajendra Kumar; Zeyong Li; Spencer Peters; Noah Stephens-Davidowitz; Vinod Vaikuntanathan,Lattices and computational number theory,https://doi.org/10.1145/3564246.3585227,10.1145/3564246.3585227,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Lattices and computational number theory,Lattices and computational number theory
STOC-2023-124,STOC,2023,The Round Complexity of Statistical MPC with Optimal Resiliency,Benny Applebaum; Eliran Kachlon; Arpita Patra,Cryptography,https://doi.org/10.1145/3564246.3585228,10.1145/3564246.3585228,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2023-125,STOC,2023,Constant-Round Arguments from One-Way Functions,Noga Amit; Guy N. Rothblum,Cryptography,https://doi.org/10.1145/3564246.3585244,10.1145/3564246.3585244,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Cryptography,Cryptography
STOC-2023-126,STOC,2023,Boosting Batch Arguments and RAM Delegation,Yael Kalai; Alex Lombardi; Vinod Vaikuntanathan; Daniel Wichs,Cryptography,https://doi.org/10.1145/3564246.3585200,10.1145/3564246.3585200,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2023-127,STOC,2023,Succinct Computational Secret Sharing,Benny Applebaum; Amos Beimel; Yuval Ishai; Eyal Kushilevitz; Tianren Liu; Vinod Vaikuntanathan,Cryptography,https://doi.org/10.1145/3564246.3585127,10.1145/3564246.3585127,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Cryptography,Cryptography
STOC-2023-128,STOC,2023,Obfuscation of Pseudo-Deterministic Quantum Circuits,James Bartusek; Fuyuki Kitagawa; Ryo Nishimaki; Takashi Yamakawa,Cryptography,https://doi.org/10.1145/3564246.3585179,10.1145/3564246.3585179,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Quantum computation,Cryptography
STOC-2023-129,STOC,2023,Commitments to Quantum States,Sam Gunn; Nathan Ju; Fermi Ma; Mark Zhandry,Cryptography,https://doi.org/10.1145/3564246.3585198,10.1145/3564246.3585198,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Quantum computation,Cryptography
STOC-2023-130,STOC,2023,Quantum Cryptography in Algorithmica,William Kretschmer; Luowen Qian; Makrand Sinha; Avishay Tal,Cryptography,https://doi.org/10.1145/3564246.3585225,10.1145/3564246.3585225,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Quantum computation,Cryptography
STOC-2023-131,STOC,2023,Quantum Free Games,Anand Natarajan; Tina Zhang,Quantum computation,https://doi.org/10.1145/3564246.3585208,10.1145/3564246.3585208,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Quantum computation,Quantum computation
STOC-2023-132,STOC,2023,Quantum Advantage from Any Non-local Game,Yael Kalai; Alex Lombardi; Vinod Vaikuntanathan; Lisa Yang,Quantum computation,https://doi.org/10.1145/3564246.3585164,10.1145/3564246.3585164,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Quantum computation,Quantum computation
STOC-2023-133,STOC,2023,The Power of Unentangled Quantum Proofs with Non-negative Amplitudes,Fernando Granha Jeronimo; Pei Wu,Quantum computation,https://doi.org/10.1145/3564246.3585248,10.1145/3564246.3585248,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Quantum computation,Quantum computation
STOC-2023-134,STOC,2023,Testing Distributional Assumptions of Learning Algorithms,Ronitt Rubinfeld; Arsen Vasilyan,Property testing and distribution learning,https://doi.org/10.1145/3564246.3585117,10.1145/3564246.3585117,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Learning theory,Property testing and distribution learning
STOC-2023-135,STOC,2023,A Moment-Matching Approach to Testable Learning and a New Characterization of Rademacher Complexity,Aravind Gollakota; Adam R. Klivans; Pravesh K. Kothari,Learning theory,https://doi.org/10.1145/3564246.3585206,10.1145/3564246.3585206,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Learning theory,Learning theory
STOC-2023-136,STOC,2023,Learning Polynomial Transformations via Generalized Tensor Decompositions,Sitan Chen; Jerry Li; Yuanzhi Li; Anru R. Zhang,Learning theory,https://doi.org/10.1145/3564246.3585209,10.1145/3564246.3585209,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Learning theory,Algebraic and numerical computation
STOC-2023-137,STOC,2023,Average-Case Complexity of Tensor Decomposition for Low-Degree Polynomials,Alexander S. Wein,Average-case complexity,https://doi.org/10.1145/3564246.3585232,10.1145/3564246.3585232,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Average-case complexity,Average-case complexity
STOC-2023-138,STOC,2023,What Makes a Good Fisherman? Linear Regression under Self-Selection Bias,Yeshwanth Cherapanamjeri; Constantinos Daskalakis; Andrew Ilyas; Manolis Zampetakis,Learning theory,https://doi.org/10.1145/3564246.3585177,10.1145/3564246.3585177,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Learning theory
STOC-2023-139,STOC,2023,A Characterization of List Learnability,Moses Charikar; Chirag Pabbaraju,Learning theory,https://doi.org/10.1145/3564246.3585190,10.1145/3564246.3585190,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Algorithms for biological structures,Learning theory
STOC-2023-140,STOC,2023,A Unifying Theory of Distance from Calibration,Jarosław Błasiok; Parikshit Gopalan; Lunjia Hu; Preetum Nakkiran,Learning theory,https://doi.org/10.1145/3564246.3585182,10.1145/3564246.3585182,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2023-141,STOC,2023,A Strongly Polynomial Algorithm for Approximate Forster Transforms and Its Application to Halfspace Learning,Ilias Diakonikolas; Christos Tzamos; Daniel M. Kane,Learning theory,https://doi.org/10.1145/3564246.3585191,10.1145/3564246.3585191,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Learning theory,Learning theory
STOC-2023-142,STOC,2023,Lifting Uniform Learners via Distributional Decomposition,Guy Blanc; Jane Lange; Ali Malik; Li-Yang Tan,Learning theory,https://doi.org/10.1145/3564246.3585212,10.1145/3564246.3585212,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Learning theory,Learning theory
STOC-2023-143,STOC,2023,Hausdorff and Gromov-Hausdorff Stable Subsets of the Medial Axis,André Lieutier; Mathijs Wintraecken,Computational geometry,https://doi.org/10.1145/3564246.3585113,10.1145/3564246.3585113,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2023-144,STOC,2023,Faster Deterministic Distributed MIS and Approximate Matching,Mohsen Ghaffari; Christoph Grunau,Distributed and local algorithms,https://doi.org/10.1145/3564246.3585243,10.1145/3564246.3585243,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Distributed and local algorithms,Distributed and local algorithms
STOC-2023-145,STOC,2023,Finding a Small Vertex Cut on Distributed Networks,Yonggang Jiang; Sagnik Mukhopadhyay,Distributed and local algorithms,https://doi.org/10.1145/3564246.3585201,10.1145/3564246.3585201,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Distributed and local algorithms,Distributed and local algorithms
STOC-2023-146,STOC,2023,New Subset Selection Algorithms for Low Rank Approximation: Offline and Online,David P. Woodruff; Taisuke Yasuda,Algebraic and numerical computation,https://doi.org/10.1145/3564246.3585100,10.1145/3564246.3585100,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Approximation algorithms,Algebraic and numerical computation
STOC-2023-147,STOC,2023,Resolving Matrix Spencer Conjecture Up to Poly-logarithmic Rank,Nikhil Bansal; Haotian Jiang; Raghu Meka,Combinatorics and graph polynomials,https://doi.org/10.1145/3564246.3585103,10.1145/3564246.3585103,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2023-148,STOC,2023,A (1.5+ε)-Approximation Algorithm for Weighted Connectivity Augmentation,Vera Traub; Rico Zenklusen,Approximation algorithms,https://doi.org/10.1145/3564246.3585122,10.1145/3564246.3585122,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Approximation algorithms,Approximation algorithms
STOC-2023-149,STOC,2023,Cheeger Inequalities for Directed Graphs and Hypergraphs using Reweighted Eigenvalues,Lap Chi Lau; Kam Chuen Tung; Robert Wang,Graph theory and graph algorithms,https://doi.org/10.1145/3564246.3585139,10.1145/3564246.3585139,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Graph theory and graph algorithms,Combinatorics and graph polynomials
STOC-2023-150,STOC,2023,An Improved Approximation Guarantee for Prize-Collecting TSP,Jannis Blauth; Martin Nägele,Approximation algorithms,https://doi.org/10.1145/3564246.3585159,10.1145/3564246.3585159,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Approximation algorithms,Approximation algorithms
STOC-2023-151,STOC,2023,Better Trees for Santa Claus,Étienne Bamas; Lars Rohwedder,Algorithmic game theory and fair division,https://doi.org/10.1145/3564246.3585174,10.1145/3564246.3585174,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,Graph theory and graph algorithms
STOC-2023-152,STOC,2023,Interior Point Methods with a Gradient Oracle,Adrian Vladu,Optimization and mathematical programming,https://doi.org/10.1145/3564246.3585142,10.1145/3564246.3585142,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Optimization and mathematical programming
STOC-2023-153,STOC,2023,The Smoothed Complexity of Policy Iteration for Markov Decision Processes,Miranda Christ; Mihalis Yannakakis,Optimization and mathematical programming,https://doi.org/10.1145/3564246.3585220,10.1145/3564246.3585220,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2023-154,STOC,2023,Upper and Lower Bounds on the Smoothed Complexity of the Simplex Method,Sophie Huiberts; Yin Tat Lee; Xinzhi Zhang,Optimization and mathematical programming,https://doi.org/10.1145/3564246.3585124,10.1145/3564246.3585124,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2023-155,STOC,2023,Algorithms Approaching the Threshold for Semi-random Planted Clique,Rares-Darius Buhai; Pravesh K. Kothari; David Steurer,Average-case complexity,https://doi.org/10.1145/3564246.3585184,10.1145/3564246.3585184,https://acm-stoc.org/stoc2023/toc.html,https://acm-stoc.org/stoc2023/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Graph theory and graph algorithms,Average-case complexity
STOC-2024-001,STOC,2024,Single-Source Shortest Paths with Negative Real Weights in Õ(𝑚𝑛8/9) Time,Jeremy T. Fineman,Graph theory and graph algorithms,https://doi.org/10.1145/3618260.3649614,10.1145/3618260.3649614,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Graph theory and graph algorithms,Graph theory and graph algorithms
STOC-2024-002,STOC,2024,Near Optimal Alphabet-Soundness Tradeoff PCPs,Dor Minzer; Kai Zhe Zheng,Proof complexity and logic,https://doi.org/10.1145/3618260.3649606,10.1145/3618260.3649606,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Proof complexity and logic
STOC-2024-003,STOC,2024,Parameterized Inapproximability Hypothesis under Exponential Time Hypothesis,Venkatesan Guruswami; Bingkai Lin; Xuandi Ren; Yican Sun; Kewen Wu,Parameterized and exact algorithms,https://doi.org/10.1145/3618260.3649771,10.1145/3618260.3649771,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Parameterized and exact algorithms,Parameterized and exact algorithms
STOC-2024-004,STOC,2024,Online Edge Coloring Is (Nearly) as Easy as Offline,Joakim Blikstad; Ola Svensson; Radu Vintan; David Wajc,"Online algorithms, bandits and stochastic optimization",https://doi.org/10.1145/3618260.3649741,10.1145/3618260.3649741,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Graph theory and graph algorithms,"Online algorithms, bandits and stochastic optimization"
STOC-2024-005,STOC,2024,Approximate Earth Mover’s Distance in Truly-Subquadratic Time,Lorenzo Beretta; Aviad Rubinstein,Approximation algorithms,https://doi.org/10.1145/3618260.3649629,10.1145/3618260.3649629,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Approximation algorithms,Approximation algorithms
STOC-2024-006,STOC,2024,Near-Optimal Dynamic Rounding of Fractional Matchings in Bipartite Graphs,Sayan Bhattacharya; Peter Kiss; Aaron Sidford; David Wajc,Dynamic graph algorithms,https://doi.org/10.1145/3618260.3649648,10.1145/3618260.3649648,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Dynamic graph algorithms,Dynamic graph algorithms
STOC-2024-007,STOC,2024,Low-Step Multi-commodity Flow Emulators,Bernhard Haeupler; D. Ellis Hershkowitz; Jason Li; Antti Roeyskoe; Thatchaphol Saranurak,Graph theory and graph algorithms,https://doi.org/10.1145/3618260.3649689,10.1145/3618260.3649689,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Graph theory and graph algorithms
STOC-2024-008,STOC,2024,Maximum Bipartite Matching in 𝑛2+𝑜(1) Time via a Combinatorial Algorithm,Julia Chuzhoy; Sanjeev Khanna,Graph theory and graph algorithms,https://doi.org/10.1145/3618260.3649725,10.1145/3618260.3649725,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Combinatorics and graph polynomials,Combinatorics and graph polynomials
STOC-2024-009,STOC,2024,Strong Algebras and Radical Sylvester-Gallai Configurations,Rafael Oliveira; Akash Kumar Sengupta,Algebraic and numerical computation,https://doi.org/10.1145/3618260.3649617,10.1145/3618260.3649617,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Algebraic and numerical computation
STOC-2024-010,STOC,2024,Black-Box Identity Testing of Noncommutative Rational Formulas in Deterministic Quasipolynomial Time,V. Arvind; Abhranil Chatterjee; Partha Mukhopadhyay,Algebraic and numerical computation,https://doi.org/10.1145/3618260.3649693,10.1145/3618260.3649693,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Property testing and distribution learning,Property testing and distribution learning
STOC-2024-011,STOC,2024,The Minimal Faithful Permutation Degree of Groups without Abelian Normal Subgroups,Bireswar Das; Dhara Thakkar,Algebraic and numerical computation,https://doi.org/10.1145/3618260.3649641,10.1145/3618260.3649641,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2024-012,STOC,2024,Learning the Coefficients: A Presentable Version of Border Complexity and Applications to Circuit Factoring,C. S. Bhargav; Prateek Dwivedi; Nitin Saxena,Algebraic and numerical computation,https://doi.org/10.1145/3618260.3649743,10.1145/3618260.3649743,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Learning theory,Learning theory
STOC-2024-013,STOC,2024,On the Power of Homogeneous Algebraic Formulas,Hervé Fournier; Nutan Limaye; Srikanth Srinivasan; Sébastien Tavenas,Algebraic and numerical computation,https://doi.org/10.1145/3618260.3649760,10.1145/3618260.3649760,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,Computational and circuit complexity
STOC-2024-014,STOC,2024,Super Non-singular Decompositions of Polynomials and Their Application to Robustly Learning Low-Degree PTFs,Ilias Diakonikolas; Daniel M. Kane; Vasilis Kontonis; Sihan Liu; Nikos Zarifis,Learning theory,https://doi.org/10.1145/3618260.3649776,10.1145/3618260.3649776,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Learning theory,Learning theory
STOC-2024-015,STOC,2024,Calibrated Language Models Must Hallucinate,Adam Tauman Kalai; Santosh S. Vempala,Learning theory,https://doi.org/10.1145/3618260.3649777,10.1145/3618260.3649777,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2024-016,STOC,2024,Private Graphon Estimation via Sum-of-Squares,Hongjie Chen; Jingqiu Ding; Tommaso D'Orsi; Yiding Hua; Chih-Hung Liu; David Steurer,Differential privacy,https://doi.org/10.1145/3618260.3649643,10.1145/3618260.3649643,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Graph theory and graph algorithms,Graph theory and graph algorithms
STOC-2024-017,STOC,2024,Exploring and Learning in Sparse Linear MDPs without Computationally Intractable Oracles,Noah Golowich; Ankur Moitra; Dhruv Rohatgi,"Online algorithms, bandits and stochastic optimization",https://doi.org/10.1145/3618260.3649710,10.1145/3618260.3649710,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Learning theory,Learning theory
STOC-2024-018,STOC,2024,"Near-Optimal Mean Estimation with Unknown, Heteroskedastic Variances",Spencer Compton; Gregory Valiant,Learning theory,https://doi.org/10.1145/3618260.3649754,10.1145/3618260.3649754,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Learning theory
STOC-2024-019,STOC,2024,The Power of Two-Sided Recruitment in Two-Sided Markets,Yang Cai; Christopher Liaw; Aranyak Mehta; Mingfei Zhao,Algorithmic game theory and fair division,https://doi.org/10.1145/3618260.3649669,10.1145/3618260.3649669,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2024-020,STOC,2024,Strategic Budget Selection in a Competitive Autobidding World,Yiding Feng; Brendan Lucier; Aleksandrs Slivkins,Algorithmic game theory and fair division,https://doi.org/10.1145/3618260.3649688,10.1145/3618260.3649688,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2024-021,STOC,2024,The Role of Transparency in Repeated First-Price Auctions with Unknown Valuations,Nicolo Cesa-Bianchi; Tommaso Cesari; Roberto Colomboni; Federico Fusco; Stefano Leonardi,Algorithmic game theory and fair division,https://doi.org/10.1145/3618260.3649658,10.1145/3618260.3649658,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Algorithmic game theory and fair division,Algorithmic game theory and fair division
STOC-2024-022,STOC,2024,Bilateral Trade with Correlated Values,Shahar Dobzinski; Ariel Shaulker,Algorithmic game theory and fair division,https://doi.org/10.1145/3618260.3649659,10.1145/3618260.3649659,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2024-023,STOC,2024,No-Regret Learning in Bilateral Trade via Global Budget Balance,Martino Bernasconi; Matteo Castiglioni; Andrea Celli; Federico Fusco,"Online algorithms, bandits and stochastic optimization",https://doi.org/10.1145/3618260.3649653,10.1145/3618260.3649653,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,"Online algorithms, bandits and stochastic optimization","Online algorithms, bandits and stochastic optimization"
STOC-2024-024,STOC,2024,Knapsack with Small Items in Near-Quadratic Time,Karl Bringmann,Parameterized and exact algorithms,https://doi.org/10.1145/3618260.3649719,10.1145/3618260.3649719,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2024-025,STOC,2024,0-1 Knapsack in Nearly Quadratic Time,Ce Jin,Parameterized and exact algorithms,https://doi.org/10.1145/3618260.3649618,10.1145/3618260.3649618,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2024-026,STOC,2024,A Nearly Quadratic-Time FPTAS for Knapsack,Lin Chen; Jiayi Lian; Yuchen Mao; Guochuan Zhang,Approximation algorithms,https://doi.org/10.1145/3618260.3649730,10.1145/3618260.3649730,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
STOC-2024-027,STOC,2024,(1 − 𝜀)-Approximation of Knapsack in Nearly Quadratic Time,Xiao Mao,Approximation algorithms,https://doi.org/10.1145/3618260.3649677,10.1145/3618260.3649677,https://acm-stoc.org/stoc2024/toc.html,https://acm-stoc.org/stoc2024/toc.html,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Approximation algorithms,Approximation algorithms
