id,title,area,scope,source_year,year_basis,source_age_years,status,status_note,source_collection,source_locator,authors,source_url,pdf_url,additional_source_urls,source_title,accessed,reading_note
TCS-0430,NP-hardness of three-manifold homeomorphism,Computational topology,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24072, section 3.4 (Homeomorphism); Question 5",Saul Schleimer,https://doi.org/10.4230/DagRep.14.2.120,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue02/DagRep.14.2/DagRep.14.2.pdf#page=131,,Triangulations in Geometry and Topology,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0431,Optimal discrete Morse extensions of partial matchings,Computational topology,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24092, section 4.2",Yusu Wang,https://doi.org/10.4230/DagRep.14.2.206,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue02/DagRep.14.2/DagRep.14.2.pdf#page=225,,Applied and Combinatorial Topology,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0432,Polynomial flip-distance bounds for three-manifold triangulations,Computational topology,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24072, section 3.4 (Homeomorphism); Question 8",Saul Schleimer,https://doi.org/10.4230/DagRep.14.2.120,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue02/DagRep.14.2/DagRep.14.2.pdf#page=132,,Triangulations in Geometry and Topology,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0433,Polynomial height paths between three-manifold triangulations,Computational topology,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24072, section 3.4 (Homeomorphism); Question 10",Saul Schleimer,https://doi.org/10.4230/DagRep.14.2.120,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue02/DagRep.14.2/DagRep.14.2.pdf#page=133,,Triangulations in Geometry and Topology,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0434,Proving guarantees for manifold reconstruction,Computational topology,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24092, section 4.4",Ulrich Bauer,https://doi.org/10.4230/DagRep.14.2.206,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue02/DagRep.14.2/DagRep.14.2.pdf#page=226,,Applied and Combinatorial Topology,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0435,Subcubic representative computation in persistent homology,Computational topology,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24092, section 4.1",Tamal Dey,https://doi.org/10.4230/DagRep.14.2.206,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue02/DagRep.14.2/DagRep.14.2.pdf#page=224,,Applied and Combinatorial Topology,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0436,Balanced triangulation Gray codes,Computational topology,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22062, section 5.3",Torsten Mütze,https://doi.org/10.4230/DagRep.12.2.17,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue02/DagRep.12.2/DagRep.12.2.pdf#page=65,,Computation and Reconfiguration in Low-Dimensional Topological Spaces,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0437,Diameter of rectangulation flip graph,Computational topology,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22062, section 5.2",Torsten Mütze,https://doi.org/10.4230/DagRep.12.2.17,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue02/DagRep.12.2/DagRep.12.2.pdf#page=63,,Computation and Reconfiguration in Low-Dimensional Topological Spaces,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0438,Pattern-Matching on Braids,Computational topology,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22062, section 5.4",Tim Ophelders,https://doi.org/10.4230/DagRep.12.2.17,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue02/DagRep.12.2/DagRep.12.2.pdf#page=66,,Computation and Reconfiguration in Low-Dimensional Topological Spaces,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0439,Representing Graphs by Polygon Contact in 3D,Computational topology,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22062, section 5.1",Will Evans and Alexander Wolff,https://doi.org/10.4230/DagRep.12.2.17,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue02/DagRep.12.2/DagRep.12.2.pdf#page=62,,Computation and Reconfiguration in Low-Dimensional Topological Spaces,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0440,Beating meet-in-the-middle for partial-Maltsev SAT,Constraint satisfaction,focused,2024,source publication or workshop year,2,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,PACS 2024 workshop,Question 6,,https://pacs2024.github.io/pacs2024-open-problems.pdf,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0441,Characterizing CSP languages with linear non-redundancy,Constraint satisfaction,focused,2024,source publication or workshop year,2,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,PACS 2024 workshop,Question 8,,https://pacs2024.github.io/pacs2024-open-problems.pdf,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0442,Edge-deletion list homomorphisms to the specified mixed graph,Constraint satisfaction,focused,2024,source publication or workshop year,2,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,PACS 2024 workshop,Question 3,,https://pacs2024.github.io/pacs2024-open-problems.pdf,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0443,FPT approximation for deleting negative directed cycles,Constraint satisfaction,focused,2024,source publication or workshop year,2,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,PACS 2024 workshop,Question 2,,https://pacs2024.github.io/pacs2024-open-problems.pdf,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0444,Polynomial kernels for Boolean MinCSP,Constraint satisfaction,focused,2024,source publication or workshop year,2,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,PACS 2024 workshop,Question 9,,https://pacs2024.github.io/pacs2024-open-problems.pdf,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0445,SETH lower bounds for partial-near-unanimity SAT,Constraint satisfaction,focused,2024,source publication or workshop year,2,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,PACS 2024 workshop,Question 7,,https://pacs2024.github.io/pacs2024-open-problems.pdf,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0446,Sub-base-two algorithms for symmetric Boolean CSPs,Constraint satisfaction,focused,2024,source publication or workshop year,2,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,PACS 2024 workshop,Question 4,,https://pacs2024.github.io/pacs2024-open-problems.pdf,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0447,Sub-base-two CSP algorithms for Sidon-set relations,Constraint satisfaction,focused,2024,source publication or workshop year,2,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,PACS 2024 workshop,Question 5,,https://pacs2024.github.io/pacs2024-open-problems.pdf,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0448,Algebraic digit extraction,Cryptography,focused,2025,source publication or workshop year,1,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/algebraic-digit-extraction/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0449,Amplifier polynomials for FHE,Cryptography,focused,2025,source publication or workshop year,1,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/amplifier-polynomials-fhe/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0450,Matrix challenge (for breaking obfuscation),Cryptography,focused,2025,source publication or workshop year,1,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/matrix-challenge/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0451,Parallelizing blind rotation,Cryptography,focused,2025,source publication or workshop year,1,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/parallelizing-blind-rotation/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0452,Sharding protocol efficiency,Cryptography,focused,2025,source publication or workshop year,1,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/sharding-protocol-efficiency/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0453,Sparse matrices for LPN,Cryptography,focused,2025,source publication or workshop year,1,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/sparse-matrix-lpn/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0454,A new algebraic hash function,Cryptography,focused,2024,source publication or workshop year,2,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/hash/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0455,Efficient weighted threshold signatures,Cryptography,focused,2024,source publication or workshop year,2,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/weighted-threshold-signatures/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0456,Fast computation of Bézout polynomials,Cryptography,focused,2024,source publication or workshop year,2,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/compute-bezout/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0457,Fast polynomial multiplication and decomposition,Cryptography,focused,2024,source publication or workshop year,2,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/multiplication-decomposition/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0458,Improved bounds for Path ORAM,Cryptography,focused,2024,source publication or workshop year,2,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/oram/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0459,Non-native arithmetic and CRT codes,Cryptography,focused,2024,source publication or workshop year,2,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/nonnative-arithmetic/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0460,Outsourcing ZK proof generation to an untrusted server,Cryptography,focused,2024,source publication or workshop year,2,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/outsourcing-zkproofs/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0461,Private information retrieval problems,Cryptography,focused,2024,source publication or workshop year,2,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/pir-short/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0462,Range checks,Cryptography,focused,2024,source publication or workshop year,2,source_open_unverified,Listed without the solved marker on the workshop problem index; later literature not exhaustively checked.,0xPARC research workshops,Problem page,0xPARC workshop contributors,https://notes.0xparc.org/problems/range-check-2/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0463,Abelian-group versus field secret sharing,Cryptography,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22301, section 4; Problem (1.2)",László Csirmaz,https://doi.org/10.4230/DagRep.12.7.180,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue07/DagRep.12.7/DagRep.12.7.pdf#page=200,,Algorithmic Aspects of Information Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0464,Information leakage in distributed OR,Cryptography,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22301, section 4; Problem (1.3)",Alexander Shen,https://doi.org/10.4230/DagRep.12.7.180,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue07/DagRep.12.7/DagRep.12.7.pdf#page=200,,Algorithmic Aspects of Information Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0465,Smaller shares for general secret sharing,Cryptography,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22301, section 4; Problem (1.1)","Amos
      Beimel",https://doi.org/10.4230/DagRep.12.7.180,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue07/DagRep.12.7/DagRep.12.7.pdf#page=200,,Algorithmic Aspects of Information Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0466,Detecting collisions in Karp-Rabin fingerprinting,Data structures and compressed data,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25191, section 5.5",Martin Farach-Colton,https://doi.org/10.4230/DagRep.15.5.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue05/DagRep.15.5/DagRep.15.5.pdf#page=19,,Adaptive and Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0467,Linear-space logarithmic-time random access for Lempel–Ziv strings,Data structures and compressed data,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25191, section 5.4; bullet 2",Paweł Gawrychowski,https://doi.org/10.4230/DagRep.15.5.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue05/DagRep.15.5/DagRep.15.5.pdf#page=19,,Adaptive and Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0468,Linear-time pattern matching on Lempel–Ziv compressed text,Data structures and compressed data,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25191, section 5.4; bullet 1",Paweł Gawrychowski,https://doi.org/10.4230/DagRep.15.5.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue05/DagRep.15.5/DagRep.15.5.pdf#page=19,,Adaptive and Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0469,Maximum independent set in the congested clique model,Data structures and compressed data,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25191, section 5.8",Shiri Chechik,https://doi.org/10.4230/DagRep.15.5.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue05/DagRep.15.5/DagRep.15.5.pdf#page=20,,Adaptive and Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0470,Random access to grammar-compressed strings with fewer auxiliary bits,Data structures and compressed data,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25191, section 5.9",Gonzalo Navarro,https://doi.org/10.4230/DagRep.15.5.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue05/DagRep.15.5/DagRep.15.5.pdf#page=21,,Adaptive and Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0471,Reporting object intersections inside half-plane queries,Data structures and compressed data,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25191, section 5.7; bullet 2",Sabine Storandt,https://doi.org/10.4230/DagRep.15.5.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue05/DagRep.15.5/DagRep.15.5.pdf#page=20,,Adaptive and Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0472,Segment-circle queries for connected segment sets,Data structures and compressed data,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25191, section 5.7; bullet 1",Sabine Storandt,https://doi.org/10.4230/DagRep.15.5.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue05/DagRep.15.5/DagRep.15.5.pdf#page=20,,Adaptive and Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0473,Top-down analysis of path compression,Data structures and compressed data,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25191, section 5.3",Robert Endre Tarjan,https://doi.org/10.4230/DagRep.15.5.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue05/DagRep.15.5/DagRep.15.5.pdf#page=19,,Adaptive and Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0474,Working set heaps with decrease-key,Data structures and compressed data,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25191, section 5.1",John Iacono,https://doi.org/10.4230/DagRep.15.5.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue05/DagRep.15.5/DagRep.15.5.pdf#page=18,,Adaptive and Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0475,Worst-case selection time using median-of-three groups,Data structures and compressed data,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25191, section 5.10",László Kozma,https://doi.org/10.4230/DagRep.15.5.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue05/DagRep.15.5/DagRep.15.5.pdf#page=21,,Adaptive and Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0476,Bit-complexity guarantees in extensions of word RAM,Data structures and compressed data,focused,2021,seminar year; report may be published later,5,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 21071, section 5.1",Guy Even,https://doi.org/10.4230/DagRep.11.1.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume11/issue01/DagRep.11.1/DagRep.11.1.pdf#page=23,,Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0477,Bounding the cost of sequences of heap operations,Data structures and compressed data,focused,2021,seminar year; report may be published later,5,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 21071, section 5.3",László Kozma,https://doi.org/10.4230/DagRep.11.1.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume11/issue01/DagRep.11.1/DagRep.11.1.pdf#page=24,,Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0478,Dynamic all-pairs shortest-path data structures,Data structures and compressed data,focused,2021,seminar year; report may be published later,5,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 21071, section 5.2",Monika Henzinger,https://doi.org/10.4230/DagRep.11.1.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume11/issue01/DagRep.11.1/DagRep.11.1.pdf#page=24,,Scalable Data Structures,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0479,Acyclic subgraphs preserving maximum transitive closure,Data structures and compressed data,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16101, section 4.1",Deepak Ajwani,https://doi.org/10.4230/DagRep.6.3.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue03/DagRep.6.3/DagRep.6.3.pdf#page=22,,Data Structures and Advanced Models of Computation on Big Data,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0480,Expected optimal alphabetic search-tree cost for random weights,Data structures and compressed data,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16101, section 4.3",Sebastian Wild,https://doi.org/10.4230/DagRep.6.3.1,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue03/DagRep.6.3/DagRep.6.3.pdf#page=23,,Data Structures and Advanced Models of Computation on Big Data,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0481,Circuit Size for Reachability,Database theory and finite model theory,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25081, section 4.1",Paris Koutris,https://doi.org/10.4230/DagRep.15.2.89,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue02/DagRep.15.2/DagRep.15.2.pdf#page=107,,"Semirings in Databases, Automata, and Logic",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0482,Convergence rate of Datalogo over p-stable semirings,Database theory and finite model theory,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25081, section 4.2",Hung Ngo,https://doi.org/10.4230/DagRep.15.2.89,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue02/DagRep.15.2/DagRep.15.2.pdf#page=107,,"Semirings in Databases, Automata, and Logic",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0483,Subreducts of monus semirings,Database theory and finite model theory,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25081, section 4.3",Paolo Aglianò,https://doi.org/10.4230/DagRep.15.2.89,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue02/DagRep.15.2/DagRep.15.2.pdf#page=107,,"Semirings in Databases, Automata, and Logic",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0484,Weighted First-Order Definable Languages,Database theory and finite model theory,focused,2025,seminar year; report may be published later,1,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 25081, section 4.4",Manfred Droste,https://doi.org/10.4230/DagRep.15.2.89,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume15/issue02/DagRep.15.2/DagRep.15.2.pdf#page=108,,"Semirings in Databases, Automata, and Logic",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0485,A problem on unambiguous DNFs,Database theory and finite model theory,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24032, section 6.1",Mikaël Monet,https://doi.org/10.4230/DagRep.14.1.49,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue01/DagRep.14.1/DagRep.14.1.pdf#page=72,,"Representation, Provenance, and Explanations in Database Theory and Logic",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0486,A question about representatability of probabilistic databases,Database theory and finite model theory,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24032, section 6.2",Christoph Standke,https://doi.org/10.4230/DagRep.14.1.49,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue01/DagRep.14.1/DagRep.14.1.pdf#page=72,,"Representation, Provenance, and Explanations in Database Theory and Logic",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0487,Complexity of polymatroid query-size bounds,Database theory and finite model theory,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22301, section 4; Problem (7.2)",Many participants,https://doi.org/10.4230/DagRep.12.7.180,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue07/DagRep.12.7/DagRep.12.7.pdf#page=204,,Algorithmic Aspects of Information Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0488,Computability of entropic query-size bounds,Database theory and finite model theory,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22301, section 4; Problem (7.1)",All by Hung Ngo,https://doi.org/10.4230/DagRep.12.7.180,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue07/DagRep.12.7/DagRep.12.7.pdf#page=204,,Algorithmic Aspects of Information Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0489,Find C3-equivalent graphs with a factor-2 gap in the size of their minimum vertex covers,Database theory and finite model theory,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22051, section 4.1",Albert Atserias,https://doi.org/10.4230/DagRep.12.1.101,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue01/DagRep.12.1/DagRep.12.1.pdf#page=117,,Finite and Algorithmic Model Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
