id,title,category,decision,reason_code,reason,saved_target,source_url,source_locator,evidence,importance_score,review_cohort,decision_references
TCS-5525,Placing Conditional Disclosure of Secrets in the Communication Complexity Universe — Unresolved-question passage on page 10,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “Can any of the existing lower-bound techniques from communication complexity be used to obtain such bounds?”.",Can any of the existing lower-bound techniques from communication complexity be used to obtain such bounds?,https://doi.org/10.4230/LIPIcs.ITCS.2019.4,Unresolved-question passage on page 10,source,50,original,
TCS-5562,Separation of the Factorization Norm and Randomized Communication Complexity — Question 4,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “What is the largest c such that there exist Boolean matrices MN ×N with e2 (M ) ≤ polylog(N ) and ∥M ∥γ2 ≥ Ω(N […]”.",What is the largest c such that there exist Boolean matrices MN ×N with e2 (M ) ≤ polylog(N ) and ∥M ∥γ2 ≥ Ω(N […],https://doi.org/10.4230/LIPIcs.CCC.2023.1,Question 4,source,50,original,
TCS-5563,Lower Bounds for Approximating Graph Parameters via Communication Complexity — Unresolved-question passage on page 13,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “Can Theorem 3.3 be applied to obtain any nontrivial (i.e., ω(1/ε)) lower bound for any “natural” graph problem in the dense graph property testing model?”.","Can Theorem 3.3 be applied to obtain any nontrivial (i.e., ω(1/ε)) lower bound for any “natural” graph problem in the dense graph property testing model?",https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2018.11,Unresolved-question passage on page 13,source,50,original,
TCS-5621,A Quadratic Lower Bound for Stable Roommates Solvability — Explicit open question on PDF page 4,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “We leave it as an open question whether the lower bound can be improved to Ω(n2 log n) Boolean queries (i.e., a lower bound that […]”.","We leave it as an open question whether the lower bound can be improved to Ω(n2 log n) Boolean queries (i.e., a lower bound that […]",https://doi.org/10.4230/LIPIcs.ESA.2026.36,Explicit open question on PDF page 4,source,50,original,
TCS-5664,Overlay Network Construction: Improved Overall and Node-Wise Message Complexity — Explicit open question on PDF page 8,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “The optimality of the hashing technique from King, Kutten, and Thorup [31] is much less well-known, and it remains open whether their communication complexity bound […]”.","The optimality of the hashing technique from King, Kutten, and Thorup [31] is much less well-known, and it remains open whether their communication complexity bound […]",https://doi.org/10.4230/LIPIcs.FSTTCS.2025.21,Explicit open question on PDF page 8,source,50,original,
TCS-5665,Communication with Partial Noiseless Feedback — Unresolved-question passage on page 14,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “Is the bound Γdet (δ) ≥ f (δ) provided by Theorem 6 is tight?”.",Is the bound Γdet (δ) ≥ f (δ) provided by Theorem 6 is tight?,https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2015.881,Unresolved-question passage on page 14,source,50,original,
TCS-5754,Byzantine Consensus Is Θ(n2): The Dolev-Reischuk Bound Is Tight Even in Partial Synchrony! — Explicit open question on PDF page 1,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “While it has been shown that the bound is tight in synchronous environments, it is still unknown whether a consensus protocol with quadratic communication complexity […]”.","While it has been shown that the bound is tight in synchronous environments, it is still unknown whether a consensus protocol with quadratic communication complexity […]",https://doi.org/10.4230/LIPIcs.DISC.2022.14,Explicit open question on PDF page 1,source,50,original,
TCS-6009,Randomized Query Complexity of Sabotaged and Composed Functions — Explicit open question on PDF page 1,Communication complexity and Boolean function analysis,quarantined,paper_local_fragment,"The excerpt only refers to a local bound, auxiliary computation or undefined task/property; it does not identify a reliable independent fundamental target. Saved target: “A direct sum theorem is known to hold for deterministic and randomized query complexity [9], and two-player refereed games [17], is known to fail for […]”.","A direct sum theorem is known to hold for deterministic and randomized query complexity [9], and two-player refereed games [17], is known to fail for […]",https://doi.org/10.4230/LIPIcs.ICALP.2016.60,Explicit open question on PDF page 1,source,50,original,
TCS-6037,Correlation in Hard Distributions in Communication Complexity — Explicit open question on PDF page 10,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “We mention here that the tight protocol for DISJ due to Aaronson and Ambainis [1] does not seem to work well for the small set […]”.",We mention here that the tight protocol for DISJ due to Aaronson and Ambainis [1] does not seem to work well for the small set […],https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2015.544,Explicit open question on PDF page 10,source,50,original,
TCS-6093,Distributed Query Monitoring through Convex Analysis: Towards Composable Safe Zones — Unresolved-question passage on page 16,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “Important problems remain open for future research, mainly relating the quality of safe zones to actual guarantees on the communication cost of monitoring, and extending […]”.","Important problems remain open for future research, mainly relating the quality of safe zones to actual guarantees on the communication cost of monitoring, and extending […]",https://doi.org/10.4230/LIPIcs.ICDT.2017.14,Unresolved-question passage on page 16,source,50,original,
TCS-6118,Tight Bounds for Communication-Assisted Agreement Distillation — Explicit open question on PDF page 6,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “Our methods imply a communication lower bound of (1 − s∗ (Y ; X))k − o(k) for an arbitrary channel, though we do not know […]”.","Our methods imply a communication lower bound of (1 − s∗ (Y ; X))k − o(k) for an arbitrary channel, though we do not know […]",https://doi.org/10.4230/LIPIcs.CCC.2016.6,Explicit open question on PDF page 6,source,50,original,
TCS-6132,The Power of Shared Randomness in Uncertain Communication — Unresolved-question passage on page 11,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “Namely, if k is the r-round certain communication, can we upper bound the r-round uncertain communication by some function of k, I and possibly r?”.","Namely, if k is the r-round certain communication, can we upper bound the r-round uncertain communication by some function of k, I and possibly r?",https://doi.org/10.4230/LIPIcs.ICALP.2017.49,Unresolved-question passage on page 11,source,50,original,
TCS-6138,Improved Bounds on Fourier Entropy and Min-Entropy — Explicit open question on PDF page 4,Communication complexity and Boolean function analysis,quarantined,lower_editorial_priority,"The saved topic concerns an application protocol, a narrow communication variant, an elementary exposition request, or a secondary bound, rather than a central communication barrier or Boolean-function conjecture. Saved target: “By the granularity of Fourier coefficients it is well-known that every Fourier coefficient of a Boolean function f is an integral multiple of 2−deg(f ) […]”.",By the granularity of Fourier coefficients it is well-known that every Fourier coefficient of a Boolean function f is an integral multiple of 2−deg(f ) […],https://doi.org/10.4230/LIPIcs.STACS.2020.45,Explicit open question on PDF page 4,source,50,original,
TCS-0197,Proof strength of bounded-copy entropy methods,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Proof strength of bounded-copy entropy methods”.",Proof strength of bounded-copy entropy methods,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (8.4)",index,77,original,
TCS-0181,Combinatorial forms of non-Shannon inequalities,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Combinatorial forms of non-Shannon inequalities”.",Combinatorial forms of non-Shannon inequalities,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (9.4)",index,74,original,
TCS-0183,Deriving rank inequalities from entropy inequalities,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Deriving rank inequalities from entropy inequalities”.",Deriving rank inequalities from entropy inequalities,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (8.2)",index,74,original,
TCS-0199,Recognizing entropic sparse paving matroids,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Recognizing entropic sparse paving matroids”.",Recognizing entropic sparse paving matroids,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (5.1)",index,74,original,
TCS-0179,Coefficient bounds for independence-implication proofs,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Coefficient bounds for independence-implication proofs”.",Coefficient bounds for independence-implication proofs,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (6.2)",index,67,original,
TCS-0180,Combinatorial forms of conditional information inequalities,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Combinatorial forms of conditional information inequalities”.",Combinatorial forms of conditional information inequalities,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (9.5)",index,67,original,
TCS-0185,Entropy optimization underlying matrix multiplication,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Entropy optimization underlying matrix multiplication”.",Entropy optimization underlying matrix multiplication,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (3.4)",index,67,original,
TCS-0186,Entropy profiles extending fixed distributions,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Entropy profiles extending fixed distributions”.",Entropy profiles extending fixed distributions,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (2.6)",index,67,original,
TCS-0190,Gaps on entropy-region boundary rays,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Gaps on entropy-region boundary rays”.",Gaps on entropy-region boundary rays,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (2.4)",index,67,original,
TCS-0191,Gaussian versus discrete multiinformation regions,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Gaussian versus discrete multiinformation regions”.",Gaussian versus discrete multiinformation regions,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (4.6)",index,67,original,
TCS-0200,Recovering higher entropy-extension profiles,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Recovering higher entropy-extension profiles”.",Recovering higher entropy-extension profiles,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (3.6)",index,67,original,
TCS-0201,Separating entropy regions from group classes,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Separating entropy regions from group classes”.",Separating entropy regions from group classes,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (4.7)",index,67,original,
TCS-0203,Sharp thresholds for one-bottleneck information transmission,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Sharp thresholds for one-bottleneck information transmission”.",Sharp thresholds for one-bottleneck information transmission,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (3.5)",index,67,original,
TCS-0177,Algorithmic proof of Tietavainen's bound,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Algorithmic proof of Tietavainen's bound”.",Algorithmic proof of Tietavainen's bound,https://tcsopenproblems.com/problem/6,Problem 6,index,60,original,
TCS-0182,Complexity increase under independent bit noise,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Complexity increase under independent bit noise”.",Complexity increase under independent bit noise,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (9.2)",index,60,original,
TCS-0192,Interaction information for pairwise-factorized distributions,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Interaction information for pairwise-factorized distributions”.",Interaction information for pairwise-factorized distributions,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (3.2)",index,60,original,
TCS-0193,Maximizing conditional mutual information,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Maximizing conditional mutual information”.",Maximizing conditional mutual information,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (3.1)",index,60,original,
TCS-0202,Separating two common-information optimization bounds,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Separating two common-information optimization bounds”.",Separating two common-information optimization bounds,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (3.3)",index,60,original,
TCS-0204,The fifth conditional Ingleton inequality,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “The fifth conditional Ingleton inequality”.",The fifth conditional Ingleton inequality,https://doi.org/10.4230/DagRep.12.7.180,"Seminar 22301, section 4; Problem (4.2)",index,60,original,
TCS-1107,Reduce linear code equivalence to LIP over nonprime fields,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Reduce linear code equivalence to LIP over nonprime fields”.",Reduce linear code equivalence to LIP over nonprime fields,https://arxiv.org/abs/2607.12870,Unresolved-question passage on page 18; PDF page 18,index,60,original,
TCS-1302,It thus remains open whether any error regime fully restores consistency under equal edge lengths for trees of arbitrary size.,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “It thus remains open whether any error regime fully restores consistency under equal edge lengths for trees of arbitrary size.”.",It thus remains open whether any error regime fully restores consistency under equal edge lengths for trees of arbitrary size.,https://doi.org/10.4230/LIPIcs.WABI.2026.23,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-1530,Do there exist Gabidulin codes of constant column-to-row ratio that are list decodable in the rank metric?,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Do there exist Gabidulin codes of constant column-to-row ratio that are list decodable in the rank metric?”.",Do there exist Gabidulin codes of constant column-to-row ratio that are list decodable in the rank metric?,https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2025.43,Open Problem 1; PDF page 2,index,50,original,
TCS-1620,It remains an open problem whether there are solutions that are efficient when no bound on ∆ is a priori known.,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “It remains an open problem whether there are solutions that are efficient when no bound on ∆ is a priori known.”.",It remains an open problem whether there are solutions that are efficient when no bound on ∆ is a priori known.,https://doi.org/10.4230/LIPIcs.ICALP.2025.65,Unresolved-question passage on page 19; PDF page 19,index,50,original,
TCS-2075,"Of course, the main question that we leave open is whether Freivalds’s algorithm can be fully derandomized, i.e., whether there is a deterministic O(ne 2 […]",Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Of course, the main question that we leave open is whether Freivalds’s algorithm can be fully derandomized, i.e., whether there is a deterministic O(ne 2 […]”.","Of course, the main question that we leave open is whether Freivalds’s algorithm can be fully derandomized, i.e., whether there is a deterministic O(ne 2 […]",https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2024.42,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-2424,"Is there some p < 1, such that the error effect in the (p, 3)-simple CKP is completely eliminated?",Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Is there some p < 1, such that the error effect in the (p, 3)-simple CKP is completely eliminated?”.","Is there some p < 1, such that the error effect in the (p, 3)-simple CKP is completely eliminated?",https://doi.org/10.4230/LIPIcs.ITCS.2023.15,Unresolved-question passage on page 10; PDF page 10,index,50,original,
TCS-2597,"We also note that the argument in our exponential lower bounds for 2-query Hamming RLDCs fail to hold for alphabets other than the binary alphabet, […]",Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “We also note that the argument in our exponential lower bounds for 2-query Hamming RLDCs fail to hold for alphabets other than the binary alphabet, […]”.","We also note that the argument in our exponential lower bounds for 2-query Hamming RLDCs fail to hold for alphabets other than the binary alphabet, […]",https://doi.org/10.4230/LIPIcs.CCC.2023.14,Unresolved-question passage on page 11; PDF page 11,index,50,original,
TCS-2898,"Finally, are there more applications of pKt complexity and of Theorem 5?",Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Finally, are there more applications of pKt complexity and of Theorem 5?”.","Finally, are there more applications of pKt complexity and of Theorem 5?",https://doi.org/10.4230/LIPIcs.ICALP.2022.92,Unresolved-question passage on page 11; PDF page 11,index,50,original,
TCS-2912,Can we develop low-bandwidth evaluation schemes for other classes of functions?,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Can we develop low-bandwidth evaluation schemes for other classes of functions?”.",Can we develop low-bandwidth evaluation schemes for other classes of functions?,https://doi.org/10.4230/LIPIcs.ITCS.2022.117,Unresolved-question passage on page 17; PDF page 17,index,50,original,
TCS-3227,What are the optimal achievable parameters for contextually unique decoding?,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “What are the optimal achievable parameters for contextually unique decoding?”.",What are the optimal achievable parameters for contextually unique decoding?,https://doi.org/10.4230/LIPIcs.ITCS.2021.43,Unresolved-question passage on page 17; PDF page 17,index,50,original,
TCS-3246,What are alternatives to the present strategy of combining the Aizenman-Sims-Starr scheme with the interpolation method?,Coding and information theory,quarantined,research_direction,"The passage asks for a new approach, a natural conjecture, properties of a variant, or reuse of a method. It does not specify a separate fundamental question with a clear resolution target. Saved target: “What are alternatives to the present strategy of combining the Aizenman-Sims-Starr scheme with the interpolation method?”.",What are alternatives to the present strategy of combining the Aizenman-Sims-Starr scheme with the interpolation method?,https://doi.org/10.4230/LIPIcs.STACS.2021.24,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-3693,"Thus, it is an open question whether or not our bound is tight or whether one can do better. √ 2.",Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Thus, it is an open question whether or not our bound is tight or whether one can do better. √ 2.”.","Thus, it is an open question whether or not our bound is tight or whether one can do better. √ 2.",https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2019.38,Unresolved-question passage on page 14; PDF page 14,index,50,original,
TCS-3921,"Does it coincide with its upper bound C(x | y∗) for arbitrary x and y, or with its lower bound, the minimal upper semicomputable function […]",Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Does it coincide with its upper bound C(x | y∗) for arbitrary x and y, or with its lower bound, the minimal upper semicomputable function […]”.","Does it coincide with its upper bound C(x | y∗) for arbitrary x and y, or with its lower bound, the minimal upper semicomputable function […]",https://doi.org/10.4230/LIPIcs.MFCS.2018.2,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-4467,We leave the question of whether Γdet (δ) = 1/3 for all δ as an open problem.,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “We leave the question of whether Γdet (δ) = 1/3 for all δ as an open problem.”.",We leave the question of whether Γdet (δ) = 1/3 for all δ as an open problem.,https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2015.881,Unresolved-question passage on page 5; PDF page 5,index,50,original,
TCS-4822,The Code Distortion Problem — Explicit open question on PDF page 12,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “It is an open question if the upper bound in Lemma 15 can be reduced below n2 .”.",It is an open question if the upper bound in Lemma 15 can be reduced below n2 .,https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2026.24,Explicit open question on PDF page 12,source,50,original,
TCS-4828,A Simplified Reduction for Error Correcting Matrix Multiplication Algorithms — Explicit open question on PDF page 3,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “It is an open problem to show a reduction whose running time is poly(1/ε) · O(T e (n)).”.",It is an open problem to show a reduction whose running time is poly(1/ε) · O(T e (n)).,https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2025.29,Explicit open question on PDF page 3,source,50,original,
TCS-4829,Random Reed-Solomon Codes Achieve the Half-Singleton Bound for Insertions and Deletions over Linear-Sized Alphabets — Explicit open question on PDF page 4,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “However, we note that over small alphabets, determining the optimal rate-error tradeoff and finding optimal explicit constructions remains an open problem.”.","However, we note that over small alphabets, determining the optimal rate-error tradeoff and finding optimal explicit constructions remains an open problem.",https://doi.org/10.4230/LIPIcs.ICALP.2025.60,Explicit open question on PDF page 4,source,50,original,
TCS-4873,"High-Probability List-Recovery, and Applications to Heavy Hitters — Explicit open question on PDF page 4",Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “However, as Goal 1 remains open, [29] did not use a list-recoverable code to obtain their results.”.","However, as Goal 1 remains open, [29] did not use a list-recoverable code to obtain their results.",https://doi.org/10.4230/LIPIcs.ICALP.2022.55,Explicit open question on PDF page 4,source,50,original,
TCS-4874,Star Transposition Gray Codes for Multiset Permutations — Explicit open question on PDF page 3,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “It is an open problem whether the Cayley graph of the symmetric group has a Hamilton path for any set of generators [28].”.",It is an open problem whether the Cayley graph of the symmetric group has a Hamilton path for any set of generators [28].,https://doi.org/10.4230/LIPIcs.STACS.2022.34,Explicit open question on PDF page 3,source,50,original,
TCS-4875,New Near-Linear Time Decodable Codes Closer to the GV Bound — Explicit open question on PDF page 14,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Unfortunately, √ we do not know how to construct explicit mixing, or spectral, hypergraphs with λ ≈ 2/ d.”.","Unfortunately, √ we do not know how to construct explicit mixing, or spectral, hypergraphs with λ ≈ 2/ d.",https://doi.org/10.4230/LIPIcs.CCC.2022.10,Explicit open question on PDF page 14,source,50,original,
TCS-4886,Sharp Threshold Rates for Random Codes — Explicit open question on PDF page 2,Coding and information theory,quarantined,not_a_question,"The saved passage is background discussion, an algorithmic explanation or a general remark about what is unknown, rather than a distinct formulated open problem. Saved target: “However, there is still much we do not know about random codes, especially if we want extremely precise answers.”.","However, there is still much we do not know about random codes, especially if we want extremely precise answers.",https://doi.org/10.4230/LIPIcs.ITCS.2021.5,Explicit open question on PDF page 2,source,50,original,
TCS-4887,Convolution and Knapsack in Higher Dimensions — Explicit open question on PDF page 5,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Part of this algorithm, involving so-called color-coding can be derandomized, but a full derandomization is still an open problem.”.","Part of this algorithm, involving so-called color-coding can be derandomized, but a full derandomization is still an open problem.",https://doi.org/10.4230/LIPIcs.WADS.2025.30,Explicit open question on PDF page 5,source,50,original,
TCS-4905,Listing Spanning Trees of Outerplanar Graphs by Pivot-Exchanges — Unresolved-question passage on page 16,Coding and information theory,quarantined,lower_editorial_priority,"The saved topic is a particular entropy identity, code-family variant, decoding implementation refinement, or tangential application; it is secondary to general capacity, code-construction and information-inequality barriers. Saved target: “Is there a pivot-exchange Gray code for the spanning trees of Kn ?”.",Is there a pivot-exchange Gray code for the spanning trees of Kn ?,https://doi.org/10.4230/LIPIcs.STACS.2025.16,Unresolved-question passage on page 16,source,50,original,
