0581 Four-coloring parameterized by crossing number or genus | SIGACT Open Problems Column
6327 Sidestepping Barriers for Dominating Set in Parameterized Complexity — Unresolved-question passage on page 16 / In particular, does Dominating Set admit a 2-approximation O(2tw · n)-time algorithm, or a (1 + ε)-approximation O(2tw · n)-time algorithm for any fixed ε […] | Sidestepping Barriers for Dominating Set in Parameterized Complexity
6328 Embedding Graphs into Two-Dimensional Simplicial Complexes — Explicit open question on PDF page 3 / The problem of whether Embed admits an algorithm that is fixed-parameter tractable in terms of the parameter c, however, remains open for general complexes, whereas […] | Embedding Graphs into Two-Dimensional Simplicial Complexes
6331 An FPT Algorithm for Splitting a Necklace Among Two Thieves — Unresolved-question passage on page 13 / In other words, for n point sets P = {P1 , . . . , Pn } in Rd , can each subset A of […] | An FPT Algorithm for Splitting a Necklace Among Two Thieves
6332 Finding a Cluster in Incomplete Data — Unresolved-question passage on page 12 / In particular, the restrictions of these two problems to complete data (i.e., λ = 0) remain open, resulting in two important questions about the parameterized […] | Finding a Cluster in Incomplete Data
6336 Vertex Cover and Feedback Vertex Set Above and Below Structural Guarantees — Unresolved-question passage on page 6 / We leave open whether or not Vertex Cover above Treewidth is FPT on graph classes that exclude a minor (other than planar graphs) or even […] | Vertex Cover and Feedback Vertex Set Above and Below Structural Guarantees
6338 Slim Tree-Cut Width — Explicit open question on PDF page 3 / While the problem of computing an optimal decomposition remains open even for tree-cut width, a fixed-parameter approximation algorithm was obtained by Kim, Oum, Paul, Sau […] | Slim Tree-Cut Width
6342 On the Complexity of Finding a Sparse Connected Spanning Subgraph in a Non-Uniform Failure Model — Unresolved-question passage on page 11 / First, what is the status of the parameters that we were not able to resolve; for example does parameterization by the distance to cographs or […] | On the Complexity of Finding a Sparse Connected Spanning Subgraph in a Non-Uniform Failure Model
6348 Parameterized Applications of Symbolic Differentiation of (Totally) Multilinear Polynomials — Explicit open question on PDF page 6 / The discrepancy between ( 27/2)d d ≤ O(2.6d ) and the base of the exponent φ2d > 2.6d in our runtimes is due to the […] | Parameterized Applications of Symbolic Differentiation of (Totally) Multilinear Polynomials
6356 The Power of Linear-Time Data Reduction for Maximum Matching — Explicit open question on PDF page 6 / It remains open whether Matching parameterized by the feedback vertex number admits a linear-time computable kernel (possibly of exponential size), and whether it admits a […] | The Power of Linear-Time Data Reduction for Maximum Matching
6365 The Parameterized Complexity of Guarding Almost Convex Polygons — Explicit open question on PDF page 4 / However, we do not know how to handle Vertex-Point Art Gallery and Point-Vertex Art Gallery; determining whether these variants are FPT with respect to r […] | The Parameterized Complexity of Guarding Almost Convex Polygons
6370 Extending Partial 1-Planar Drawings — Unresolved-question passage on page 4 / Albeit being a special case, we believe these delimited instances with two added vertices can play a role in a potential XP algorithm parameterized by […] | Extending Partial 1-Planar Drawings
6375 Refined Notions of Parameterized Enumeration Kernels with Applications to Matching Cut Enumeration — Unresolved-question passage on page 16 / For example, is it possible to establish a framework for enumeration kernelization lower bounds similar to the techniques used for classical kernels [4, 5] (see […] | Refined Notions of Parameterized Enumeration Kernels with Applications to Matching Cut Enumeration
6379 Polynomial Kernels for Deletion to Classes of Acyclic Digraphs — Explicit open question on PDF page 2 / Directed Feedback Vertex Set has a kernel of exponential size k O(k) , as the problem was shown fixed-parameter tractable by Chen et al. [4], […] | Polynomial Kernels for Deletion to Classes of Acyclic Digraphs
6391 Parameterization of Tensor Network Contraction — Explicit open question on PDF page 6 / Computing the branchwidth of a graph is in general NP-hard, but can be done efficiently for planar graphs [26]. (Whether computing the treewidth of a […] | Parameterization of Tensor Network Contraction
6409 Faster Deciding MSO Properties of Trees of Fixed Height, and Some Consequences — Explicit open question on PDF page 3 / Going a step further, we actually half-answer the main open question posted in [9]; what characterizes the hereditary graph classes on which the expressive powers […] | Faster Deciding MSO Properties of Trees of Fixed Height, and Some Consequences
6410 New Parameterized Algorithms for APSP in Directed Graphs — Explicit open question on PDF page 2 / Nevertheless, these algorithms only provides a slightly improvement to the classic cubic-time algorithm of Floyd and Warshall, and it remains an open question whether an […] | New Parameterized Algorithms for APSP in Directed Graphs
6412 A Parameterized Algorithmics Framework for Degree Sequence Completion Problems in Directed Graphs — Unresolved-question passage on page 13 / While in most cases we could develop polynomial-time algorithms solving these number problems, in the case of Digraph Degree Anonymity the polynomial-time solvability of the […] | A Parameterized Algorithmics Framework for Degree Sequence Completion Problems in Directed Graphs
6426 Parameterized Algorithms for Zero Extension and Metric Labelling Problems — Unresolved-question passage on page 13 / Complementing this, what are the strongest possible gap parameters that allow FPT algorithms for metrics that are either arbitrary, or do not explicitly provide their […] | Parameterized Algorithms for Zero Extension and Metric Labelling Problems
6435 Canonical Decompositions in Monadically Stable and Bounded Shrubdepth Graph Classes — Explicit open question on PDF page 4 / Despite the existence of parameters such as rankdepth [22] or SC-depth [17] that are suited for the treatment of single graphs and are equivalent in […] | Canonical Decompositions in Monadically Stable and Bounded Shrubdepth Graph Classes
6436 An O(3.82^k) Time FPT Algorithm for Convex Flip Distance — Explicit open question on PDF page 2 / Despite extensive research on this problem [9, 3, 6, 22, 24, 27, 19, 12, 8, 7, 21, 5], it is still unknown whether it is […] | An O(3.82^k) Time FPT Algorithm for Convex Flip Distance
6439 Parameterized (Modular) Counting and Cayley Graph Expanders — Unresolved-question passage on page 12 / Indeed, we conjecture that our methods for proving intractability can be used to show that the problem is intractable for each prime p > 2, […] | Parameterized (Modular) Counting and Cayley Graph Expanders
6441 Towards a Polynomial Kernel for Directed Feedback Vertex Set — Explicit open question on PDF page 2 / While this kind of an alternate parameterization is interesting for problems which are known to have polynomial kernels when parameterized by the solution size, it […] | Towards a Polynomial Kernel for Directed Feedback Vertex Set
6497 A Single-Exponential Time 2-Approximation Algorithm for Treewidth — Unresolved-question passage on page 8 / While our algorithm constitutes progress in improving the dependency on k, the problem of finding a constant-factor treewidth approximation algorithm with running time ck n, […] | A Single-Exponential Time 2-Approximation Algorithm for Treewidth
6592R Is k-Clique fixed-parameter tractable, equivalently FPT=W[1]? | Parameterized Algorithms
6593R Does deterministic 3-SAT have a positive optimal exponential rate? | On the Complexity of k-SAT
6594P The Set Cover Conjecture | Research reference · drops.dagstuhl.de
6660P A polynomial kernel for Edge Multiway Cut | Quasipolynomial multicut-mimicking networks and kernelization of multiway cut problems
